PeakID (cmd=annotatePeaks.pl kidney_14_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_14_5_REP2.mLb.clN_peak_1805	chr18	82791471	82791758	+	57	NA	Intergenic	Intergenic	-32575	2210420H20Rik	2210420H20Rik	NR_045389			2210420H20Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1942	chr19	3699566	3699882	+	57	NA	Intergenic	Intergenic	-8569	1810055G02Rik	1810055G02Rik	NM_001358256			1810055G02Rik			NA
kidney_14_5_REP2.mLb.clN_peak_765	chr18	38515236	38515822	+	57	NA	Intergenic	Intergenic	85818	Spry4	Spry4	NM_011898			Spry4			NA
kidney_14_5_REP2.mLb.clN_peak_1555	chr18	74287898	74288175	+	57	NA	intron (Cfap53, intron 2 of 8)	-intron (Cfap53, intron 1 of 7)	4936	Cfap53	Cfap53	NR_029424			Cfap53			NA
kidney_14_5_REP2.mLb.clN_peak_3375	chr19	59166448	59166699	+	57	NA	exon (Vax1, exon 3 of 3)	-exon (Vax1, exon 3 of 3)	3824	Vax1	Vax1	NM_009501			Vax1			NA
kidney_14_5_REP2.mLb.clN_peak_1645	chr18	76084184	76084950	+	57	NA	intron (Zbtb7c, intron 1 of 2)	-intron (Zbtb7c, intron 1 of 2)	13904	2900057B20Rik	2900057B20Rik	NR_045365			2900057B20Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1133	chr18	57465271	57465689	+	57	NA	Intergenic	Intergenic	-3006	Ctxn3	Ctxn3	NM_001134697			Ctxn3			NA
kidney_14_5_REP2.mLb.clN_peak_2687	chr19	32026317	32026617	+	57	NA	intron (Asah2, intron 10 of 23)	-intron (Asah2, intron 10 of 23)	76673	Asah2	Asah2	NM_018830			Asah2			NA
kidney_14_5_REP2.mLb.clN_peak_410	chr18	23874665	23875134	+	57	NA	intron (Mapre2, intron 4 of 6)	-intron (Mapre2, intron 5 of 7)	70929	Mapre2	Mapre2	NM_153058			Mapre2			NA
kidney_14_5_REP2.mLb.clN_peak_595	chr18	34340788	34341045	+	57	NA	Intergenic	Intergenic	9771	Srp19	Srp19	NM_025527			Srp19			NA
kidney_14_5_REP2.mLb.clN_peak_2456	chr19	21645108	21645516	+	57	NA	intron (1110059E24Rik, intron 1 of 3)	-intron (1110059E24Rik, intron 1 of 3)	7479	1110059E24Rik	1110059E24Rik	NM_025423			1110059E24Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1779	chr18	81652653	81652951	+	57	NA	Intergenic	Intergenic	339278	Mir5127	Mir5127	NR_039589			Mir5127			NA
kidney_14_5_REP2.mLb.clN_peak_561	chr18	33471190	33471653	+	56	NA	intron (Gm10549, intron 2 of 2)	-intron (Gm10549, intron 2 of 2)	7258	Gm10549	Gm10549	NR_045415			Gm10549			NA
kidney_14_5_REP2.mLb.clN_peak_1279	chr18	62663295	62663774	+	56	NA	intron (Spink13, intron 1 of 4)	-intron (Spink13, intron 1 of 4)	-67209	Spink7	Spink7	NM_001001803			Spink7			NA
kidney_14_5_REP2.mLb.clN_peak_633	chr18	35488772	35489352	+	56	NA	intron (Sil1, intron 1 of 9)	-intron (Sil1, intron 1 of 9)	9863	Sil1	Sil1	NM_001360814			Sil1			NA
kidney_14_5_REP2.mLb.clN_peak_1874	chr18	84763870	84764159	+	56	NA	Intergenic	Intergenic	19947	Gm38576	Gm38576	NR_155706			Gm38576			NA
kidney_14_5_REP2.mLb.clN_peak_1046	chr18	53692299	53692576	+	56	NA	intron (Cep120, intron 19 of 20)	-intron (Cep120, intron 19 of 20)	44286	Gm19466	Gm19466	NR_040349			Gm19466			NA
kidney_14_5_REP2.mLb.clN_peak_292	chr18	15751536	15751828	+	56	NA	intron (Chst9, intron 1 of 4)	-intron (Chst9, intron 1 of 5)	8475	Chst9	Chst9	NM_199055			Chst9			NA
kidney_14_5_REP2.mLb.clN_peak_3191	chr19	53181241	53181945	+	56	NA	intron (Add3, intron 1 of 15)	-intron (Add3, intron 1 of 14)	37596	Add3	Add3	NM_001164100			Add3			NA
kidney_14_5_REP2.mLb.clN_peak_1829	chr18	83221090	83221371	+	56	NA	Intergenic	Intergenic	104654	4921531P14Rik	4921531P14Rik	NR_045361			4921531P14Rik			NA
kidney_14_5_REP2.mLb.clN_peak_326	chr18	20622090	20622421	+	56	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	-42995	Ttr	Ttr	NM_013697			Ttr			NA
kidney_14_5_REP2.mLb.clN_peak_2819	chr19	38372472	38373546	+	56	NA	Intergenic	Intergenic	-22971	Slc35g1	Slc35g1	NM_175507			Slc35g1			NA
kidney_14_5_REP2.mLb.clN_peak_797	chr18	39110376	39110837	+	56	NA	intron (Arhgap26, intron 5 of 22)	-intron (Arhgap26, intron 5 of 21)	117461	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
kidney_14_5_REP2.mLb.clN_peak_99	chr18	7439373	7439626	+	56	NA	intron (Mpp7, intron 12 of 17)	-intron (Mpp7, intron 11 of 16)	-141563	Armc4	Armc4	NM_001357492			Armc4			NA
kidney_14_5_REP2.mLb.clN_peak_3005	chr19	45295040	45295395	+	56	NA	Intergenic	Intergenic	-58376	Lbx1	Lbx1	NM_010691			Lbx1			NA
kidney_14_5_REP2.mLb.clN_peak_448	chr18	25512685	25513048	+	56	NA	intron (Celf4, intron 3 of 13)	-intron (Celf4, intron 3 of 12)	241291	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_14_5_REP2.mLb.clN_peak_2771	chr19	36815933	36816243	+	56	NA	Intergenic	Intergenic	-18144	Tnks2	Tnks2	NM_001163635			Tnks2			NA
kidney_14_5_REP2.mLb.clN_peak_2471	chr19	22692769	22693129	+	56	NA	intron (Trpm3, intron 1 of 8)	-intron (Trpm3, intron 1 of 24)	-57656	Mir204	Mir204	NR_029591			Mir204			NA
kidney_14_5_REP2.mLb.clN_peak_2238	chr19	10059869	10060283	+	56	NA	TTS (Fads3)	-TTS (Fads3)	18528	Fads3	Fads3	NM_021890			Fads3			NA
kidney_14_5_REP2.mLb.clN_peak_348	chr18	21291434	21291769	+	56	NA	intron (Garem1, intron 1 of 5)	-intron (Garem1, intron 1 of 5)	8538	Garem1	Garem1	NM_001033445			Garem1			NA
kidney_14_5_REP2.mLb.clN_peak_336	chr18	21021979	21022400	+	56	NA	intron (Rnf138, intron 6 of 6)	-intron (Rnf138, intron 6 of 6)	20232	Rnf138	Rnf138	NM_207623			Rnf138			NA
kidney_14_5_REP2.mLb.clN_peak_102	chr18	7511965	7512763	+	56	NA	intron (Mpp7, intron 4 of 17)	-intron (Mpp7, intron 3 of 16)	95790	Mpp7	Mpp7	NM_001081287			Mpp7			NA
kidney_14_5_REP2.mLb.clN_peak_2582	chr19	26704887	26705313	+	56	NA	intron (Smarca2, intron 23 of 32)	-intron (Smarca2, intron 23 of 32)	-43303	Smarca2	Smarca2	NM_011416			Smarca2			NA
kidney_14_5_REP2.mLb.clN_peak_2019	chr19	5050523	5051632	+	56	NA	exon (Rin1, exon 2 of 10)	-exon (Rin1, exon 2 of 10)	262	Rin1	Rin1	NM_001374052			Rin1			NA
kidney_14_5_REP2.mLb.clN_peak_2117	chr19	6497300	6497605	+	56	NA	intron (Nrxn2, intron 17 of 22)	-intron (Nrxn2, intron 17 of 22)	45618	Slc22a12	Slc22a12	NM_009203			Slc22a12			NA
kidney_14_5_REP2.mLb.clN_peak_1840	chr18	83607454	83607699	+	55	NA	Intergenic	Intergenic	-281692	4921531P14Rik	4921531P14Rik	NR_045361			4921531P14Rik			NA
kidney_14_5_REP2.mLb.clN_peak_3025	chr19	45716232	45716681	+	55	NA	Intergenic	Intergenic	14102	4933429K18Rik	4933429K18Rik	NR_045307			4933429K18Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1591	chr18	75165281	75165846	+	55	NA	intron (Dym, intron 13 of 16)	-intron (Dym, intron 13 of 16)	131754	2010010A06Rik	2010010A06Rik	NR_045393			2010010A06Rik			NA
kidney_14_5_REP2.mLb.clN_peak_3245	chr19	55063340	55063622	+	55	NA	Intergenic	Intergenic	35996	Gpam	Gpam	NM_001356285			Gpam			NA
kidney_14_5_REP2.mLb.clN_peak_790	chr18	39008810	39009826	+	55	NA	intron (Arhgap26, intron 1 of 22)	-intron (Arhgap26, intron 1 of 21)	16173	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
kidney_14_5_REP2.mLb.clN_peak_1600	chr18	75385086	75385347	+	55	NA	intron (Smad7, intron 3 of 3)	-intron (Smad7, intron 3 of 3)	17851	Smad7	Smad7	NM_001042660			Smad7			NA
kidney_14_5_REP2.mLb.clN_peak_3138	chr19	48049548	48050116	+	55	NA	Intergenic	Intergenic	112120	Cfap58	Cfap58	NM_001163267			Cfap58			NA
kidney_14_5_REP2.mLb.clN_peak_2075	chr19	5871319	5871764	+	55	NA	intron (Frmd8, intron 3 of 10)	-intron (Frmd8, intron 3 of 10)	3667	Frmd8	Frmd8	NM_026169			Frmd8			NA
kidney_14_5_REP2.mLb.clN_peak_1651	chr18	76150929	76151197	+	55	NA	Intergenic	Intergenic	-19489	Mir6358	Mir6358	NR_105776			Mir6358			NA
kidney_14_5_REP2.mLb.clN_peak_1201	chr18	60718567	60718841	+	55	NA	intron (Ndst1, intron 1 of 14)	-intron (Ndst1, intron 1 of 14)	29961	Ndst1	Ndst1	NM_001348100			Ndst1			NA
kidney_14_5_REP2.mLb.clN_peak_49	chr18	5133913	5134510	+	55	NA	Intergenic	Intergenic	31520	Gm26682	Gm26682	NR_153824			Gm26682			NA
kidney_14_5_REP2.mLb.clN_peak_1693	chr18	78048481	78048852	+	55	NA	exon (Siglec15, exon 3 of 6)	-exon (Siglec15, exon 3 of 6)	8775	Siglec15	Siglec15	NM_001101038			Siglec15			NA
kidney_14_5_REP2.mLb.clN_peak_3312	chr19	56977088	56977756	+	55	NA	intron (Afap1l2, intron 1 of 20)	-intron (Afap1l2, intron 2 of 19)	31153	Afap1l2	Afap1l2	NM_001177796			Afap1l2			NA
kidney_14_5_REP2.mLb.clN_peak_2249	chr19	10272799	10273227	+	55	NA	intron (Dagla, intron 1 of 19)	-intron (Dagla, intron 1 of 19)	31864	Dagla	Dagla	NM_198114			Dagla			NA
kidney_14_5_REP2.mLb.clN_peak_1844	chr18	83781028	83781353	+	55	NA	Intergenic	Intergenic	305275	Tshz1	Tshz1	NM_001364993			Tshz1			NA
kidney_14_5_REP2.mLb.clN_peak_1832	chr18	83282677	83282982	+	55	NA	Intergenic	Intergenic	43055	4921531P14Rik	4921531P14Rik	NR_045361			4921531P14Rik			NA
kidney_14_5_REP2.mLb.clN_peak_3303	chr19	56721908	56722563	+	55	NA	exon (Adrb1, exon 1 of 1)	-exon (Adrb1, exon 1 of 1)	118	Adrb1	Adrb1	NM_007419			Adrb1			NA
kidney_14_5_REP2.mLb.clN_peak_111	chr18	7708108	7708387	+	55	NA	Intergenic	Intergenic	-100093	Mpp7	Mpp7	NM_001081287			Mpp7			NA
kidney_14_5_REP2.mLb.clN_peak_3008	chr19	45310711	45311288	+	55	NA	Intergenic	Intergenic	-52735	Btrc	Btrc	NM_001360120			Btrc			NA
kidney_14_5_REP2.mLb.clN_peak_3231	chr19	53892119	53892486	+	55	NA	promoter-TSS (Pdcd4)	-promoter-TSS (Pdcd4)	71	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
kidney_14_5_REP2.mLb.clN_peak_1594	chr18	75222484	75224141	+	55	NA	intron (Dym, intron 14 of 16)	-intron (Dym, intron 14 of 16)	74005	2010010A06Rik	2010010A06Rik	NR_045393			2010010A06Rik			NA
kidney_14_5_REP2.mLb.clN_peak_542	chr18	32398799	32399090	+	55	NA	intron (Bin1, intron 1 of 18)	-intron (Bin1, intron 1 of 14)	-20660	A830052D11Rik	A830052D11Rik	NR_045403			A830052D11Rik			NA
kidney_14_5_REP2.mLb.clN_peak_585	chr18	34103000	34103527	+	55	NA	Intergenic	Intergenic	-96057	Epb41l4a	Epb41l4a	NM_013512			Epb41l4a			NA
kidney_14_5_REP2.mLb.clN_peak_508	chr18	30854901	30855332	+	54	NA	Intergenic	Intergenic	462012	Rit2	Rit2	NM_009065			Rit2			NA
kidney_14_5_REP2.mLb.clN_peak_3173	chr19	51059891	51060513	+	54	NA	Intergenic	Intergenic	-381556	Sorcs1	Sorcs1	NM_001360457			Sorcs1			NA
kidney_14_5_REP2.mLb.clN_peak_2921	chr19	43571046	43571569	+	54	NA	Intergenic	Intergenic	-41018	Nkx2-3	Nkx2-3	NM_008699			Nkx2-3			NA
kidney_14_5_REP2.mLb.clN_peak_2326	chr19	14180233	14180661	+	54	NA	Intergenic	Intergenic	255503	Gm8630	Gm8630	NR_152176			Gm8630			NA
kidney_14_5_REP2.mLb.clN_peak_1040	chr18	53568043	53568314	+	54	NA	exon (Prdm6, exon 6 of 7)	-exon (Prdm6, exon 6 of 7)	-79973	Gm19466	Gm19466	NR_040349			Gm19466			NA
kidney_14_5_REP2.mLb.clN_peak_2172	chr19	7458938	7459322	+	54	NA	intron (Rtn3, intron 1 of 7)	-intron (Rtn3, intron 1 of 7)	24161	Rtn3	Rtn3	NM_001003933			Rtn3			NA
kidney_14_5_REP2.mLb.clN_peak_2584	chr19	26754287	26754644	+	54	NA	intron (Smarca2, intron 4 of 8)	-intron (Smarca2, intron 3 of 7)	6062	Smarca2	Smarca2	NM_011416			Smarca2			NA
kidney_14_5_REP2.mLb.clN_peak_13	chr18	3867441	3867829	+	54	NA	Intergenic	Intergenic	-298197	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
kidney_14_5_REP2.mLb.clN_peak_3143	chr19	48371835	48372524	+	54	NA	intron (Sorcs3, intron 1 of 26)	-intron (Sorcs3, intron 1 of 26)	166154	Sorcs3	Sorcs3	NM_025696			Sorcs3			NA
kidney_14_5_REP2.mLb.clN_peak_2711	chr19	32980186	32980439	+	54	NA	Intergenic	Intergenic	-176800	Mir3970	Mir3970	NR_039552			Mir3970			NA
kidney_14_5_REP2.mLb.clN_peak_2556	chr19	25374738	25375308	+	54	NA	intron (Kank1, intron 3 of 13)	-intron (Kank1, intron 3 of 12)	-130683	Dmrt1	Dmrt1	NM_015826			Dmrt1			NA
kidney_14_5_REP2.mLb.clN_peak_476	chr18	26061794	26062401	+	54	NA	Intergenic	Intergenic	-307940	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_14_5_REP2.mLb.clN_peak_2782	chr19	37178073	37178362	+	54	NA	intron (A330032B11Rik, intron 2 of 2)	-intron (Cpeb3, intron 1 of 10)	4374	A330032B11Rik	A330032B11Rik	NR_045329			A330032B11Rik			NA
kidney_14_5_REP2.mLb.clN_peak_2398	chr19	17451947	17452288	+	54	NA	intron (Pcsk5, intron 33 of 37)	-intron (Pcsk5, intron 33 of 37)	58074	Rfk	Rfk	NM_019437			Rfk			NA
kidney_14_5_REP2.mLb.clN_peak_712	chr18	37707303	37707819	+	54	NA	exon (Pcdhga6, exon 1 of 4)	-exon (Pcdhga6, exon 1 of 4)	460	Pcdhga6	Pcdhga6	NM_033589			Pcdhga6			NA
kidney_14_5_REP2.mLb.clN_peak_2464	chr19	21898389	21899067	+	54	NA	Intergenic	Intergenic	120388	Cemip2	Cemip2	NM_031997			Cemip2			NA
kidney_14_5_REP2.mLb.clN_peak_343	chr18	21195833	21196140	+	54	NA	intron (Garem1, intron 2 of 5)	-intron (Garem1, intron 2 of 5)	104153	Garem1	Garem1	NM_001033445			Garem1			NA
kidney_14_5_REP2.mLb.clN_peak_389	chr18	22935854	22936666	+	54	NA	intron (Nol4, intron 2 of 9)	-intron (Nol4, intron 2 of 10)	105421	Nol4	Nol4	NM_001361223			Nol4			NA
kidney_14_5_REP2.mLb.clN_peak_1001	chr18	51758267	51758775	+	54	NA	Intergenic	Intergenic	365025	Mir28a	Mir28a	NR_029788			Mir28a			NA
kidney_14_5_REP2.mLb.clN_peak_223	chr18	13027275	13028047	+	54	NA	Intergenic	Intergenic	20671	Hrh4	Hrh4	NM_153087			Hrh4			NA
kidney_14_5_REP2.mLb.clN_peak_989	chr18	50242264	50242505	+	54	NA	Intergenic	Intergenic	-35985	Fam170a	Fam170a	NM_001004061			Fam170a			NA
kidney_14_5_REP2.mLb.clN_peak_1086	chr18	55341740	55342199	+	54	NA	Intergenic	Intergenic	-351789	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_14_5_REP2.mLb.clN_peak_812	chr18	39650463	39650828	+	54	NA	Intergenic	Intergenic	-122852	Pabpc2	Pabpc2	NM_011033			Pabpc2			NA
kidney_14_5_REP2.mLb.clN_peak_2426	chr19	18774043	18774345	+	54	NA	intron (Trpm6, intron 2 of 38)	-intron (Trpm6, intron 2 of 38)	24464	Trpm6	Trpm6	NR_157571			Trpm6			NA
kidney_14_5_REP2.mLb.clN_peak_2434	chr19	19343891	19344387	+	54	NA	Intergenic	Intergenic	-343022	Rorb	Rorb	NM_001289921			Rorb			NA
kidney_14_5_REP2.mLb.clN_peak_1831	chr18	83257024	83257580	+	54	NA	Intergenic	Intergenic	68582	4921531P14Rik	4921531P14Rik	NR_045361			4921531P14Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1271	chr18	62155775	62156357	+	54	NA	Intergenic	Intergenic	23915	Adrb2	Adrb2	NM_007420			Adrb2			NA
kidney_14_5_REP2.mLb.clN_peak_1386	chr18	67244328	67244685	+	54	NA	intron (Mppe1, intron 1 of 10)	-intron (Mppe1, intron 1 of 10)	1324	Mppe1	Mppe1	NM_001357518			Mppe1			NA
kidney_14_5_REP2.mLb.clN_peak_2759	chr19	36440199	36440511	+	54	NA	intron (Pcgf5, intron 6 of 8)	-intron (Pcgf5, intron 6 of 9)	61288	Pcgf5	Pcgf5	NM_001368691			Pcgf5			NA
kidney_14_5_REP2.mLb.clN_peak_2362	chr19	16029286	16029644	+	54	NA	Intergenic	Intergenic	44390	C130060C02Rik	C130060C02Rik	NR_045355			C130060C02Rik			NA
kidney_14_5_REP2.mLb.clN_peak_1424	chr18	68189852	68190119	+	54	NA	intron (Ldlrad4, intron 3 of 5)	-intron (Ldlrad4, intron 3 of 5)	70988	Mir7219	Mir7219	NR_106078			Mir7219			NA
kidney_14_5_REP2.mLb.clN_peak_1571	chr18	74727801	74728229	+	54	NA	intron (Myo5b, intron 29 of 38)	-intron (Myo5b, intron 29 of 38)	50440	Scarna17	Scarna17	NR_028560			Scarna17			NA
kidney_14_5_REP2.mLb.clN_peak_1131	chr18	57431056	57431305	+	54	NA	Intergenic	Intergenic	25765	Gm19500	Gm19500	NR_152223			Gm19500			NA
kidney_14_5_REP2.mLb.clN_peak_1258	chr18	61737322	61737552	+	54	NA	intron (Afap1l1, intron 15 of 18)	-intron (Afap1l1, intron 15 of 18)	11047	1500015A07Rik	1500015A07Rik	NR_029432			1500015A07Rik			NA
kidney_14_5_REP2.mLb.clN_peak_3022	chr19	45628476	45629077	+	54	NA	intron (Fbxw4, intron 5 of 8)	-intron (Fbxw4, intron 5 of 8)	31417	Fbxw4	Fbxw4	NM_013907			Fbxw4			NA
kidney_14_5_REP2.mLb.clN_peak_2795	chr19	37703798	37704187	+	54	NA	Intergenic	Intergenic	6184	Cyp26a1	Cyp26a1	NM_007811			Cyp26a1			NA
kidney_14_5_REP2.mLb.clN_peak_1491	chr18	70618504	70618856	+	54	NA	intron (Mbd2, intron 5 of 6)	-intron (Mbd2, intron 5 of 6)	50388	Mbd2	Mbd2	NM_001311071			Mbd2			NA
kidney_14_5_REP2.mLb.clN_peak_2476	chr19	22851486	22851753	+	54	NA	intron (Trpm3, intron 8 of 26)	-intron (Trpm3, intron 8 of 24)	101014	Mir204	Mir204	NR_029591			Mir204			NA
kidney_14_5_REP2.mLb.clN_peak_2406	chr19	17835733	17836057	+	54	NA	intron (Pcsk5, intron 1 of 37)	-intron (Pcsk5, intron 1 of 20)	1737	Pcsk5	Pcsk5	NM_001163144			Pcsk5			NA
kidney_14_5_REP2.mLb.clN_peak_3150	chr19	48779095	48779330	+	54	NA	intron (Sorcs3, intron 20 of 26)	-intron (Sorcs3, intron 20 of 26)	573187	Sorcs3	Sorcs3	NM_025696			Sorcs3			NA
kidney_14_5_REP2.mLb.clN_peak_1569	chr18	74571752	74572125	+	54	NA	intron (Myo5b, intron 2 of 38)	-intron (Myo5b, intron 2 of 38)	-40814	1700120E14Rik	1700120E14Rik	NR_045368			1700120E14Rik			NA
kidney_14_5_REP2.mLb.clN_peak_117	chr18	8328252	8328888	+	54	NA	Intergenic	Intergenic	459373	Wac	Wac	NM_001360956			Wac			NA
kidney_14_5_REP2.mLb.clN_peak_809	chr18	39606315	39606675	+	54	NA	Intergenic	Intergenic	-117216	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
kidney_14_5_REP2.mLb.clN_peak_1062	chr18	54807426	54807727	+	54	NA	Intergenic	Intergenic	182604	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_14_5_REP2.mLb.clN_peak_3135	chr19	47997699	47998027	+	54	NA	intron (Cfap58, intron 15 of 17)	-intron (Cfap58, intron 15 of 17)	60151	Cfap58	Cfap58	NM_001163267			Cfap58			NA
kidney_14_5_REP2.mLb.clN_peak_387	chr18	22753913	22754386	+	54	NA	intron (Nol4, intron 7 of 9)	-intron (Nol4, intron 8 of 10)	287532	Nol4	Nol4	NM_001361223			Nol4			NA
kidney_14_5_REP2.mLb.clN_peak_1481	chr18	70437571	70437887	+	54	NA	Intergenic	Intergenic	-34725	Stard6	Stard6	NM_001289648			Stard6			NA
kidney_14_5_REP2.mLb.clN_peak_3013	chr19	45475920	45476263	+	54	NA	intron (Btrc, intron 4 of 13)	-intron (Btrc, intron 4 of 14)	84473	Poll	Poll	NM_001330506			Poll			NA
kidney_14_5_REP2.mLb.clN_peak_1395	chr18	67364450	67364759	+	54	NA	intron (Cidea, intron 3 of 4)	-intron (Cidea, intron 3 of 4)	-20501	B430212C06Rik	B430212C06Rik	NR_033214			B430212C06Rik			NA
kidney_14_5_REP2.mLb.clN_peak_950	chr18	47631260	47631626	+	54	NA	intron (Gm5095, intron 1 of 5)	-intron (Gm5095, intron 1 of 5)	93708	Gm5095	Gm5095	NR_033454			Gm5095			NA
kidney_14_5_REP2.mLb.clN_peak_3354	chr19	58376709	58377131	+	54	NA	intron (Gfra1, intron 4 of 9)	-intron (Gfra1, intron 4 of 9)	78478	Gfra1	Gfra1	NM_001285457			Gfra1			NA
kidney_14_5_REP2.mLb.clN_peak_2392	chr19	17271220	17271529	+	54	NA	Intergenic	Intergenic	85293	Gcnt1	Gcnt1	NM_173442			Gcnt1			NA
kidney_14_5_REP2.mLb.clN_peak_23	chr18	4249674	4250406	+	54	NA	Intergenic	Intergenic	84208	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
kidney_14_5_REP2.mLb.clN_peak_65	chr18	5390313	5390553	+	54	NA	Intergenic	Intergenic	-55994	Zfp438	Zfp438	NM_178722			Zfp438			NA
kidney_14_5_REP2.mLb.clN_peak_1241	chr18	61498271	61498573	+	54	NA	intron (Arhgef37, intron 11 of 12)	-intron (Arhgef37, intron 11 of 12)	-13815	Lncbate10	Lncbate10	NR_045419			Lncbate10			NA
kidney_14_5_REP2.mLb.clN_peak_2374	chr19	16400402	16400763	+	54	NA	Intergenic	Intergenic	-35085	Gna14	Gna14	NM_008137			Gna14			NA
kidney_14_5_REP2.mLb.clN_peak_116	chr18	8027039	8027406	+	54	NA	Intergenic	Intergenic	158025	Wac	Wac	NM_001360956			Wac			NA
kidney_14_5_REP2.mLb.clN_peak_937	chr18	47321123	47321368	+	54	NA	intron (Sema6a, intron 1 of 18)	-intron (Sema6a, intron 1 of 17)	47623	Sema6a	Sema6a	NM_018744			Sema6a			NA
kidney_14_5_REP2.mLb.clN_peak_965	chr18	49488160	49488664	+	54	NA	Intergenic	Intergenic	-34877	1700044K03Rik	1700044K03Rik	NR_033785			1700044K03Rik			NA
kidney_14_5_REP2.mLb.clN_peak_2572	chr19	25779500	25779909	+	54	NA	Intergenic	Intergenic	107293	Dmrt2	Dmrt2	NM_145831			Dmrt2			NA
kidney_14_5_REP2.mLb.clN_peak_760	chr18	38406337	38406652	+	53	NA	Intergenic	Intergenic	-12413	Ndfip1	Ndfip1	NM_022996			Ndfip1			NA
kidney_14_5_REP2.mLb.clN_peak_2184	chr19	8569374	8569879	+	53	NA	Intergenic	Intergenic	-21628	Slc22a8	Slc22a8	NM_031194			Slc22a8			NA
kidney_14_5_REP2.mLb.clN_peak_2622	chr19	28903050	28903584	+	53	NA	intron (Slc1a1, intron 8 of 11)	-intron (Slc1a1, intron 8 of 11)	-60603	Plpp6	Plpp6	NM_028922			Plpp6			NA
kidney_14_5_REP2.mLb.clN_peak_3220	chr19	53746209	53746430	+	53	NA	intron (Rbm20, intron 1 of 13)	-intron (Rbm20, intron 1 of 13)	69013	Rbm20	Rbm20	NM_001170847			Rbm20			NA
kidney_14_5_REP2.mLb.clN_peak_2410	chr19	18188626	18189347	+	53	NA	Intergenic	Intergenic	-351354	Pcsk5	Pcsk5	NM_001163144			Pcsk5			NA
kidney_14_5_REP2.mLb.clN_peak_1426	chr18	68236117	68236401	+	53	NA	intron (Ldlrad4, intron 4 of 5)	-intron (Ldlrad4, intron 2 of 3)	24714	Mir7219	Mir7219	NR_106078			Mir7219			NA
kidney_14_5_REP2.mLb.clN_peak_3331	chr19	57417917	57418434	+	53	NA	Intergenic	Intergenic	-34731	Trub1	Trub1	NM_028115			Trub1			NA
kidney_14_5_REP2.mLb.clN_peak_745	chr18	38172079	38172604	+	53	NA	Intergenic	Intergenic	37421	Pcdh1	Pcdh1	NM_029357			Pcdh1			NA
kidney_14_5_REP2.mLb.clN_peak_778	chr18	38804285	38804797	+	53	NA	Intergenic	Intergenic	-87915	Gm5820	Gm5820	NM_001033789			Gm5820			NA
kidney_14_5_REP2.mLb.clN_peak_823	chr18	41861098	41861544	+	53	NA	Intergenic	Intergenic	89873	Prelid2	Prelid2	NM_029942			Prelid2			NA
kidney_14_5_REP2.mLb.clN_peak_3056	chr19	46422521	46422844	+	53	NA	intron (Sufu, intron 2 of 11)	-intron (Sufu, intron 2 of 11)	25786	Sufu	Sufu	NM_001025391			Sufu			NA
kidney_14_5_REP2.mLb.clN_peak_2221	chr19	9107028	9107277	+	53	NA	Intergenic	Intergenic	-19196	Scgb1a1	Scgb1a1	NM_011681			Scgb1a1			NA
kidney_14_5_REP2.mLb.clN_peak_280	chr18	15235768	15236177	+	53	NA	Intergenic	Intergenic	-84526	Kctd1	Kctd1	NM_134112			Kctd1			NA
kidney_14_5_REP2.mLb.clN_peak_2597	chr19	27038190	27038563	+	53	NA	Intergenic	Intergenic	152451	Gm815	Gm815	NM_001033407			Gm815			NA
kidney_14_5_REP2.mLb.clN_peak_803	chr18	39380328	39380741	+	53	NA	Intergenic	Intergenic	108745	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
kidney_14_5_REP2.mLb.clN_peak_3092	chr19	47137456	47138542	+	53	NA	exon (Calhm2, exon 1 of 3)	-exon (Calhm2, exon 1 of 3)	295	Calhm2	Calhm2	NM_133746			Calhm2			NA
kidney_14_5_REP2.mLb.clN_peak_2385	chr19	16872668	16873289	+	53	NA	exon (Foxb2, exon 1 of 1)	-exon (Foxb2, exon 1 of 1)	852	Foxb2	Foxb2	NM_008023			Foxb2			NA
