PeakID (cmd=annotatePeaks.pl kidney_14_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_14_5_REP1.mLb.clN_peak_329	chr18	35654781	35655319	+	75	NA	exon (Prob1, exon 1 of 1)	-exon (Prob1, exon 1 of 1)	171	Prob1	Prob1	NM_001270646			Prob1			NA
kidney_14_5_REP1.mLb.clN_peak_27	chr18	5142358	5143037	+	75	NA	Intergenic	Intergenic	23034	Gm26682	Gm26682	NR_153824			Gm26682			NA
kidney_14_5_REP1.mLb.clN_peak_1597	chr19	40994128	40994373	+	75	NA	promoter-TSS (Blnk)	-promoter-TSS (Blnk)	-29	Blnk	Blnk	NM_001365054			Blnk			NA
kidney_14_5_REP1.mLb.clN_peak_947	chr18	82954033	82954388	+	75	NA	intron (Zfp516, intron 1 of 5)	-intron (Zfp516, intron 1 of 5)	-33650	4930592I03Rik	4930592I03Rik	NR_033307			4930592I03Rik			NA
kidney_14_5_REP1.mLb.clN_peak_461	chr18	43588222	43588707	+	75	NA	intron (Jakmip2, intron 2 of 21)	-intron (Jakmip2, intron 2 of 21)	99309	Jakmip2	Jakmip2	NM_001163637			Jakmip2			NA
kidney_14_5_REP1.mLb.clN_peak_1085	chr19	5474587	5475068	+	74	NA	promoter-TSS (Efemp2)	-promoter-TSS (Efemp2)	137	Efemp2	Efemp2	NM_001374680			Efemp2			NA
kidney_14_5_REP1.mLb.clN_peak_1900	chr19	57491088	57491358	+	74	NA	TTS (Trub1)	-TTS (Trub1)	-17843	6720468P15Rik	6720468P15Rik	NR_040307			6720468P15Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1359	chr19	18758648	18759140	+	74	NA	intron (Trpm6, intron 1 of 38)	-intron (Trpm6, intron 1 of 38)	9164	Trpm6	Trpm6	NR_157571			Trpm6			NA
kidney_14_5_REP1.mLb.clN_peak_166	chr18	20895542	20896168	+	74	NA	intron (Trappc8, intron 1 of 28)	-intron (Trappc8, intron 1 of 28)	223	Trappc8	Trappc8	NM_177038			Trappc8			NA
kidney_14_5_REP1.mLb.clN_peak_1578	chr19	38395657	38396347	+	74	NA	promoter-TSS (Slc35g1)	-promoter-TSS (Slc35g1)	22	Slc35g1	Slc35g1	NM_175507			Slc35g1			NA
kidney_14_5_REP1.mLb.clN_peak_1343	chr19	17591393	17591672	+	74	NA	intron (Pcsk5, intron 12 of 37)	-intron (Pcsk5, intron 12 of 20)	197489	Rfk	Rfk	NM_019437			Rfk			NA
kidney_14_5_REP1.mLb.clN_peak_707	chr18	65697742	65698671	+	74	NA	promoter-TSS (Oacyl)	-promoter-TSS (Oacyl)	-62	Oacyl	Oacyl	NM_177028			Oacyl			NA
kidney_14_5_REP1.mLb.clN_peak_1832	chr19	53676475	53677608	+	74	NA	promoter-TSS (Rbm20)	-promoter-TSS (Rbm20)	-265	Rbm20	Rbm20	NM_001170847			Rbm20			NA
kidney_14_5_REP1.mLb.clN_peak_1416	chr19	24556057	24556567	+	74	NA	promoter-TSS (Pip5k1b)	-promoter-TSS (Pip5k1b)	-440	Pip5k1b	Pip5k1b	NM_008846			Pip5k1b			NA
kidney_14_5_REP1.mLb.clN_peak_534	chr18	52749851	52750150	+	73	NA	Intergenic	Intergenic	-17811	Sncaip	Sncaip	NM_001199151			Sncaip			NA
kidney_14_5_REP1.mLb.clN_peak_866	chr18	76378810	76379249	+	73	NA	Intergenic	Intergenic	137328	Smad2	Smad2	NM_001252481			Smad2			NA
kidney_14_5_REP1.mLb.clN_peak_931	chr18	81916036	81916696	+	73	NA	Intergenic	Intergenic	75714	Mir5127	Mir5127	NR_039589			Mir5127			NA
kidney_14_5_REP1.mLb.clN_peak_1671	chr19	44314427	44314829	+	73	NA	Intergenic	Intergenic	11457	Mir5114	Mir5114	NR_039574			Mir5114			NA
kidney_14_5_REP1.mLb.clN_peak_1315	chr19	14785672	14785947	+	73	NA	Intergenic	Intergenic	-187626	Tle4	Tle4	NM_001302947			Tle4			NA
kidney_14_5_REP1.mLb.clN_peak_1633	chr19	42431439	42431992	+	73	NA	promoter-TSS (Crtac1)	-promoter-TSS (Crtac1)	73	Crtac1	Crtac1	NM_001356589			Crtac1			NA
kidney_14_5_REP1.mLb.clN_peak_1937	chr19	59458460	59458689	+	73	NA	promoter-TSS (Emx2)	-promoter-TSS (Emx2)	61	Emx2os	Emx2os	NR_002863			Emx2os			NA
kidney_14_5_REP1.mLb.clN_peak_491	chr18	46675751	46676149	+	73	NA	Intergenic	Intergenic	52552	Cdo1	Cdo1	NM_033037			Cdo1			NA
kidney_14_5_REP1.mLb.clN_peak_52	chr18	7001193	7001859	+	73	NA	intron (Mkx, intron 2 of 6)	-intron (Mkx, intron 2 of 6)	3253	Mkx	Mkx	NM_177595			Mkx			NA
kidney_14_5_REP1.mLb.clN_peak_337	chr18	35814975	35815830	+	73	NA	Intergenic	Intergenic	-14386	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_14_5_REP1.mLb.clN_peak_1932	chr19	59196351	59196547	+	73	NA	Intergenic	Intergenic	-23199	Kcnk18	Kcnk18	NM_207261			Kcnk18			NA
kidney_14_5_REP1.mLb.clN_peak_76	chr18	9743109	9743661	+	72	NA	intron (Colec12, intron 2 of 9)	-intron (Colec12, intron 2 of 9)	35737	Colec12	Colec12	NM_130449			Colec12			NA
kidney_14_5_REP1.mLb.clN_peak_1298	chr19	12002169	12002443	+	72	NA	Intergenic	Intergenic	34434	Olfr1423	Olfr1423	NM_146680			Olfr1423			NA
kidney_14_5_REP1.mLb.clN_peak_1096	chr19	5653991	5654669	+	72	NA	intron (Sipa1, intron 9 of 16)	-intron (Sipa1, intron 9 of 16)	9377	Sipa1	Sipa1	NM_001164568			Sipa1			NA
kidney_14_5_REP1.mLb.clN_peak_10	chr18	4193924	4194601	+	72	NA	Intergenic	Intergenic	28430	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
kidney_14_5_REP1.mLb.clN_peak_939	chr18	82855518	82856012	+	72	NA	promoter-TSS (4930445N18Rik)	-promoter-TSS (4930445N18Rik)	-132	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1394	chr19	23351755	23352100	+	72	NA	intron (Mamdc2, intron 8 of 13)	-intron (Mamdc2, intron 8 of 13)	-78030	Smc5	Smc5	NM_153808			Smc5			NA
kidney_14_5_REP1.mLb.clN_peak_1426	chr19	25286264	25286449	+	72	NA	intron (Kank1, intron 2 of 13)	-intron (Kank1, intron 2 of 12)	49381	Kank1	Kank1	NM_181404			Kank1			NA
kidney_14_5_REP1.mLb.clN_peak_192	chr18	23415051	23415431	+	72	NA	promoter-TSS (Dtna)	-promoter-TSS (Dtna)	-168	Dtna	Dtna	NM_001361215			Dtna			NA
kidney_14_5_REP1.mLb.clN_peak_1231	chr19	8989776	8990556	+	72	NA	intron (Ahnak, intron 1 of 6)	-intron (Ahnak, intron 1 of 5)	882	Ahnak	Ahnak	NM_001039959			Ahnak			NA
kidney_14_5_REP1.mLb.clN_peak_834	chr18	75375580	75375769	+	72	NA	intron (Smad7, intron 2 of 3)	-intron (Smad7, intron 2 of 3)	8309	Smad7	Smad7	NM_001042660			Smad7			NA
kidney_14_5_REP1.mLb.clN_peak_553	chr18	54846665	54847177	+	72	NA	Intergenic	Intergenic	143259	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_14_5_REP1.mLb.clN_peak_1608	chr19	41725168	41725440	+	72	NA	intron (Slit1, intron 3 of 36)	-intron (Slit1, intron 3 of 36)	18552	Slit1	Slit1	NM_015748			Slit1			NA
kidney_14_5_REP1.mLb.clN_peak_914	chr18	80442685	80443120	+	71	NA	intron (Ctdp1, intron 10 of 12)	-intron (Ctdp1, intron 10 of 12)	26790	Ctdp1	Ctdp1	NM_026295			Ctdp1			NA
kidney_14_5_REP1.mLb.clN_peak_1585	chr19	40271145	40271875	+	71	NA	exon (Pdlim1, exon 1 of 7)	-exon (Pdlim1, exon 1 of 7)	106	Pdlim1	Pdlim1	NM_016861			Pdlim1			NA
kidney_14_5_REP1.mLb.clN_peak_1368	chr19	21340611	21341003	+	71	NA	Intergenic	Intergenic	68529	Zfand5	Zfand5	NM_009551			Zfand5			NA
kidney_14_5_REP1.mLb.clN_peak_772	chr18	70141115	70141706	+	71	NA	intron (Rab27b, intron 1 of 6)	-intron (Rab27b, intron 1 of 6)	-87822	Rab27b	Rab27b	NM_001082553			Rab27b			NA
kidney_14_5_REP1.mLb.clN_peak_969	chr18	84671784	84672246	+	71	NA	intron (Cndp2, intron 7 of 11)	-intron (Cndp2, intron 6 of 10)	13687	Cndp2	Cndp2	NM_001289531			Cndp2			NA
kidney_14_5_REP1.mLb.clN_peak_500	chr18	47192561	47192852	+	71	NA	Intergenic	Intergenic	176162	Sema6a	Sema6a	NM_018744			Sema6a			NA
kidney_14_5_REP1.mLb.clN_peak_526	chr18	50855826	50856208	+	71	NA	Intergenic	Intergenic	-261881	Prr16	Prr16	NM_001081224			Prr16			NA
kidney_14_5_REP1.mLb.clN_peak_1324	chr19	15941471	15941739	+	71	NA	Intergenic	Intergenic	-16546	Psat1	Psat1	NM_177420			Psat1			NA
kidney_14_5_REP1.mLb.clN_peak_1657	chr19	43890534	43890809	+	71	NA	intron (Dnmbp, intron 4 of 15)	-intron (Dnmbp, intron 4 of 15)	49527	Dnmbp	Dnmbp	NM_028029			Dnmbp			NA
kidney_14_5_REP1.mLb.clN_peak_44	chr18	6055419	6055908	+	71	NA	intron (Arhgap12, intron 7 of 17)	-intron (Arhgap12, intron 8 of 18)	80435	Arhgap12	Arhgap12	NM_001039692			Arhgap12			NA
kidney_14_5_REP1.mLb.clN_peak_600	chr18	57824207	57824467	+	71	NA	Intergenic	Intergenic	-32004	Gm19519	Gm19519	NR_152224			Gm19519			NA
kidney_14_5_REP1.mLb.clN_peak_1012	chr19	3934996	3935745	+	71	NA	intron (Unc93b1, intron 1 of 10)	-intron (Unc93b1, intron 1 of 9)	184	Unc93b1	Unc93b1	NM_019449			Unc93b1			NA
kidney_14_5_REP1.mLb.clN_peak_381	chr18	37143484	37144353	+	71	NA	exon (Pcdhac2, exon 1 of 4)	-exon (Pcdhac2, exon 1 of 4)	240	Pcdhac2	Pcdhac2	NM_001003672			Pcdhac2			NA
kidney_14_5_REP1.mLb.clN_peak_591	chr18	57085313	57085787	+	70	NA	Intergenic	Intergenic	-47540	Megf10	Megf10	NM_001001979			Megf10			NA
kidney_14_5_REP1.mLb.clN_peak_1549	chr19	36789886	36790460	+	70	NA	Intergenic	Intergenic	-44059	Tnks2	Tnks2	NM_001163635			Tnks2			NA
kidney_14_5_REP1.mLb.clN_peak_1484	chr19	29866644	29867249	+	70	NA	Intergenic	Intergenic	-53972	Ranbp6	Ranbp6	NM_177721			Ranbp6			NA
kidney_14_5_REP1.mLb.clN_peak_350	chr18	35930499	35930967	+	70	NA	Intergenic	Intergenic	-34097	Psd2	Psd2	NR_110349			Psd2			NA
kidney_14_5_REP1.mLb.clN_peak_1167	chr19	6987557	6987840	+	70	NA	promoter-TSS (Vegfb)	-promoter-TSS (Vegfb)	-47	Vegfb	Vegfb	NM_011697			Vegfb			NA
kidney_14_5_REP1.mLb.clN_peak_918	chr18	80624542	80625373	+	70	NA	intron (Nfatc1, intron 9 of 9)	-intron (Nfatc1, intron 9 of 9)	-80411	Gm2176	Gm2176	NR_028424			Gm2176			NA
kidney_14_5_REP1.mLb.clN_peak_1843	chr19	53859036	53859399	+	70	NA	intron (Rbm20, intron 12 of 13)	-intron (Rbm20, intron 12 of 13)	-33014	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
kidney_14_5_REP1.mLb.clN_peak_1142	chr19	6340804	6341508	+	70	NA	promoter-TSS (Map4k2)	-promoter-TSS (Map4k2)	-4	Map4k2	Map4k2	NR_117093			Map4k2			NA
kidney_14_5_REP1.mLb.clN_peak_801	chr18	73948191	73949010	+	70	NA	intron (Mapk4, intron 2 of 5)	-intron (Mapk4, intron 2 of 5)	-69307	D730045A05Rik	D730045A05Rik	NR_045390			D730045A05Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1411	chr19	24301051	24301671	+	70	NA	intron (Pip5k1b, intron 14 of 14)	-intron (Pip5k1b, intron 14 of 14)	-20771	Fxn	Fxn	NR_157400			Fxn			NA
kidney_14_5_REP1.mLb.clN_peak_654	chr18	61398958	61399586	+	69	NA	intron (Ppargc1b, intron 1 of 12)	-intron (Ppargc1b, intron 1 of 12)	1140	Ppargc1b	Ppargc1b	NM_133249			Ppargc1b			NA
kidney_14_5_REP1.mLb.clN_peak_377	chr18	36759963	36760460	+	69	NA	promoter-TSS (Wdr55)	-promoter-TSS (Wdr55)	-11	Wdr55	Wdr55	NR_154585			Wdr55			NA
kidney_14_5_REP1.mLb.clN_peak_512	chr18	49291842	49292048	+	69	NA	Intergenic	Intergenic	-231344	1700044K03Rik	1700044K03Rik	NR_033785			1700044K03Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1312	chr19	14240435	14241139	+	69	NA	Intergenic	Intergenic	195163	Gm8630	Gm8630	NR_152176			Gm8630			NA
kidney_14_5_REP1.mLb.clN_peak_1413	chr19	24362733	24363244	+	69	NA	intron (Pip5k1b, intron 7 of 14)	-intron (Pip5k1b, intron 7 of 14)	-82398	Fxn	Fxn	NR_157400			Fxn			NA
kidney_14_5_REP1.mLb.clN_peak_1922	chr19	58763038	58763265	+	69	NA	intron (Pnliprp2, intron 4 of 11)	-intron (Pnliprp2, intron 4 of 11)	3428	Pnliprp2	Pnliprp2	NM_011128			Pnliprp2			NA
kidney_14_5_REP1.mLb.clN_peak_1567	chr19	38043415	38044009	+	69	NA	promoter-TSS (Myof)	-promoter-TSS (Myof)	-135	Myof	Myof	NM_001099634			Myof			NA
kidney_14_5_REP1.mLb.clN_peak_402	chr18	37969499	37970268	+	69	NA	promoter-TSS (Fchsd1)	-promoter-TSS (Fchsd1)	-152	Fchsd1	Fchsd1	NM_175684			Fchsd1			NA
kidney_14_5_REP1.mLb.clN_peak_1488	chr19	29948109	29948461	+	69	NA	intron (Il33, intron 1 of 7)	-intron (Il33, intron 1 of 7)	23172	Il33	Il33	NM_001360725			Il33			NA
kidney_14_5_REP1.mLb.clN_peak_101	chr18	11883605	11884385	+	69	NA	intron (Cables1, intron 2 of 8)	-intron (Cables1, intron 2 of 9)	-43557	Mir1901	Mir1901	NR_035447			Mir1901			NA
kidney_14_5_REP1.mLb.clN_peak_368	chr18	36541394	36541648	+	69	NA	intron (Slc4a9, intron 19 of 19)	-intron (Slc4a9, intron 21 of 21)	13369	Slc4a9	Slc4a9	NM_001271547			Slc4a9			NA
kidney_14_5_REP1.mLb.clN_peak_886	chr18	77869884	77870456	+	69	NA	intron (Pstpip2, intron 6 of 14)	-intron (Pstpip2, intron 6 of 14)	-68296	Epg5	Epg5	NM_001195633			Epg5			NA
kidney_14_5_REP1.mLb.clN_peak_1432	chr19	25654187	25654760	+	69	NA	Intergenic	Intergenic	17766	2610016A17Rik	2610016A17Rik	NR_045347			2610016A17Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1547	chr19	36687880	36688745	+	69	NA	intron (Hectd2os, intron 1 of 4)	-intron (Hectd2os, intron 1 of 4)	1167	Hectd2os	Hectd2os	NR_033510			Hectd2os			NA
kidney_14_5_REP1.mLb.clN_peak_149	chr18	15759758	15760577	+	68	NA	promoter-TSS (Chst9)	-promoter-TSS (Chst9)	-10	Chst9	Chst9	NM_199055			Chst9			NA
kidney_14_5_REP1.mLb.clN_peak_1542	chr19	36214573	36214912	+	68	NA	Intergenic	Intergenic	-94898	Ankrd1	Ankrd1	NM_013468			Ankrd1			NA
kidney_14_5_REP1.mLb.clN_peak_555	chr18	54911480	54911798	+	68	NA	intron (Zfp608, intron 2 of 8)	-intron (Zfp608, intron 2 of 8)	78541	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_14_5_REP1.mLb.clN_peak_1662	chr19	43968437	43968876	+	68	NA	intron (Cpn1, intron 4 of 8)	-intron (Cpn1, intron 4 of 8)	17864	Cpn1	Cpn1	NM_030703			Cpn1			NA
kidney_14_5_REP1.mLb.clN_peak_1447	chr19	27216873	27217535	+	68	NA	exon (Vldlr, exon 1 of 18)	-exon (Vldlr, exon 1 of 18)	184	Vldlr	Vldlr	NM_013703			Vldlr			NA
kidney_14_5_REP1.mLb.clN_peak_822	chr18	74904932	74905412	+	68	NA	Intergenic	Intergenic	56091	Lipg	Lipg	NM_010720			Lipg			NA
kidney_14_5_REP1.mLb.clN_peak_568	chr18	55548934	55549248	+	68	NA	Intergenic	Intergenic	-558911	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_14_5_REP1.mLb.clN_peak_1275	chr19	10634238	10635079	+	68	NA	intron (Vwce, intron 1 of 19)	-intron (Vwce, intron 1 of 19)	425	Vwce	Vwce	NM_027913			Vwce			NA
kidney_14_5_REP1.mLb.clN_peak_42	chr18	5932364	5932888	+	68	NA	Intergenic	Intergenic	203472	Arhgap12	Arhgap12	NM_001039692			Arhgap12			NA
kidney_14_5_REP1.mLb.clN_peak_224	chr18	25504804	25505368	+	68	NA	intron (Celf4, intron 3 of 13)	-intron (Celf4, intron 3 of 12)	249071	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_14_5_REP1.mLb.clN_peak_540	chr18	52860880	52861466	+	68	NA	intron (Sncaip, intron 3 of 10)	-intron (Sncaip, intron 3 of 11)	35863	Gm51263	Gm51263	NM_001367923			Gm51263			NA
kidney_14_5_REP1.mLb.clN_peak_1445	chr19	27038084	27038528	+	68	NA	Intergenic	Intergenic	152381	Gm815	Gm815	NM_001033407			Gm815			NA
kidney_14_5_REP1.mLb.clN_peak_1766	chr19	47014591	47015155	+	68	NA	exon (Nt5c2, exon 1 of 18)	-exon (Nt5c2, exon 1 of 18)	192	Ina	Ina	NM_146100			Ina			NA
kidney_14_5_REP1.mLb.clN_peak_1461	chr19	28963628	28964375	+	68	NA	promoter-TSS (4430402I18Rik)	-promoter-TSS (4430402I18Rik)	81	Plpp6	Plpp6	NM_028922			Plpp6			NA
kidney_14_5_REP1.mLb.clN_peak_252	chr18	31217890	31218142	+	68	NA	intron (Rit2, intron 2 of 4)	-intron (Rit2, intron 2 of 4)	99112	Rit2	Rit2	NM_009065			Rit2			NA
kidney_14_5_REP1.mLb.clN_peak_573	chr18	55763428	55764074	+	68	NA	Intergenic	Intergenic	-668381	Gramd3	Gramd3	NM_001360917			Gramd3			NA
kidney_14_5_REP1.mLb.clN_peak_140	chr18	15052124	15052718	+	67	NA	intron (Kctd1, intron 1 of 4)	-intron (Kctd1, intron 1 of 4)	63426	4933424G05Rik	4933424G05Rik	NR_045372			4933424G05Rik			NA
kidney_14_5_REP1.mLb.clN_peak_813	chr18	74444017	74444521	+	67	NA	intron (Myo5b, intron 1 of 38)	-intron (Myo5b, intron 1 of 38)	1650	Myo5b	Myo5b	NM_201600			Myo5b			NA
kidney_14_5_REP1.mLb.clN_peak_1891	chr19	57098526	57098829	+	67	NA	intron (Ablim1, intron 6 of 24)	-intron (Ablim1, intron 6 of 21)	-90102	Afap1l2	Afap1l2	NM_001177796			Afap1l2			NA
kidney_14_5_REP1.mLb.clN_peak_576	chr18	56368989	56369459	+	67	NA	Intergenic	Intergenic	-62908	Gramd3	Gramd3	NM_001360917			Gramd3			NA
kidney_14_5_REP1.mLb.clN_peak_355	chr18	36068624	36069641	+	67	NA	intron (Nrg2, intron 1 of 9)	-intron (Nrg2, intron 1 of 9)	-37071	4930471G03Rik	4930471G03Rik	NR_015571			4930471G03Rik			NA
kidney_14_5_REP1.mLb.clN_peak_766	chr18	69613977	69614676	+	67	NA	intron (Tcf4, intron 8 of 19)	-intron (Tcf4, intron 8 of 19)	269834	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_14_5_REP1.mLb.clN_peak_352	chr18	35939463	35940095	+	67	NA	Intergenic	Intergenic	-25051	Psd2	Psd2	NR_110349			Psd2			NA
kidney_14_5_REP1.mLb.clN_peak_348	chr18	35921322	35921571	+	67	NA	Intergenic	Intergenic	-43384	Psd2	Psd2	NR_110349			Psd2			NA
kidney_14_5_REP1.mLb.clN_peak_1959	chr19	61151514	61152225	+	67	NA	Intergenic	Intergenic	-11029	Zfp950	Zfp950	NM_001001737			Zfp950			NA
kidney_14_5_REP1.mLb.clN_peak_505	chr18	47370410	47370686	+	66	NA	Intergenic	Intergenic	-1680	Sema6a	Sema6a	NM_018744			Sema6a			NA
kidney_14_5_REP1.mLb.clN_peak_117	chr18	12785170	12785897	+	66	NA	intron (Osbpl1a, intron 2 of 11)	-intron (Osbpl1a, intron 5 of 14)	34374	Osbpl1a	Osbpl1a	NR_045524			Osbpl1a			NA
kidney_14_5_REP1.mLb.clN_peak_143	chr18	15063357	15064283	+	66	NA	promoter-TSS (Kctd1)	-promoter-TSS (Kctd1)	74825	4933424G05Rik	4933424G05Rik	NR_045372			4933424G05Rik			NA
kidney_14_5_REP1.mLb.clN_peak_246	chr18	30378086	30378596	+	66	NA	Intergenic	Intergenic	105476	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
kidney_14_5_REP1.mLb.clN_peak_475	chr18	45945700	45946457	+	66	NA	intron (A330093E20Rik, intron 2 of 3)	-intron (A330093E20Rik, intron 2 of 3)	99182	A330093E20Rik	A330093E20Rik	NR_040342			A330093E20Rik			NA
kidney_14_5_REP1.mLb.clN_peak_162	chr18	20640242	20641597	+	66	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	-24331	Ttr	Ttr	NM_013697			Ttr			NA
kidney_14_5_REP1.mLb.clN_peak_662	chr18	61684954	61685219	+	66	NA	Intergenic	Intergenic	-2849	Il17b	Il17b	NM_019508			Il17b			NA
kidney_14_5_REP1.mLb.clN_peak_1037	chr19	4441823	4442110	+	66	NA	intron (A930001C03Rik, intron 1 of 4)	-intron (A930001C03Rik, intron 1 of 4)	-2523	Rhod	Rhod	NM_007485			Rhod			NA
kidney_14_5_REP1.mLb.clN_peak_763	chr18	69346254	69346685	+	66	NA	intron (Tcf4, intron 1 of 19)	-intron (Tcf4, intron 1 of 19)	1977	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_14_5_REP1.mLb.clN_peak_738	chr18	67396543	67396861	+	66	NA	intron (Tubb6, intron 3 of 3)	-intron (Tubb6, intron 3 of 3)	5971	Tubb6	Tubb6	NM_026473			Tubb6			NA
kidney_14_5_REP1.mLb.clN_peak_217	chr18	24714533	24714893	+	66	NA	intron (Fhod3, intron 1 of 26)	-intron (Fhod3, intron 1 of 24)	6090	Fhod3	Fhod3	NM_175276			Fhod3			NA
kidney_14_5_REP1.mLb.clN_peak_391	chr18	37835421	37835757	+	66	NA	intron (Pcdhgb8, intron 3 of 3)	-intron (Gm37013, intron 3 of 3)	16043	Pcdhgc5	Pcdhgc5	NM_033583			Pcdhgc5			NA
kidney_14_5_REP1.mLb.clN_peak_651	chr18	61360481	61361102	+	66	NA	intron (Ppargc1b, intron 1 of 11)	-intron (Ppargc1b, intron 2 of 12)	37109	Mir378a	Mir378a	NR_029879			Mir378a			NA
kidney_14_5_REP1.mLb.clN_peak_1205	chr19	8578536	8578840	+	66	NA	Intergenic	Intergenic	-12566	Slc22a8	Slc22a8	NM_031194			Slc22a8			NA
kidney_14_5_REP1.mLb.clN_peak_371	chr18	36669942	36670452	+	65	NA	TTS (Apbb3)	-TTS (Apbb3)	114	Sra1	Sra1	NM_001164406			Sra1			NA
kidney_14_5_REP1.mLb.clN_peak_1879	chr19	56422694	56423242	+	65	NA	intron (Casp7, intron 2 of 6)	-intron (Casp7, intron 2 of 6)	25839	Casp7	Casp7	NM_007611			Casp7			NA
kidney_14_5_REP1.mLb.clN_peak_592	chr18	57132935	57133392	+	65	NA	promoter-TSS (Megf10)	-promoter-TSS (Megf10)	73	Megf10	Megf10	NM_001001979			Megf10			NA
kidney_14_5_REP1.mLb.clN_peak_948	chr18	83011615	83012100	+	65	NA	Intergenic	Intergenic	-91297	4930592I03Rik	4930592I03Rik	NR_033307			4930592I03Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1771	chr19	47228580	47229109	+	65	NA	promoter-TSS (Neurl1a)	-promoter-TSS (Neurl1a)	44745	Mir6995	Mir6995	NR_105961			Mir6995			NA
kidney_14_5_REP1.mLb.clN_peak_1428	chr19	25406476	25407397	+	65	NA	intron (Kank1, intron 4 of 13)	-intron (Kank1, intron 4 of 12)	-98770	Dmrt1	Dmrt1	NM_015826			Dmrt1			NA
kidney_14_5_REP1.mLb.clN_peak_1099	chr19	5689523	5690032	+	65	NA	promoter-TSS (Pcnx3)	-promoter-TSS (Pcnx3)	646	Map3k11	Map3k11	NM_022012			Map3k11			NA
kidney_14_5_REP1.mLb.clN_peak_1686	chr19	44670267	44670736	+	65	NA	Intergenic	Intergenic	-86405	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_14_5_REP1.mLb.clN_peak_1776	chr19	47356506	47356841	+	64	NA	intron (Sh3pxd2a, intron 5 of 14)	-intron (Sh3pxd2a, intron 5 of 13)	-83084	Mir6995	Mir6995	NR_105961			Mir6995			NA
kidney_14_5_REP1.mLb.clN_peak_280	chr18	32938920	32939735	+	64	NA	exon (Camk4, exon 1 of 11)	-exon (Camk4, exon 1 of 11)	286	Camk4	Camk4	NM_009793			Camk4			NA
kidney_14_5_REP1.mLb.clN_peak_605	chr18	58053504	58053753	+	64	NA	intron (Fbn2, intron 40 of 64)	-intron (Fbn2, intron 40 of 64)	156298	Fbn2	Fbn2	NM_010181			Fbn2			NA
kidney_14_5_REP1.mLb.clN_peak_1230	chr19	8989180	8989580	+	64	NA	promoter-TSS (Ahnak)	-promoter-TSS (Ahnak)	96	Ahnak	Ahnak	NM_001039959			Ahnak			NA
kidney_14_5_REP1.mLb.clN_peak_1646	chr19	42977906	42978423	+	64	NA	intron (Hpse2, intron 5 of 11)	-intron (Hpse2, intron 5 of 11)	-198186	Hps1	Hps1	NM_001346703			Hps1			NA
kidney_14_5_REP1.mLb.clN_peak_1574	chr19	38282450	38282846	+	64	NA	intron (Lgi1, intron 2 of 7)	-intron (Lgi1, intron 2 of 7)	17265	Lgi1	Lgi1	NR_157558			Lgi1			NA
kidney_14_5_REP1.mLb.clN_peak_897	chr18	78488584	78489026	+	64	NA	intron (Slc14a2, intron 2 of 21)	-intron (Slc14a2, intron 2 of 11)	108145	Slc14a2	Slc14a2	NM_001110273			Slc14a2			NA
kidney_14_5_REP1.mLb.clN_peak_325	chr18	35540155	35540413	+	64	NA	Intergenic	Intergenic	-13126	Snhg4	Snhg4	NR_038073			Snhg4			NA
kidney_14_5_REP1.mLb.clN_peak_1888	chr19	56919533	56919915	+	64	NA	intron (Afap1l2, intron 13 of 20)	-intron (Afap1l2, intron 12 of 19)	45308	Vwa2	Vwa2	NM_172840			Vwa2			NA
kidney_14_5_REP1.mLb.clN_peak_1813	chr19	53087402	53087779	+	64	NA	Intergenic	Intergenic	11338	1700054A03Rik	1700054A03Rik	NR_045320			1700054A03Rik			NA
kidney_14_5_REP1.mLb.clN_peak_139	chr18	14990360	14990703	+	64	NA	intron (4933424G05Rik, intron 3 of 4)	-intron (Kctd1, intron 2 of 4)	1536	4933424G05Rik	4933424G05Rik	NR_045372			4933424G05Rik			NA
