PeakID (cmd=annotatePeaks.pl liver_15_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_15_5_REP1.mLb.clN_peak_171	chr18	18914006	18914305	+	161	NA	Intergenic	Intergenic	1087942	Dsc3	Dsc3	NM_007882			Dsc3			NA
liver_15_5_REP1.mLb.clN_peak_447	chr18	46280197	46281113	+	161	NA	intron (Pggt1b, intron 1 of 8)	-intron (Pggt1b, intron 1 of 8)	195	Pggt1b	Pggt1b	NM_172627			Pggt1b			NA
liver_15_5_REP1.mLb.clN_peak_1929	chr19	56189258	56189519	+	161	NA	Intergenic	Intergenic	-98524	Habp2	Habp2	NM_001329935			Habp2			NA
liver_15_5_REP1.mLb.clN_peak_911	chr18	84376553	84377204	+	160	NA	intron (Zfp407, intron 4 of 8)	-intron (Zfp407, intron 4 of 8)	212626	Zfp407	Zfp407	NM_001033341			Zfp407			NA
liver_15_5_REP1.mLb.clN_peak_467	chr18	47368793	47369227	+	160	NA	promoter-TSS (Sema6a)	-promoter-TSS (Sema6a)	-142	Sema6a	Sema6a	NM_018744			Sema6a			NA
liver_15_5_REP1.mLb.clN_peak_1135	chr19	6401231	6402395	+	158	NA	exon (Rasgrp2, exon 2 of 5)	-exon (Rasgrp2, exon 2 of 5)	1272	Rasgrp2	Rasgrp2	NM_001365063			Rasgrp2			NA
liver_15_5_REP1.mLb.clN_peak_1472	chr19	30195076	30195734	+	158	NA	Intergenic	Intergenic	-19964	Gldc	Gldc	NM_138595			Gldc			NA
liver_15_5_REP1.mLb.clN_peak_55	chr18	5984953	5985329	+	156	NA	Intergenic	Intergenic	150957	Arhgap12	Arhgap12	NM_001039692			Arhgap12			NA
liver_15_5_REP1.mLb.clN_peak_1534	chr19	34711868	34712384	+	156	NA	intron (Slc16a12, intron 1 of 6)	-intron (Slc16a12, intron 1 of 6)	35202	Slc16a12	Slc16a12	NM_172838			Slc16a12			NA
liver_15_5_REP1.mLb.clN_peak_1794	chr19	46727190	46728364	+	156	NA	intron (As3mt, intron 10 of 10)	-intron (As3mt, intron 10 of 10)	20319	As3mt	As3mt	NM_020577			As3mt			NA
liver_15_5_REP1.mLb.clN_peak_1199	chr19	8892888	8893340	+	154	NA	exon (Ints5, exon 1 of 2)	-exon (Ints5, exon 1 of 2)	127	Ints5	Ints5	NM_176843			Ints5			NA
liver_15_5_REP1.mLb.clN_peak_1312	chr19	16481986	16482369	+	154	NA	intron (Gna14, intron 1 of 6)	-intron (Gna14, intron 1 of 6)	46510	Gna14	Gna14	NM_008137			Gna14			NA
liver_15_5_REP1.mLb.clN_peak_745	chr18	73762286	73762841	+	154	NA	Intergenic	Intergenic	-8084	Elac1	Elac1	NM_053255			Elac1			NA
liver_15_5_REP1.mLb.clN_peak_1447	chr19	29253413	29254030	+	154	NA	intron (Jak2, intron 2 of 24)	-intron (Jak2, intron 1 of 23)	1918	Jak2	Jak2	NM_001048177			Jak2			NA
liver_15_5_REP1.mLb.clN_peak_365	chr18	37806068	37806782	+	154	NA	promoter-TSS (Pcdhgc3)	-promoter-TSS (Pcdhgc3)	15	Pcdhgc3	Pcdhgc3	NM_033581			Pcdhgc3			NA
liver_15_5_REP1.mLb.clN_peak_6	chr18	3666186	3666885	+	152	NA	Intergenic	Intergenic	158578	Bambi	Bambi	NM_026505			Bambi			NA
liver_15_5_REP1.mLb.clN_peak_1907	chr19	55295133	55295758	+	152	NA	exon (Acsl5, exon 21 of 22)	-exon (Acsl5, exon 21 of 22)	20591	Zdhhc6	Zdhhc6	NM_001033573			Zdhhc6			NA
liver_15_5_REP1.mLb.clN_peak_1272	chr19	11625275	11625971	+	151	NA	Intergenic	Intergenic	-1904	Ms4a2	Ms4a2	NM_001276328			Ms4a2			NA
liver_15_5_REP1.mLb.clN_peak_248	chr18	25296889	25297172	+	151	NA	intron (AW554918, intron 6 of 10)	-intron (AW554918, intron 6 of 10)	128010	AW554918	AW554918	NM_001033532			AW554918			NA
liver_15_5_REP1.mLb.clN_peak_464	chr18	47334558	47334894	+	151	NA	intron (Sema6a, intron 1 of 18)	-intron (Sema6a, intron 1 of 17)	34142	Sema6a	Sema6a	NM_018744			Sema6a			NA
liver_15_5_REP1.mLb.clN_peak_437	chr18	43650091	43650813	+	151	NA	intron (Jakmip2, intron 1 of 21)	-intron (Jakmip2, intron 1 of 21)	37321	Jakmip2	Jakmip2	NM_001163637			Jakmip2			NA
liver_15_5_REP1.mLb.clN_peak_983	chr19	4113279	4114105	+	150	NA	TTS (Aip)	-TTS (Aip)	12166	Aip	Aip	NM_016666			Aip			NA
liver_15_5_REP1.mLb.clN_peak_221	chr18	23884436	23884783	+	150	NA	intron (Mapre2, intron 6 of 6)	-intron (Mapre2, intron 7 of 7)	-70079	Zfp397	Zfp397	NM_027007			Zfp397			NA
liver_15_5_REP1.mLb.clN_peak_201	chr18	21144086	21144495	+	150	NA	intron (Garem1, intron 4 of 5)	-intron (Garem1, intron 4 of 5)	71946	Mep1b	Mep1b	NM_008586			Mep1b			NA
liver_15_5_REP1.mLb.clN_peak_726	chr18	70064088	70064515	+	149	NA	intron (Rab27b, intron 2 of 6)	-intron (Rab27b, intron 2 of 6)	-10713	Rab27b	Rab27b	NM_001082553			Rab27b			NA
liver_15_5_REP1.mLb.clN_peak_1421	chr19	27328735	27328987	+	149	NA	intron (Kcnv2, intron 1 of 1)	-intron (Kcnv2, intron 1 of 1)	6242	Kcnv2	Kcnv2	NM_183179			Kcnv2			NA
liver_15_5_REP1.mLb.clN_peak_333	chr18	35829755	35830616	+	148	NA	promoter-TSS (Cxxc5)	-promoter-TSS (Cxxc5)	397	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
liver_15_5_REP1.mLb.clN_peak_1647	chr19	41275659	41276139	+	148	NA	intron (Pik3ap1, intron 16 of 16)	-intron (Pik3ap1, intron 16 of 16)	-11895	Tm9sf3	Tm9sf3	NM_133352			Tm9sf3			NA
liver_15_5_REP1.mLb.clN_peak_1374	chr19	23056948	23057560	+	147	NA	Intergenic	Intergenic	-83972	Klf9	Klf9	NM_010638			Klf9			NA
liver_15_5_REP1.mLb.clN_peak_1080	chr19	5798742	5799284	+	147	NA	exon (Malat1, exon 1 of 1)	-exon (Malat1, exon 1 of 1)	-3032	Mascrna	Mascrna	NR_144621			Mascrna			NA
liver_15_5_REP1.mLb.clN_peak_1155	chr19	7089938	7090324	+	147	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	15598	Flrt1	Flrt1	NM_201411			Flrt1			NA
liver_15_5_REP1.mLb.clN_peak_208	chr18	21289609	21290128	+	146	NA	intron (Garem1, intron 1 of 5)	-intron (Garem1, intron 1 of 5)	10271	Garem1	Garem1	NM_001033445			Garem1			NA
liver_15_5_REP1.mLb.clN_peak_82	chr18	9370986	9371306	+	145	NA	intron (Ccny, intron 3 of 9)	-intron (Ccny, intron 3 of 9)	79008	Ccny	Ccny	NM_026484			Ccny			NA
liver_15_5_REP1.mLb.clN_peak_1215	chr19	9886874	9887241	+	145	NA	intron (Incenp, intron 4 of 17)	-intron (Incenp, intron 4 of 18)	12432	Incenp	Incenp	NM_001369356			Incenp			NA
liver_15_5_REP1.mLb.clN_peak_1769	chr19	46348456	46349403	+	144	NA	promoter-TSS (2310034G01Rik)	-promoter-TSS (2310034G01Rik)	59	2310034G01Rik	2310034G01Rik	NR_040418			2310034G01Rik			NA
liver_15_5_REP1.mLb.clN_peak_959	chr19	3718864	3719629	+	144	NA	Intergenic	Intergenic	10953	1810055G02Rik	1810055G02Rik	NM_001358256			1810055G02Rik			NA
liver_15_5_REP1.mLb.clN_peak_203	chr18	21159779	21160584	+	144	NA	intron (Garem1, intron 3 of 5)	-intron (Garem1, intron 3 of 5)	87837	Mep1b	Mep1b	NM_008586			Mep1b			NA
liver_15_5_REP1.mLb.clN_peak_884	chr18	82576313	82576957	+	144	NA	intron (Mbp, intron 4 of 4)	-intron (Mbp, intron 5 of 6)	101512	Mbp	Mbp	NM_001025245			Mbp			NA
liver_15_5_REP1.mLb.clN_peak_903	chr18	82914107	82914685	+	143	NA	promoter-TSS (Zfp516)	-promoter-TSS (Zfp516)	3517	Zfp516	Zfp516	NM_183033			Zfp516			NA
liver_15_5_REP1.mLb.clN_peak_725	chr18	70053081	70053518	+	143	NA	exon (Rab27b, exon 1 of 7)	-exon (Rab27b, exon 1 of 7)	289	Rab27b	Rab27b	NM_001082553			Rab27b			NA
liver_15_5_REP1.mLb.clN_peak_415	chr18	39394417	39395265	+	143	NA	Intergenic	Intergenic	94438	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_15_5_REP1.mLb.clN_peak_114	chr18	11317091	11317792	+	143	NA	Intergenic	Intergenic	-264874	Gata6os	Gata6os	NR_105023			Gata6os			NA
liver_15_5_REP1.mLb.clN_peak_1619	chr19	40410264	40410774	+	142	NA	intron (Sorbs1, intron 2 of 28)	-intron (Sorbs1, intron 1 of 22)	103217	Sorbs1	Sorbs1	NM_178362			Sorbs1			NA
liver_15_5_REP1.mLb.clN_peak_409	chr18	39137562	39138144	+	142	NA	intron (Arhgap26, intron 10 of 22)	-intron (Arhgap26, intron 10 of 21)	144708	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
liver_15_5_REP1.mLb.clN_peak_1739	chr19	45435812	45436327	+	142	NA	intron (Btrc, intron 2 of 13)	-intron (Btrc, intron 2 of 14)	72335	Btrc	Btrc	NM_001360120			Btrc			NA
liver_15_5_REP1.mLb.clN_peak_244	chr18	24709126	24709957	+	142	NA	exon (Fhod3, exon 1 of 25)	-exon (Fhod3, exon 1 of 25)	918	Fhod3	Fhod3	NM_175276			Fhod3			NA
liver_15_5_REP1.mLb.clN_peak_1964	chr19	58043281	58044002	+	142	NA	intron (Atrnl1, intron 28 of 28)	-intron (Atrnl1, intron 28 of 28)	-7526	Mir5623	Mir5623	NR_049196			Mir5623			NA
liver_15_5_REP1.mLb.clN_peak_1525	chr19	34212947	34213514	+	141	NA	intron (Stambpl1, intron 1 of 10)	-intron (Stambpl1, intron 1 of 10)	21001	Stambpl1	Stambpl1	NM_001360720			Stambpl1			NA
liver_15_5_REP1.mLb.clN_peak_1207	chr19	8989123	8989547	+	141	NA	promoter-TSS (Ahnak)	-promoter-TSS (Ahnak)	51	Ahnak	Ahnak	NM_001039959			Ahnak			NA
liver_15_5_REP1.mLb.clN_peak_1943	chr19	56811657	56811932	+	140	NA	intron (Ccdc186, intron 2 of 15)	-intron (Ccdc186, intron 2 of 15)	10405	Ccdc186	Ccdc186	NM_170757			Ccdc186			NA
liver_15_5_REP1.mLb.clN_peak_867	chr18	80938166	80938491	+	140	NA	Intergenic	Intergenic	-4270	Atp9b	Atp9b	NM_015805			Atp9b			NA
liver_15_5_REP1.mLb.clN_peak_1342	chr19	18682217	18682527	+	140	NA	intron (Carnmt1, intron 3 of 7)	-intron (Carnmt1, intron 3 of 7)	11592	Carnmt1	Carnmt1	NM_026120			Carnmt1			NA
liver_15_5_REP1.mLb.clN_peak_579	chr18	61416092	61416477	+	140	NA	Intergenic	Intergenic	-15872	Ppargc1b	Ppargc1b	NM_133249			Ppargc1b			NA
liver_15_5_REP1.mLb.clN_peak_636	chr18	64599679	64600418	+	139	NA	intron (Atp8b1, intron 2 of 27)	-intron (Atp8b1, intron 2 of 27)	60952	Atp8b1	Atp8b1	NM_001001488			Atp8b1			NA
liver_15_5_REP1.mLb.clN_peak_1038	chr19	5071881	5072650	+	139	NA	Intergenic	Intergenic	4187	Cd248	Cd248	NM_054042			Cd248			NA
liver_15_5_REP1.mLb.clN_peak_1990	chr19	60379205	60379464	+	139	NA	Intergenic	Intergenic	88970	Prlhr	Prlhr	NM_201615			Prlhr			NA
liver_15_5_REP1.mLb.clN_peak_494	chr18	53245445	53245997	+	137	NA	promoter-TSS (Snx24)	-promoter-TSS (Snx24)	96	Snx24	Snx24	NM_001370761			Snx24			NA
liver_15_5_REP1.mLb.clN_peak_1600	chr19	38372524	38373001	+	137	NA	Intergenic	Intergenic	-23218	Slc35g1	Slc35g1	NM_175507			Slc35g1			NA
liver_15_5_REP1.mLb.clN_peak_181	chr18	20611029	20611597	+	137	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	53239	Dsg2	Dsg2	NM_007883			Dsg2			NA
liver_15_5_REP1.mLb.clN_peak_196	chr18	20942767	20943234	+	137	NA	Intergenic	Intergenic	-1615	Rnf125	Rnf125	NM_001364973			Rnf125			NA
liver_15_5_REP1.mLb.clN_peak_475	chr18	49982231	49982547	+	137	NA	intron (Tnfaip8, intron 1 of 2)	-intron (Tnfaip8, intron 1 of 1)	-70893	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
liver_15_5_REP1.mLb.clN_peak_13	chr18	4313798	4314208	+	136	NA	Intergenic	Intergenic	38950	Map3k8	Map3k8	NR_157375			Map3k8			NA
liver_15_5_REP1.mLb.clN_peak_1899	chr19	55192139	55193043	+	136	NA	promoter-TSS (Mir6715)	-promoter-TSS (Mir6715)	-87	Mir6715	Mir6715	NR_106146			Mir6715			NA
liver_15_5_REP1.mLb.clN_peak_472	chr18	49838992	49839261	+	136	NA	intron (Dmxl1, intron 1 of 42)	-intron (Dmxl1, intron 1 of 42)	6129	Dmxl1	Dmxl1	NM_001081371			Dmxl1			NA
liver_15_5_REP1.mLb.clN_peak_1729	chr19	44750677	44751060	+	135	NA	intron (Pax2, intron 1 of 10)	-intron (Pax2, intron 1 of 10)	-6038	Pax2	Pax2	NM_001368747			Pax2			NA
liver_15_5_REP1.mLb.clN_peak_1864	chr19	53437291	53437820	+	135	NA	Intergenic	Intergenic	27241	Mirt1	Mirt1	NR_028427			Mirt1			NA
liver_15_5_REP1.mLb.clN_peak_839	chr18	80046832	80047279	+	135	NA	exon (Pard6g, exon 1 of 3)	-exon (Pard6g, exon 1 of 3)	160	Pard6g	Pard6g	NM_053117			Pard6g			NA
liver_15_5_REP1.mLb.clN_peak_625	chr18	64339840	64340383	+	135	NA	promoter-TSS (Onecut2)	-promoter-TSS (Onecut2)	-253	Onecut2	Onecut2	NM_194268			Onecut2			NA
liver_15_5_REP1.mLb.clN_peak_638	chr18	64632425	64633195	+	135	NA	intron (Atp8b1, intron 1 of 27)	-intron (Atp8b1, intron 1 of 27)	28190	Atp8b1	Atp8b1	NM_001001488			Atp8b1			NA
liver_15_5_REP1.mLb.clN_peak_1468	chr19	30145224	30145639	+	134	NA	intron (Gldc, intron 6 of 24)	-intron (Gldc, intron 6 of 24)	30010	Gldc	Gldc	NM_138595			Gldc			NA
liver_15_5_REP1.mLb.clN_peak_1415	chr19	26613076	26613912	+	134	NA	intron (Smarca2, intron 1 of 32)	-intron (Smarca2, intron 1 of 32)	-134909	Smarca2	Smarca2	NM_011416			Smarca2			NA
liver_15_5_REP1.mLb.clN_peak_1549	chr19	36451939	36452656	+	134	NA	intron (Pcgf5, intron 9 of 9)	-intron (Pcgf5, intron 9 of 9)	73230	Pcgf5	Pcgf5	NM_001368691			Pcgf5			NA
liver_15_5_REP1.mLb.clN_peak_1213	chr19	9106827	9107609	+	133	NA	Intergenic	Intergenic	-19262	Scgb1a1	Scgb1a1	NM_011681			Scgb1a1			NA
liver_15_5_REP1.mLb.clN_peak_569	chr18	61108405	61108895	+	133	NA	intron (Csf1r, intron 2 of 21)	-intron (Csf1r, intron 2 of 21)	3078	Csf1r	Csf1r	NM_001037859			Csf1r			NA
liver_15_5_REP1.mLb.clN_peak_40	chr18	5364843	5365143	+	132	NA	Intergenic	Intergenic	-30554	Zfp438	Zfp438	NM_178722			Zfp438			NA
liver_15_5_REP1.mLb.clN_peak_376	chr18	37998442	37999192	+	132	NA	exon (Arap3, exon 1 of 33)	-exon (Arap3, exon 1 of 33)	-1243	Arap3	Arap3	NM_139206			Arap3			NA
liver_15_5_REP1.mLb.clN_peak_1424	chr19	27870907	27871238	+	132	NA	intron (Rfx3, intron 2 of 16)	-intron (Rfx3, intron 4 of 18)	140094	Rfx3	Rfx3	NM_001360358			Rfx3			NA
liver_15_5_REP1.mLb.clN_peak_250	chr18	30267102	30268451	+	132	NA	Intergenic	Intergenic	-5089	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
liver_15_5_REP1.mLb.clN_peak_220	chr18	23875148	23875748	+	132	NA	intron (Mapre2, intron 4 of 6)	-intron (Mapre2, intron 5 of 7)	71478	Mapre2	Mapre2	NM_153058			Mapre2			NA
liver_15_5_REP1.mLb.clN_peak_860	chr18	80608461	80608763	+	131	NA	intron (Nfatc1, intron 9 of 9)	-intron (Nfatc1, intron 9 of 9)	-64066	Gm2176	Gm2176	NR_028424			Gm2176			NA
liver_15_5_REP1.mLb.clN_peak_66	chr18	6989271	6989558	+	131	NA	intron (Mkx, intron 5 of 6)	-intron (Mkx, intron 5 of 6)	15365	Mkx	Mkx	NM_177595			Mkx			NA
liver_15_5_REP1.mLb.clN_peak_1431	chr19	28963830	28964492	+	131	NA	promoter-TSS (4430402I18Rik)	-promoter-TSS (4430402I18Rik)	-7	4430402I18Rik	4430402I18Rik	NM_001374153			4430402I18Rik			NA
liver_15_5_REP1.mLb.clN_peak_1188	chr19	8772949	8773564	+	131	NA	TTS (Tmem223)	-TTS (Tmem223)	1211	Tmem179b	Tmem179b	NR_028419			Tmem179b			NA
liver_15_5_REP1.mLb.clN_peak_1380	chr19	23203618	23203883	+	130	NA	Intergenic	Intergenic	54319	Mir1192	Mir1192	NR_035423			Mir1192			NA
liver_15_5_REP1.mLb.clN_peak_970	chr19	3934884	3935618	+	130	NA	promoter-TSS (Unc93b1)	-promoter-TSS (Unc93b1)	65	Unc93b1	Unc93b1	NM_019449			Unc93b1			NA
liver_15_5_REP1.mLb.clN_peak_1609	chr19	39740965	39741227	+	130	NA	promoter-TSS (Cyp2c68)	-promoter-TSS (Cyp2c68)	5	Cyp2c68	Cyp2c68	NM_001039555			Cyp2c68			NA
liver_15_5_REP1.mLb.clN_peak_1656	chr19	41737859	41738726	+	130	NA	intron (Slit1, intron 1 of 36)	-intron (Slit1, intron 1 of 36)	5564	Slit1	Slit1	NM_015748			Slit1			NA
liver_15_5_REP1.mLb.clN_peak_925	chr18	84909672	84910196	+	130	NA	Intergenic	Intergenic	-25091	Fbxo15	Fbxo15	NM_001367965			Fbxo15			NA
liver_15_5_REP1.mLb.clN_peak_212	chr18	23681022	23681313	+	130	NA	Intergenic	Intergenic	71138	Gm15972	Gm15972	NR_126066			Gm15972			NA
liver_15_5_REP1.mLb.clN_peak_516	chr18	55409341	55409593	+	130	NA	Intergenic	Intergenic	-419287	Zfp608	Zfp608	NM_001360787			Zfp608			NA
liver_15_5_REP1.mLb.clN_peak_1394	chr19	24527918	24528762	+	129	NA	intron (Pip5k1b, intron 1 of 14)	-intron (Pip5k1b, intron 1 of 14)	27532	Pip5k1b	Pip5k1b	NM_008846			Pip5k1b			NA
liver_15_5_REP1.mLb.clN_peak_810	chr18	77608373	77609032	+	129	NA	Intergenic	Intergenic	-43566	Rnf165	Rnf165	NM_001164504			Rnf165			NA
liver_15_5_REP1.mLb.clN_peak_1687	chr19	42744175	42745355	+	128	NA	intron (Pyroxd2, intron 4 of 15)	-intron (Pyroxd2, intron 4 of 15)	8010	Pyroxd2	Pyroxd2	NM_029011			Pyroxd2			NA
liver_15_5_REP1.mLb.clN_peak_1072	chr19	5726136	5726688	+	128	NA	promoter-TSS (Ehbp1l1)	-promoter-TSS (Ehbp1l1)	-95	Ehbp1l1	Ehbp1l1	NM_053252			Ehbp1l1			NA
liver_15_5_REP1.mLb.clN_peak_585	chr18	61632416	61632957	+	128	NA	Intergenic	Intergenic	-6967	Bvht	Bvht	NR_045420			Bvht			NA
liver_15_5_REP1.mLb.clN_peak_1409	chr19	25375013	25375365	+	127	NA	intron (Kank1, intron 3 of 13)	-intron (Kank1, intron 3 of 12)	-130517	Dmrt1	Dmrt1	NM_015826			Dmrt1			NA
liver_15_5_REP1.mLb.clN_peak_976	chr19	4019018	4019487	+	127	NA	Intergenic	Intergenic	-6497	Ndufv1	Ndufv1	NM_133666			Ndufv1			NA
liver_15_5_REP1.mLb.clN_peak_541	chr18	58160769	58161131	+	127	NA	intron (Fbn2, intron 5 of 64)	-intron (Fbn2, intron 5 of 64)	48976	Fbn2	Fbn2	NM_010181			Fbn2			NA
liver_15_5_REP1.mLb.clN_peak_550	chr18	60516899	60517649	+	127	NA	Intergenic	Intergenic	-8880	Dctn4	Dctn4	NM_001357462			Dctn4			NA
liver_15_5_REP1.mLb.clN_peak_1332	chr19	17806776	17807156	+	126	NA	intron (Pcsk5, intron 1 of 37)	-intron (Pcsk5, intron 1 of 20)	30666	Pcsk5	Pcsk5	NM_001163144			Pcsk5			NA
liver_15_5_REP1.mLb.clN_peak_1241	chr19	10289878	10290330	+	126	NA	intron (Dagla, intron 1 of 19)	-intron (Dagla, intron 1 of 19)	14773	Dagla	Dagla	NM_198114			Dagla			NA
liver_15_5_REP1.mLb.clN_peak_624	chr18	64265506	64266676	+	126	NA	intron (St8sia3, intron 3 of 5)	-intron (St8sia3, intron 3 of 5)	11089	St8sia3os	St8sia3os	NR_045366			St8sia3os			NA
liver_15_5_REP1.mLb.clN_peak_916	chr18	84804512	84804789	+	125	NA	intron (Gm17266, intron 11 of 12)	-intron (Gm17266, intron 11 of 12)	33991	Gm17266	Gm17266	NM_001370919			Gm17266			NA
liver_15_5_REP1.mLb.clN_peak_1149	chr19	6986349	6987759	+	125	NA	TTS (Dnajc4)	-TTS (Dnajc4)	597	Vegfb	Vegfb	NM_011697			Vegfb			NA
liver_15_5_REP1.mLb.clN_peak_338	chr18	35887819	35888466	+	125	NA	Intergenic	Intergenic	58354	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
liver_15_5_REP1.mLb.clN_peak_1878	chr19	53824877	53825368	+	124	NA	intron (Rbm20, intron 5 of 13)	-intron (Rbm20, intron 5 of 13)	-67109	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_15_5_REP1.mLb.clN_peak_1543	chr19	35152025	35152607	+	124	NA	Intergenic	Intergenic	186920	Mir1950	Mir1950	NR_035473			Mir1950			NA
liver_15_5_REP1.mLb.clN_peak_1696	chr19	43530300	43530695	+	124	NA	Intergenic	Intergenic	-5892	Got1	Got1	NM_010324			Got1			NA
liver_15_5_REP1.mLb.clN_peak_100	chr18	10348382	10348842	+	124	NA	intron (Greb1l, intron 1 of 32)	-intron (Greb1l, intron 1 of 32)	23433	Greb1l	Greb1l	NM_001083628			Greb1l			NA
liver_15_5_REP1.mLb.clN_peak_901	chr18	82909706	82910142	+	124	NA	promoter-TSS (Zfp516)	-promoter-TSS (Zfp516)	-955	Zfp516	Zfp516	NM_183033			Zfp516			NA
liver_15_5_REP1.mLb.clN_peak_1737	chr19	45322734	45323182	+	123	NA	Intergenic	Intergenic	-40776	Btrc	Btrc	NM_001360120			Btrc			NA
liver_15_5_REP1.mLb.clN_peak_924	chr18	84895337	84895630	+	123	NA	Intergenic	Intergenic	-39542	Fbxo15	Fbxo15	NM_001367965			Fbxo15			NA
liver_15_5_REP1.mLb.clN_peak_631	chr18	64500966	64501324	+	123	NA	intron (Nars, intron 14 of 14)	-intron (Nars, intron 14 of 14)	-12047	Fech	Fech	NM_001348055			Fech			NA
liver_15_5_REP1.mLb.clN_peak_1386	chr19	24224625	24225482	+	123	NA	promoter-TSS (Tjp2)	-promoter-TSS (Tjp2)	75	Tjp2	Tjp2	NM_001376368			Tjp2			NA
liver_15_5_REP1.mLb.clN_peak_342	chr18	36018102	36018635	+	123	NA	exon (Nrg2, exon 10 of 10)	-exon (Nrg2, exon 10 of 10)	53538	Psd2	Psd2	NR_110349			Psd2			NA
liver_15_5_REP1.mLb.clN_peak_977	chr19	4037404	4038299	+	122	NA	promoter-TSS (Gstp1)	-promoter-TSS (Gstp1)	61	Gstp1	Gstp1	NM_013541			Gstp1			NA
liver_15_5_REP1.mLb.clN_peak_115	chr18	11351786	11352645	+	122	NA	Intergenic	Intergenic	-281061	Rbbp8	Rbbp8	NM_001081223			Rbbp8			NA
liver_15_5_REP1.mLb.clN_peak_189	chr18	20745753	20746464	+	122	NA	exon (B4galt6, exon 1 of 9)	-exon (B4galt6, exon 1 of 9)	296	B4galt6	B4galt6	NM_019737			B4galt6			NA
liver_15_5_REP1.mLb.clN_peak_1000	chr19	4268959	4269264	+	122	NA	promoter-TSS (Ssh3)	-promoter-TSS (Ssh3)	122	Ssh3	Ssh3	NM_001374687			Ssh3			NA
liver_15_5_REP1.mLb.clN_peak_510	chr18	54970872	54971160	+	121	NA	intron (Zfp608, intron 2 of 9)	-intron (Zfp608, intron 2 of 8)	19164	Zfp608	Zfp608	NM_001360787			Zfp608			NA
liver_15_5_REP1.mLb.clN_peak_1329	chr19	17385073	17385443	+	121	NA	Intergenic	Intergenic	-8785	Rfk	Rfk	NM_019437			Rfk			NA
liver_15_5_REP1.mLb.clN_peak_1950	chr19	57274875	57275395	+	121	NA	promoter-TSS (Ablim1)	-promoter-TSS (Ablim1)	1175	4930449E18Rik	4930449E18Rik	NR_045319			4930449E18Rik			NA
liver_15_5_REP1.mLb.clN_peak_594	chr18	61815218	61815541	+	121	NA	intron (Ablim3, intron 14 of 22)	-intron (Ablim3, intron 15 of 23)	-28717	Afap1l1	Afap1l1	NM_178928			Afap1l1			NA
liver_15_5_REP1.mLb.clN_peak_623	chr18	64075738	64076021	+	121	NA	Intergenic	Intergenic	-178480	St8sia3	St8sia3	NM_009182			St8sia3			NA
liver_15_5_REP1.mLb.clN_peak_1407	chr19	25343602	25343901	+	121	NA	intron (Kank1, intron 3 of 13)	-intron (Kank1, intron 3 of 12)	106776	Kank1	Kank1	NM_181404			Kank1			NA
liver_15_5_REP1.mLb.clN_peak_1692	chr19	43463808	43464563	+	121	NA	intron (Cnnm1, intron 1 of 10)	-intron (Cnnm1, intron 1 of 11)	23772	Cnnm1	Cnnm1	NM_031396			Cnnm1			NA
liver_15_5_REP1.mLb.clN_peak_1763	chr19	46136948	46137815	+	121	NA	exon (Pitx3, exon 2 of 4)	-exon (Pitx3, exon 2 of 4)	5482	Elovl3	Elovl3	NM_001374665			Elovl3			NA
liver_15_5_REP1.mLb.clN_peak_580	chr18	61438031	61438365	+	121	NA	Intergenic	Intergenic	-37786	Ppargc1b	Ppargc1b	NM_133249			Ppargc1b			NA
liver_15_5_REP1.mLb.clN_peak_804	chr18	76662369	76662913	+	121	NA	Intergenic	Intergenic	-193764	Skor2	Skor2	NM_001109743			Skor2			NA
liver_15_5_REP1.mLb.clN_peak_1535	chr19	34746762	34747545	+	120	NA	exon (Slc16a12, exon 1 of 7)	-exon (Slc16a12, exon 1 of 7)	175	Slc16a12	Slc16a12	NM_172838			Slc16a12			NA
liver_15_5_REP1.mLb.clN_peak_898	chr18	82855520	82856622	+	120	NA	exon (4930445N18Rik, exon 1 of 3)	-exon (4930445N18Rik, exon 1 of 3)	174	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
liver_15_5_REP1.mLb.clN_peak_838	chr18	79257166	79258168	+	120	NA	Intergenic	Intergenic	-148276	Setbp1	Setbp1	NM_053099			Setbp1			NA
liver_15_5_REP1.mLb.clN_peak_400	chr18	38669916	38670305	+	120	NA	Intergenic	Intergenic	-44213	Gm19774	Gm19774	NM_001370889			Gm19774			NA
