PeakID (cmd=annotatePeaks.pl liver_15_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_15_5_REP2.mLb.clN_peak_415	chr18	51165160	51165525	+	143	NA	intron (Prr16, intron 1 of 1)	-intron (Prr16, intron 1 of 1)	47444	Prr16	Prr16	NM_001081224			Prr16			NA
liver_15_5_REP2.mLb.clN_peak_1477	chr19	46348453	46349365	+	143	NA	promoter-TSS (2310034G01Rik)	-promoter-TSS (2310034G01Rik)	79	2310034G01Rik	2310034G01Rik	NR_040418			2310034G01Rik			NA
liver_15_5_REP2.mLb.clN_peak_599	chr18	68218635	68220502	+	143	NA	intron (Ldlrad4, intron 3 of 5)	-intron (Ldlrad4, intron 3 of 5)	41405	Mir7219	Mir7219	NR_106078			Mir7219			NA
liver_15_5_REP2.mLb.clN_peak_1075	chr19	11973630	11974062	+	143	NA	exon (Osbp, exon 3 of 14)	-exon (Osbp, exon 3 of 14)	8002	Osbp	Osbp	NM_001033174			Osbp			NA
liver_15_5_REP2.mLb.clN_peak_283	chr18	35751977	35752610	+	142	NA	Intergenic	Intergenic	-11739	Sting1	Sting1	NM_028261			Sting1			NA
liver_15_5_REP2.mLb.clN_peak_739	chr18	82615407	82615676	+	142	NA	intron (Zfp236, intron 24 of 29)	-intron (Zfp236, intron 25 of 30)	77374	Zfp236	Zfp236	NM_177832			Zfp236			NA
liver_15_5_REP2.mLb.clN_peak_1256	chr19	32438860	32439642	+	141	NA	Intergenic	Intergenic	-46518	Minpp1	Minpp1	NM_010799			Minpp1			NA
liver_15_5_REP2.mLb.clN_peak_827	chr19	4282822	4283370	+	141	NA	promoter-TSS (Ankrd13d)	-promoter-TSS (Ankrd13d)	41	Ankrd13d	Ankrd13d	NM_026720			Ankrd13d			NA
liver_15_5_REP2.mLb.clN_peak_172	chr18	23710174	23711246	+	141	NA	Intergenic	Intergenic	41595	Gm15972	Gm15972	NR_126066			Gm15972			NA
liver_15_5_REP2.mLb.clN_peak_632	chr18	74007905	74008447	+	141	NA	intron (Mapk4, intron 1 of 5)	-intron (Mapk4, intron 1 of 5)	-9731	D730045A05Rik	D730045A05Rik	NR_045390			D730045A05Rik			NA
liver_15_5_REP2.mLb.clN_peak_853	chr19	4942645	4943167	+	140	NA	intron (Peli3, intron 1 of 5)	-intron (Peli3, intron 1 of 5)	186	Peli3	Peli3	NM_172835			Peli3			NA
liver_15_5_REP2.mLb.clN_peak_1033	chr19	10015925	10016439	+	139	NA	intron (Rab3il1, intron 4 of 12)	-intron (Rab3il1, intron 4 of 12)	-2012	Rab3il1	Rab3il1	NM_144538			Rab3il1			NA
liver_15_5_REP2.mLb.clN_peak_1457	chr19	45748859	45749682	+	139	NA	TTS (Oga)	-TTS (Oga)	295	Npm3	Npm3	NM_008723			Npm3			NA
liver_15_5_REP2.mLb.clN_peak_538	chr18	64538974	64539412	+	139	NA	exon (Atp8b1, exon 25 of 28)	-exon (Atp8b1, exon 25 of 28)	-22636	Nars	Nars	NM_001142950			Nars			NA
liver_15_5_REP2.mLb.clN_peak_1083	chr19	12595586	12596333	+	139	NA	exon (A330040F15Rik, exon 1 of 2)	-exon (A330040F15Rik, exon 1 of 2)	607	A330040F15Rik	A330040F15Rik	NR_015503			A330040F15Rik			NA
liver_15_5_REP2.mLb.clN_peak_139	chr18	16797264	16797886	+	139	NA	intron (Cdh2, intron 1 of 15)	-intron (Cdh2, intron 1 of 15)	11671	Cdh2	Cdh2	NM_007664			Cdh2			NA
liver_15_5_REP2.mLb.clN_peak_1208	chr19	29203222	29203615	+	138	NA	Intergenic	Intergenic	-48385	Jak2	Jak2	NM_001048177			Jak2			NA
liver_15_5_REP2.mLb.clN_peak_517	chr18	62250249	62250710	+	138	NA	Intergenic	Intergenic	70379	Gm9949	Gm9949	NM_001013754			Gm9949			NA
liver_15_5_REP2.mLb.clN_peak_1614	chr19	56189067	56189477	+	138	NA	Intergenic	Intergenic	-98640	Habp2	Habp2	NM_001329935			Habp2			NA
liver_15_5_REP2.mLb.clN_peak_804	chr19	3972291	3972633	+	138	NA	exon (Aldh3b2, exon 1 of 10)	-exon (Aldh3b2, exon 1 of 10)	134	Aldh3b2	Aldh3b2	NM_001177438			Aldh3b2			NA
liver_15_5_REP2.mLb.clN_peak_364	chr18	39903432	39903739	+	138	NA	Intergenic	Intergenic	130088	Pabpc2	Pabpc2	NM_011033			Pabpc2			NA
liver_15_5_REP2.mLb.clN_peak_1378	chr19	41737911	41738824	+	137	NA	intron (Slit1, intron 1 of 36)	-intron (Slit1, intron 1 of 36)	5489	Slit1	Slit1	NM_015748			Slit1			NA
liver_15_5_REP2.mLb.clN_peak_757	chr18	84818608	84819306	+	137	NA	intron (Gm17266, intron 7 of 12)	-intron (Gm17266, intron 7 of 12)	19684	Gm17266	Gm17266	NM_001370919			Gm17266			NA
liver_15_5_REP2.mLb.clN_peak_1283	chr19	34711924	34712394	+	137	NA	intron (Slc16a12, intron 1 of 6)	-intron (Slc16a12, intron 1 of 6)	35169	Slc16a12	Slc16a12	NM_172838			Slc16a12			NA
liver_15_5_REP2.mLb.clN_peak_360	chr18	39394558	39395317	+	137	NA	Intergenic	Intergenic	94342	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_15_5_REP2.mLb.clN_peak_553	chr18	65225998	65226391	+	137	NA	intron (Mir466p, intron 4 of 6)	-intron (Mir466p, intron 4 of 6)	-22667	Mir122	Mir122	NR_029600			Mir122			NA
liver_15_5_REP2.mLb.clN_peak_120	chr18	12832068	12832454	+	136	NA	intron (Osbpl1a, intron 1 of 12)	-intron (Osbpl1a, intron 3 of 14)	-12354	Osbpl1a	Osbpl1a	NR_045524			Osbpl1a			NA
liver_15_5_REP2.mLb.clN_peak_1236	chr19	31106950	31107628	+	136	NA	intron (Prkg1, intron 3 of 17)	-intron (Prkg1, intron 3 of 17)	24448	Cstf2t	Cstf2t	NM_031249			Cstf2t			NA
liver_15_5_REP2.mLb.clN_peak_929	chr19	6133331	6133926	+	135	NA	TTS (Arl2)	-TTS (Arl2)	1235	Mir12193	Mir12193	NR_162796			Mir12193			NA
liver_15_5_REP2.mLb.clN_peak_467	chr18	60595833	60596587	+	134	NA	exon (Synpo, exon 3 of 3)	-exon (Synpo, exon 3 of 3)	-4494	Myoz3	Myoz3	NM_133363			Myoz3			NA
liver_15_5_REP2.mLb.clN_peak_185	chr18	24101408	24102098	+	133	NA	Intergenic	Intergenic	20066	Ino80c	Ino80c	NM_172625			Ino80c			NA
liver_15_5_REP2.mLb.clN_peak_552	chr18	65220699	65221097	+	133	NA	intron (Mir466p, intron 4 of 6)	-intron (Mir466p, intron 4 of 6)	-27963	Mir122	Mir122	NR_029600			Mir122			NA
liver_15_5_REP2.mLb.clN_peak_779	chr19	3325159	3325608	+	133	NA	intron (Cpt1a, intron 1 of 18)	-intron (Cpt1a, intron 1 of 18)	2082	Cpt1a	Cpt1a	NM_013495			Cpt1a			NA
liver_15_5_REP2.mLb.clN_peak_1401	chr19	42583114	42584444	+	133	NA	intron (R3hcc1l, intron 6 of 6)	-intron (R3hcc1l, intron 6 of 6)	29027	Loxl4	Loxl4	NM_053083			Loxl4			NA
liver_15_5_REP2.mLb.clN_peak_1006	chr19	8840432	8840905	+	133	NA	intron (Bscl2, intron 1 of 10)	-intron (Bscl2, intron 2 of 11)	1340	Bscl2	Bscl2	NM_001290823			Bscl2			NA
liver_15_5_REP2.mLb.clN_peak_1205	chr19	29134164	29134605	+	133	NA	promoter-TSS (Mir101b)	-promoter-TSS (Mir101b)	-895	Mir101b	Mir101b	NR_029778			Mir101b			NA
liver_15_5_REP2.mLb.clN_peak_373	chr18	43281681	43282413	+	132	NA	intron (Stk32a, intron 5 of 12)	-intron (Stk32a, intron 5 of 12)	74350	Stk32a	Stk32a	NM_178749			Stk32a			NA
liver_15_5_REP2.mLb.clN_peak_936	chr19	6285429	6286604	+	131	NA	intron (Ehd1, intron 2 of 4)	-intron (Ehd1, intron 2 of 4)	9120	Ehd1	Ehd1	NM_010119			Ehd1			NA
liver_15_5_REP2.mLb.clN_peak_881	chr19	5529228	5529809	+	131	NA	Intergenic	Intergenic	-19001	Snx32	Snx32	NM_001024560			Snx32			NA
liver_15_5_REP2.mLb.clN_peak_1263	chr19	32595548	32596018	+	131	NA	promoter-TSS (Papss2)	-promoter-TSS (Papss2)	-24222	Papss2	Papss2	NM_001360403			Papss2			NA
liver_15_5_REP2.mLb.clN_peak_411	chr18	50052909	50053760	+	130	NA	promoter-TSS (Tnfaip8)	-promoter-TSS (Tnfaip8)	52	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
liver_15_5_REP2.mLb.clN_peak_162	chr18	21160062	21160660	+	130	NA	intron (Garem1, intron 3 of 5)	-intron (Garem1, intron 3 of 5)	88017	Mep1b	Mep1b	NM_008586			Mep1b			NA
liver_15_5_REP2.mLb.clN_peak_1491	chr19	46668173	46668809	+	130	NA	intron (Cyp17a1, intron 6 of 7)	-intron (Cyp17a1, intron 6 of 7)	4509	Cyp17a1	Cyp17a1	NM_007809			Cyp17a1			NA
liver_15_5_REP2.mLb.clN_peak_62	chr18	9211891	9212463	+	129	NA	promoter-TSS (Fzd8)	-promoter-TSS (Fzd8)	-679	Fzd8	Fzd8	NM_008058			Fzd8			NA
liver_15_5_REP2.mLb.clN_peak_795	chr19	3831708	3832127	+	129	NA	Intergenic	Intergenic	18899	Gm51271	Gm51271	NR_162795			Gm51271			NA
liver_15_5_REP2.mLb.clN_peak_864	chr19	5267026	5267427	+	128	NA	intron (Pacs1, intron 1 of 23)	-intron (Pacs1, intron 2 of 24)	5893	Pacs1	Pacs1	NM_153129			Pacs1			NA
liver_15_5_REP2.mLb.clN_peak_1331	chr19	38191491	38191898	+	128	NA	intron (Fra10ac1, intron 12 of 13)	-intron (Fra10ac1, intron 12 of 13)	32458	Fra10ac1	Fra10ac1	NM_027466			Fra10ac1			NA
liver_15_5_REP2.mLb.clN_peak_1423	chr19	43986001	43986670	+	128	NA	exon (Cpn1, exon 1 of 9)	-exon (Cpn1, exon 1 of 9)	185	Cpn1	Cpn1	NM_030703			Cpn1			NA
liver_15_5_REP2.mLb.clN_peak_859	chr19	5072027	5072637	+	127	NA	Intergenic	Intergenic	4254	Cd248	Cd248	NM_054042			Cd248			NA
liver_15_5_REP2.mLb.clN_peak_1471	chr19	46137289	46137815	+	126	NA	intron (Pitx3, intron 1 of 3)	-intron (Pitx3, intron 1 of 3)	5653	Elovl3	Elovl3	NM_001374665			Elovl3			NA
liver_15_5_REP2.mLb.clN_peak_805	chr19	3986213	3986639	+	126	NA	promoter-TSS (Acy3)	-promoter-TSS (Acy3)	-144	Acy3	Acy3	NM_001302479			Acy3			NA
liver_15_5_REP2.mLb.clN_peak_109	chr18	12258318	12258764	+	125	NA	intron (Ankrd29, intron 7 of 7)	-intron (Ankrd29, intron 9 of 9)	-22155	Npc1	Npc1	NM_008720			Npc1			NA
liver_15_5_REP2.mLb.clN_peak_487	chr18	61398618	61399669	+	124	NA	intron (Ppargc1b, intron 1 of 12)	-intron (Ppargc1b, intron 1 of 12)	-1243	Mir378a	Mir378a	NR_029879			Mir378a			NA
liver_15_5_REP2.mLb.clN_peak_1252	chr19	32271534	32271825	+	124	NA	intron (Sgms1, intron 2 of 9)	-intron (Sgms1, intron 2 of 9)	116833	Sgms1	Sgms1	NM_001168526			Sgms1			NA
liver_15_5_REP2.mLb.clN_peak_672	chr18	77608409	77608956	+	124	NA	Intergenic	Intergenic	-43546	Rnf165	Rnf165	NM_001164504			Rnf165			NA
liver_15_5_REP2.mLb.clN_peak_577	chr18	67369538	67370357	+	124	NA	Intergenic	Intergenic	-20784	Tubb6	Tubb6	NM_026473			Tubb6			NA
liver_15_5_REP2.mLb.clN_peak_738	chr18	82577812	82578169	+	123	NA	intron (Mbp, intron 4 of 4)	-intron (Mbp, intron 5 of 6)	102867	Mbp	Mbp	NM_001025245			Mbp			NA
liver_15_5_REP2.mLb.clN_peak_1185	chr19	26613119	26613925	+	123	NA	intron (Smarca2, intron 1 of 32)	-intron (Smarca2, intron 1 of 32)	-134881	Smarca2	Smarca2	NM_011416			Smarca2			NA
liver_15_5_REP2.mLb.clN_peak_1644	chr19	58043332	58044036	+	123	NA	intron (Atrnl1, intron 28 of 28)	-intron (Atrnl1, intron 28 of 28)	-7483	Mir5623	Mir5623	NR_049196			Mir5623			NA
liver_15_5_REP2.mLb.clN_peak_194	chr18	24449709	24450222	+	123	NA	Intergenic	Intergenic	-20795	Mir187	Mir187	NR_029573			Mir187			NA
liver_15_5_REP2.mLb.clN_peak_802	chr19	3934992	3935717	+	123	NA	intron (Unc93b1, intron 1 of 10)	-intron (Unc93b1, intron 1 of 9)	168	Unc93b1	Unc93b1	NM_019449			Unc93b1			NA
liver_15_5_REP2.mLb.clN_peak_542	chr18	64632391	64633125	+	122	NA	intron (Atp8b1, intron 1 of 27)	-intron (Atp8b1, intron 1 of 27)	28242	Atp8b1	Atp8b1	NM_001001488			Atp8b1			NA
liver_15_5_REP2.mLb.clN_peak_196	chr18	24477190	24478056	+	122	NA	exon (2700062C07Rik, exon 5 of 5)	-exon (2700062C07Rik, exon 5 of 5)	6752	2700062C07Rik	2700062C07Rik	NM_026529			2700062C07Rik			NA
liver_15_5_REP2.mLb.clN_peak_1412	chr19	43530288	43530670	+	122	NA	Intergenic	Intergenic	-5874	Got1	Got1	NM_010324			Got1			NA
liver_15_5_REP2.mLb.clN_peak_1583	chr19	54199506	54200094	+	122	NA	Intergenic	Intergenic	154541	Adra2a	Adra2a	NM_007417			Adra2a			NA
liver_15_5_REP2.mLb.clN_peak_765	chr18	84967188	84967785	+	122	NA	intron (Fbxo15, intron 8 of 9)	-intron (Fbxo15, intron 8 of 9)	-15962	Timm21	Timm21	NR_160856			Timm21			NA
liver_15_5_REP2.mLb.clN_peak_696	chr18	80046755	80047279	+	122	NA	exon (Pard6g, exon 1 of 3)	-exon (Pard6g, exon 1 of 3)	122	Pard6g	Pard6g	NM_053117			Pard6g			NA
liver_15_5_REP2.mLb.clN_peak_780	chr19	3334225	3334814	+	122	NA	intron (Cpt1a, intron 1 of 18)	-intron (Cpt1a, intron 1 of 18)	11218	Cpt1a	Cpt1a	NM_013495			Cpt1a			NA
liver_15_5_REP2.mLb.clN_peak_39	chr18	5914645	5915212	+	121	NA	Intergenic	Intergenic	221170	Arhgap12	Arhgap12	NM_001039692			Arhgap12			NA
liver_15_5_REP2.mLb.clN_peak_1485	chr19	46502798	46503135	+	120	NA	exon (Trim8, exon 1 of 6)	-exon (Trim8, exon 1 of 6)	1318	Trim8	Trim8	NM_053100			Trim8			NA
liver_15_5_REP2.mLb.clN_peak_1182	chr19	25672288	25672807	+	120	NA	promoter-TSS (2610016A17Rik)	-promoter-TSS (2610016A17Rik)	136	Dmrt2	Dmrt2	NM_145831			Dmrt2			NA
liver_15_5_REP2.mLb.clN_peak_319	chr18	37806183	37806767	+	120	NA	promoter-TSS (Pcdhgc3)	-promoter-TSS (Pcdhgc3)	65	Pcdhgc3	Pcdhgc3	NM_033581			Pcdhgc3			NA
liver_15_5_REP2.mLb.clN_peak_647	chr18	75038586	75039202	+	120	NA	intron (Dym, intron 1 of 16)	-intron (Dym, intron 1 of 16)	20130	Dym	Dym	NM_027727			Dym			NA
liver_15_5_REP2.mLb.clN_peak_294	chr18	35942015	35942732	+	119	NA	Intergenic	Intergenic	-22457	Psd2	Psd2	NR_110349			Psd2			NA
liver_15_5_REP2.mLb.clN_peak_1212	chr19	29253411	29254040	+	119	NA	intron (Jak2, intron 2 of 24)	-intron (Jak2, intron 1 of 23)	1922	Jak2	Jak2	NM_001048177			Jak2			NA
liver_15_5_REP2.mLb.clN_peak_550	chr18	65052926	65053525	+	118	NA	intron (Nedd4l, intron 1 of 29)	-intron (Nedd4l, intron 2 of 30)	29698	Nedd4l	Nedd4l	NM_031881			Nedd4l			NA
liver_15_5_REP2.mLb.clN_peak_157	chr18	20944632	20945016	+	118	NA	intron (Rnf125, intron 1 of 5)	-intron (Rnf125, intron 1 of 5)	209	Rnf125	Rnf125	NM_001364973			Rnf125			NA
liver_15_5_REP2.mLb.clN_peak_1305	chr19	37009655	37010642	+	118	NA	exon (Btaf1, exon 37 of 38)	-exon (Btaf1, exon 37 of 38)	84069	Btaf1	Btaf1	NM_001080706			Btaf1			NA
liver_15_5_REP2.mLb.clN_peak_1526	chr19	47560600	47560960	+	117	NA	Intergenic	Intergenic	-19239	Slk	Slk	NM_001164639			Slk			NA
liver_15_5_REP2.mLb.clN_peak_419	chr18	53138441	53138980	+	117	NA	Intergenic	Intergenic	-37582	Snx2	Snx2	NM_026386			Snx2			NA
liver_15_5_REP2.mLb.clN_peak_286	chr18	35823087	35824012	+	116	NA	Intergenic	Intergenic	-6239	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
liver_15_5_REP2.mLb.clN_peak_1655	chr19	59384687	59385651	+	116	NA	Intergenic	Intergenic	-39389	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
liver_15_5_REP2.mLb.clN_peak_1546	chr19	53194044	53194533	+	116	NA	intron (Add3, intron 1 of 15)	-intron (Add3, intron 1 of 14)	50291	Add3	Add3	NM_001164100			Add3			NA
liver_15_5_REP2.mLb.clN_peak_727	chr18	82462130	82462525	+	116	NA	Intergenic	Intergenic	-12796	Mbp	Mbp	NM_001025245			Mbp			NA
liver_15_5_REP2.mLb.clN_peak_1264	chr19	32626809	32627264	+	116	NA	intron (Papss2, intron 1 of 12)	-intron (Papss2, intron 1 of 11)	7031	Papss2	Papss2	NM_001360403			Papss2			NA
liver_15_5_REP2.mLb.clN_peak_774	chr18	88995882	88996475	+	116	NA	intron (Rttn, intron 11 of 48)	-intron (Rttn, intron 11 of 48)	24148	Mir6359	Mir6359	NR_105777			Mir6359			NA
liver_15_5_REP2.mLb.clN_peak_861	chr19	5098348	5098692	+	115	NA	promoter-TSS (Cnih2)	-promoter-TSS (Cnih2)	1	Cnih2	Cnih2	NM_009920			Cnih2			NA
liver_15_5_REP2.mLb.clN_peak_468	chr18	60604267	60604996	+	115	NA	intron (Synpo, intron 1 of 2)	-intron (Synpo, intron 1 of 1)	-12915	Myoz3	Myoz3	NM_133363			Myoz3			NA
liver_15_5_REP2.mLb.clN_peak_343	chr18	38600693	38602198	+	115	NA	promoter-TSS (Spry4)	-promoter-TSS (Spry4)	-98	Spry4	Spry4	NM_011898			Spry4			NA
liver_15_5_REP2.mLb.clN_peak_118	chr18	12809789	12810285	+	115	NA	intron (Osbpl1a, intron 1 of 11)	-intron (Osbpl1a, intron 4 of 14)	9870	Osbpl1a	Osbpl1a	NR_045524			Osbpl1a			NA
liver_15_5_REP2.mLb.clN_peak_113	chr18	12643281	12643864	+	114	NA	promoter-TSS (Ttc39c)	-promoter-TSS (Ttc39c)	39	Ttc39c	Ttc39c	NM_028341			Ttc39c			NA
liver_15_5_REP2.mLb.clN_peak_164	chr18	21274937	21275388	+	114	NA	intron (Garem1, intron 1 of 5)	-intron (Garem1, intron 1 of 5)	24977	Garem1	Garem1	NM_001033445			Garem1			NA
liver_15_5_REP2.mLb.clN_peak_1176	chr19	25054866	25055490	+	114	NA	intron (Dock8, intron 2 of 47)	-intron (Dock8, intron 2 of 47)	55649	Dock8	Dock8	NM_028785			Dock8			NA
liver_15_5_REP2.mLb.clN_peak_302	chr18	36374885	36375339	+	113	NA	intron (Cystm1, intron 2 of 2)	-intron (Cystm1, intron 2 of 2)	26339	Cystm1	Cystm1	NM_001081365			Cystm1			NA
liver_15_5_REP2.mLb.clN_peak_622	chr18	70644205	70645060	+	113	NA	Intergenic	Intergenic	76340	Mbd2	Mbd2	NM_001311071			Mbd2			NA
liver_15_5_REP2.mLb.clN_peak_36	chr18	5804151	5805056	+	113	NA	Intergenic	Intergenic	-212166	Gm10125	Gm10125	NR_033552			Gm10125			NA
liver_15_5_REP2.mLb.clN_peak_323	chr18	37883520	37884080	+	113	NA	intron (Diaph1, intron 16 of 26)	-intron (Diaph1, intron 17 of 27)	-29140	Mir6979	Mir6979	NR_105945			Mir6979			NA
liver_15_5_REP2.mLb.clN_peak_445	chr18	56851428	56851890	+	112	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	73856	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_15_5_REP2.mLb.clN_peak_34	chr18	5624509	5624930	+	112	NA	intron (Zeb1, intron 2 of 8)	-intron (Zeb1, intron 2 of 8)	-32282	Gm10125	Gm10125	NR_033552			Gm10125			NA
liver_15_5_REP2.mLb.clN_peak_361	chr18	39430697	39431091	+	111	NA	intron (Nr3c1, intron 2 of 8)	-intron (Nr3c1, intron 2 of 8)	58385	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_15_5_REP2.mLb.clN_peak_732	chr18	82513514	82514192	+	111	NA	intron (Mbp, intron 2 of 6)	-intron (Mbp, intron 2 of 3)	38730	Mbp	Mbp	NM_001025245			Mbp			NA
liver_15_5_REP2.mLb.clN_peak_620	chr18	70578136	70578406	+	111	NA	intron (Mbd2, intron 1 of 6)	-intron (Mbd2, intron 1 of 2)	9979	Mbd2	Mbd2	NM_001311071			Mbd2			NA
liver_15_5_REP2.mLb.clN_peak_1661	chr19	60134117	60134957	+	111	NA	Intergenic	Intergenic	-10138	E330013P04Rik	E330013P04Rik	NR_026942			E330013P04Rik			NA
liver_15_5_REP2.mLb.clN_peak_41	chr18	5985022	5985375	+	111	NA	Intergenic	Intergenic	150900	Arhgap12	Arhgap12	NM_001039692			Arhgap12			NA
liver_15_5_REP2.mLb.clN_peak_705	chr18	80227073	80227507	+	111	NA	Intergenic	Intergenic	19812	Hsbp1l1	Hsbp1l1	NM_001136181			Hsbp1l1			NA
liver_15_5_REP2.mLb.clN_peak_1451	chr19	45435986	45436322	+	110	NA	intron (Btrc, intron 2 of 13)	-intron (Btrc, intron 2 of 14)	72420	Btrc	Btrc	NM_001360120			Btrc			NA
liver_15_5_REP2.mLb.clN_peak_1374	chr19	41310936	41311351	+	110	NA	intron (Pik3ap1, intron 8 of 16)	-intron (Pik3ap1, intron 8 of 16)	-47139	Tm9sf3	Tm9sf3	NM_133352			Tm9sf3			NA
liver_15_5_REP2.mLb.clN_peak_715	chr18	80554890	80555453	+	110	NA	Intergenic	Intergenic	-10625	Gm2176	Gm2176	NR_028424			Gm2176			NA
liver_15_5_REP2.mLb.clN_peak_1124	chr19	17836722	17837832	+	110	NA	exon (Pcsk5, exon 1 of 21)	-exon (Pcsk5, exon 1 of 21)	355	Pcsk5	Pcsk5	NM_001163144			Pcsk5			NA
liver_15_5_REP2.mLb.clN_peak_223	chr18	32139188	32139869	+	110	NA	promoter-TSS (Proc)	-promoter-TSS (Proc)	-1323	Proc	Proc	NM_001042767			Proc			NA
liver_15_5_REP2.mLb.clN_peak_155	chr18	20936490	20936982	+	110	NA	Intergenic	Intergenic	-7879	Rnf125	Rnf125	NM_001364973			Rnf125			NA
liver_15_5_REP2.mLb.clN_peak_92	chr18	11052049	11052994	+	110	NA	promoter-TSS (Gata6)	-promoter-TSS (Gata6)	11	Gata6	Gata6	NM_010258			Gata6			NA
liver_15_5_REP2.mLb.clN_peak_1487	chr19	46528591	46529098	+	110	NA	Intergenic	Intergenic	27196	Trim8	Trim8	NM_053100			Trim8			NA
liver_15_5_REP2.mLb.clN_peak_894	chr19	5729267	5729679	+	110	NA	TTS (Znrd2)	-TTS (Znrd2)	193	Fam89b	Fam89b	NM_181452			Fam89b			NA
liver_15_5_REP2.mLb.clN_peak_244	chr18	34247357	34247752	+	109	NA	promoter-TSS (Apc)	-promoter-TSS (Apc)	-25782	Gm10548	Gm10548	NR_040534			Gm10548			NA
liver_15_5_REP2.mLb.clN_peak_808	chr19	4037595	4038072	+	109	NA	promoter-TSS (Gstp1)	-promoter-TSS (Gstp1)	79	Gstp1	Gstp1	NM_013541			Gstp1			NA
liver_15_5_REP2.mLb.clN_peak_1328	chr19	38124620	38125284	+	108	NA	promoter-TSS (Rbp4)	-promoter-TSS (Rbp4)	-141	Rbp4	Rbp4	NM_001159487			Rbp4			NA
liver_15_5_REP2.mLb.clN_peak_18	chr18	4862410	4862691	+	107	NA	Intergenic	Intergenic	50064	Gm10556	Gm10556	NR_045881			Gm10556			NA
liver_15_5_REP2.mLb.clN_peak_1410	chr19	43494583	43495227	+	107	NA	intron (Cnnm1, intron 10 of 10)	-intron (Cnnm1, intron 11 of 11)	29700	Got1	Got1	NM_010324			Got1			NA
liver_15_5_REP2.mLb.clN_peak_1210	chr19	29241549	29242198	+	107	NA	Intergenic	Intergenic	-9930	Jak2	Jak2	NM_001048177			Jak2			NA
liver_15_5_REP2.mLb.clN_peak_1275	chr19	34290173	34291056	+	107	NA	promoter-TSS (Fas)	-promoter-TSS (Fas)	-45	Fas	Fas	NM_007987			Fas			NA
liver_15_5_REP2.mLb.clN_peak_1294	chr19	36452014	36452463	+	106	NA	intron (Pcgf5, intron 9 of 9)	-intron (Pcgf5, intron 9 of 9)	73171	Pcgf5	Pcgf5	NM_001368691			Pcgf5			NA
liver_15_5_REP2.mLb.clN_peak_1249	chr19	32237333	32237884	+	106	NA	intron (Sgms1, intron 4 of 9)	-intron (Sgms1, intron 4 of 9)	-134468	Asah2	Asah2	NM_018830			Asah2			NA
liver_15_5_REP2.mLb.clN_peak_54	chr18	7178601	7179221	+	105	NA	intron (Armc4, intron 18 of 20)	-intron (Armc4, intron 18 of 20)	119025	Armc4	Armc4	NM_001357492			Armc4			NA
liver_15_5_REP2.mLb.clN_peak_1137	chr19	20654240	20654714	+	105	NA	Intergenic	Intergenic	52509	Aldh1a1	Aldh1a1	NM_001361503			Aldh1a1			NA
liver_15_5_REP2.mLb.clN_peak_300	chr18	36328453	36329082	+	105	NA	Intergenic	Intergenic	-20006	Cystm1	Cystm1	NM_001081365			Cystm1			NA
liver_15_5_REP2.mLb.clN_peak_1591	chr19	55192568	55193096	+	105	NA	TTS (Mir6715)	-TTS (Mir6715)	154	Mir6715	Mir6715	NR_106146			Mir6715			NA
liver_15_5_REP2.mLb.clN_peak_347	chr18	38711742	38712289	+	105	NA	Intergenic	Intergenic	-2308	Gm19774	Gm19774	NM_001370889			Gm19774			NA
liver_15_5_REP2.mLb.clN_peak_140	chr18	16808394	16809810	+	105	NA	exon (Cdh2, exon 1 of 16)	-exon (Cdh2, exon 1 of 16)	144	Cdh2	Cdh2	NM_007664			Cdh2			NA
liver_15_5_REP2.mLb.clN_peak_1014	chr19	8928145	8928497	+	104	NA	intron (Rom1, intron 1 of 2)	-intron (Rom1, intron 1 of 2)	1035	Rom1	Rom1	NM_009073			Rom1			NA
liver_15_5_REP2.mLb.clN_peak_154	chr18	20931241	20931870	+	104	NA	Intergenic	Intergenic	-13060	Rnf125	Rnf125	NM_001364973			Rnf125			NA
liver_15_5_REP2.mLb.clN_peak_958	chr19	6986419	6987651	+	104	NA	TTS (Dnajc4)	-TTS (Dnajc4)	616	Vegfb	Vegfb	NM_011697			Vegfb			NA
liver_15_5_REP2.mLb.clN_peak_479	chr18	60977832	60978579	+	103	NA	intron (Camk2a, intron 15 of 17)	-intron (Camk2a, intron 3 of 5)	20132	Mir6982	Mir6982	NR_105948			Mir6982			NA
