PeakID (cmd=annotatePeaks.pl liver_14_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_14_5_REP1.mLb.clN_peak_834	chr19	6951249	6952474	+	178	NA	TTS (Bad)	-TTS (Bad)	10000	Bad	Bad	NM_001285453			Bad			NA
liver_14_5_REP1.mLb.clN_peak_1217	chr19	42752384	42753045	+	178	NA	promoter-TSS (Pyroxd2)	-promoter-TSS (Pyroxd2)	61	Pyroxd2	Pyroxd2	NM_029011			Pyroxd2			NA
liver_14_5_REP1.mLb.clN_peak_1314	chr19	47464127	47464868	+	178	NA	promoter-TSS (Sh3pxd2a)	-promoter-TSS (Sh3pxd2a)	-86	Sh3pxd2a	Sh3pxd2a	NM_001164717			Sh3pxd2a			NA
liver_14_5_REP1.mLb.clN_peak_787	chr19	5875044	5875498	+	177	NA	promoter-TSS (Frmd8)	-promoter-TSS (Frmd8)	-63	Frmd8	Frmd8	NM_026169			Frmd8			NA
liver_14_5_REP1.mLb.clN_peak_845	chr19	7067161	7067809	+	177	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	10717	Macrod1	Macrod1	NM_134147			Macrod1			NA
liver_14_5_REP1.mLb.clN_peak_1156	chr19	38054333	38055170	+	176	NA	promoter-TSS (Cep55)	-promoter-TSS (Cep55)	-290	Cep55	Cep55	NM_028293			Cep55			NA
liver_14_5_REP1.mLb.clN_peak_1040	chr19	29067090	29067454	+	175	NA	promoter-TSS (Gm9895)	-promoter-TSS (Gm9895)	-29	Gm9895	Gm9895	NR_045687			Gm9895			NA
liver_14_5_REP1.mLb.clN_peak_1134	chr19	37009900	37010325	+	175	NA	exon (Btaf1, exon 37 of 38)	-exon (Btaf1, exon 37 of 38)	84033	Btaf1	Btaf1	NM_001080706			Btaf1			NA
liver_14_5_REP1.mLb.clN_peak_431	chr18	62110951	62111431	+	174	NA	Intergenic	Intergenic	68790	Adrb2	Adrb2	NM_007420			Adrb2			NA
liver_14_5_REP1.mLb.clN_peak_411	chr18	61398657	61399649	+	174	NA	intron (Ppargc1b, intron 1 of 12)	-intron (Ppargc1b, intron 1 of 12)	-1253	Mir378a	Mir378a	NR_029879			Mir378a			NA
liver_14_5_REP1.mLb.clN_peak_879	chr19	8837265	8838108	+	173	NA	exon (Bscl2, exon 1 of 12)	-exon (Bscl2, exon 1 of 12)	1560	Gng3	Gng3	NM_010316			Gng3			NA
liver_14_5_REP1.mLb.clN_peak_311	chr18	44555591	44556173	+	173	NA	intron (Mcc, intron 3 of 18)	-intron (Mcc, intron 3 of 18)	-105783	A930012L18Rik	A930012L18Rik	NR_026853			A930012L18Rik			NA
liver_14_5_REP1.mLb.clN_peak_111	chr18	15276770	15277007	+	172	NA	Intergenic	Intergenic	-125442	Kctd1	Kctd1	NM_134112			Kctd1			NA
liver_14_5_REP1.mLb.clN_peak_283	chr18	38248745	38249270	+	172	NA	intron (1700086O06Rik, intron 1 of 3)	-intron (1700086O06Rik, intron 1 of 3)	-1242	Dele1	Dele1	NM_024179			Dele1			NA
liver_14_5_REP1.mLb.clN_peak_399	chr18	60709359	60710271	+	172	NA	intron (Ndst1, intron 2 of 14)	-intron (Ndst1, intron 2 of 14)	38850	Ndst1	Ndst1	NM_001348100			Ndst1			NA
liver_14_5_REP1.mLb.clN_peak_490	chr18	67460548	67461085	+	172	NA	Intergenic	Intergenic	-4033	Prelid3a	Prelid3a	NM_144867			Prelid3a			NA
liver_14_5_REP1.mLb.clN_peak_767	chr19	5637107	5637993	+	171	NA	promoter-TSS (Rela)	-promoter-TSS (Rela)	9	Rela	Rela	NM_001365067			Rela			NA
liver_14_5_REP1.mLb.clN_peak_1132	chr19	36918674	36919758	+	171	NA	exon (Fgfbp3, exon 2 of 2)	-exon (Fgfbp3, exon 2 of 2)	383	Fgfbp3	Fgfbp3	NM_028263			Fgfbp3			NA
liver_14_5_REP1.mLb.clN_peak_371	chr18	56431953	56432402	+	170	NA	promoter-TSS (Gramd3)	-promoter-TSS (Gramd3)	45	Gramd3	Gramd3	NM_001360917			Gramd3			NA
liver_14_5_REP1.mLb.clN_peak_637	chr18	82615419	82615676	+	168	NA	intron (Zfp236, intron 24 of 29)	-intron (Zfp236, intron 25 of 30)	77368	Zfp236	Zfp236	NM_177832			Zfp236			NA
liver_14_5_REP1.mLb.clN_peak_1233	chr19	44069295	44070214	+	168	NA	promoter-TSS (Erlin1)	-promoter-TSS (Erlin1)	-68	Erlin1	Erlin1	NM_145502			Erlin1			NA
liver_14_5_REP1.mLb.clN_peak_557	chr18	75038627	75039120	+	167	NA	intron (Dym, intron 1 of 16)	-intron (Dym, intron 1 of 16)	20109	Dym	Dym	NM_027727			Dym			NA
liver_14_5_REP1.mLb.clN_peak_1010	chr19	24452587	24452833	+	167	NA	intron (Pip5k1b, intron 1 of 14)	-intron (Pip5k1b, intron 1 of 14)	24764	Fam122a	Fam122a	NM_026520			Fam122a			NA
liver_14_5_REP1.mLb.clN_peak_1352	chr19	53788830	53789265	+	167	NA	intron (Rbm20, intron 1 of 13)	-intron (Rbm20, intron 1 of 13)	-103184	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_14_5_REP1.mLb.clN_peak_1372	chr19	55206932	55207805	+	167	NA	intron (Gucy2g, intron 4 of 8)	-intron (Gucy2g, intron 16 of 20)	10204	Gucy2g	Gucy2g	NM_001081076			Gucy2g			NA
liver_14_5_REP1.mLb.clN_peak_1222	chr19	43494844	43495425	+	167	NA	exon (Cnnm1, exon 12 of 12)	-exon (Cnnm1, exon 12 of 12)	29471	Got1	Got1	NM_010324			Got1			NA
liver_14_5_REP1.mLb.clN_peak_191	chr18	32398691	32399108	+	167	NA	intron (Bin1, intron 1 of 18)	-intron (Bin1, intron 1 of 14)	-20615	A830052D11Rik	A830052D11Rik	NR_045403			A830052D11Rik			NA
liver_14_5_REP1.mLb.clN_peak_971	chr19	16992252	16992656	+	167	NA	intron (Prune2, intron 1 of 19)	-intron (Prune2, intron 1 of 19)	36336	Prune2	Prune2	NM_181348			Prune2			NA
liver_14_5_REP1.mLb.clN_peak_699	chr19	4046604	4047058	+	165	NA	Intergenic	Intergenic	-4610	Gstp2	Gstp2	NM_181796			Gstp2			NA
liver_14_5_REP1.mLb.clN_peak_167	chr18	24477365	24478045	+	165	NA	TTS (2700062C07Rik)	-TTS (2700062C07Rik)	6834	2700062C07Rik	2700062C07Rik	NM_026529			2700062C07Rik			NA
liver_14_5_REP1.mLb.clN_peak_1235	chr19	44135444	44136298	+	165	NA	promoter-TSS (Cwf19l1)	-promoter-TSS (Cwf19l1)	-415	Cwf19l1	Cwf19l1	NM_001356578			Cwf19l1			NA
liver_14_5_REP1.mLb.clN_peak_83	chr18	11052134	11053260	+	163	NA	promoter-TSS (Gata6os)	-promoter-TSS (Gata6os)	-130	Gata6os	Gata6os	NR_105023			Gata6os			NA
liver_14_5_REP1.mLb.clN_peak_133	chr18	21144086	21144427	+	163	NA	intron (Garem1, intron 4 of 5)	-intron (Garem1, intron 4 of 5)	71912	Mep1b	Mep1b	NM_008586			Mep1b			NA
liver_14_5_REP1.mLb.clN_peak_675	chr19	3392451	3392700	+	163	NA	intron (Tesmin, intron 2 of 8)	-intron (Tesmin, intron 2 of 8)	3197	Tesmin	Tesmin	NM_001039658			Tesmin			NA
liver_14_5_REP1.mLb.clN_peak_1394	chr19	55925584	55926345	+	162	NA	intron (Tcf7l2, intron 12 of 12)	-intron (Tcf7l2, intron 12 of 12)	184154	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
liver_14_5_REP1.mLb.clN_peak_768	chr19	5648807	5649253	+	162	NA	TTS (Rela)	-TTS (Rela)	11489	Rela	Rela	NM_001365067			Rela			NA
liver_14_5_REP1.mLb.clN_peak_277	chr18	38049725	38049990	+	161	NA	Intergenic	Intergenic	-52283	Arap3	Arap3	NM_139206			Arap3			NA
liver_14_5_REP1.mLb.clN_peak_1103	chr19	33589603	33590108	+	161	NA	intron (Lipo3, intron 1 of 10)	-intron (Lipo3, intron 1 of 10)	456	Lipo3	Lipo3	NM_001013770			Lipo3			NA
liver_14_5_REP1.mLb.clN_peak_761	chr19	5491000	5491607	+	160	NA	intron (Cfl1, intron 1 of 3)	-intron (Cfl1, intron 1 of 3)	848	Cfl1	Cfl1	NM_007687			Cfl1			NA
liver_14_5_REP1.mLb.clN_peak_222	chr18	34887181	34887627	+	160	NA	Intergenic	Intergenic	26197	Egr1	Egr1	NM_007913			Egr1			NA
liver_14_5_REP1.mLb.clN_peak_1082	chr19	32237355	32237726	+	160	NA	intron (Sgms1, intron 4 of 9)	-intron (Sgms1, intron 4 of 9)	-134400	Asah2	Asah2	NM_018830			Asah2			NA
liver_14_5_REP1.mLb.clN_peak_1322	chr19	47854544	47855716	+	160	NA	intron (Gsto1, intron 1 of 5)	-intron (Gsto1, intron 1 of 5)	157	Gsto1	Gsto1	NM_010362			Gsto1			NA
liver_14_5_REP1.mLb.clN_peak_844	chr19	7056374	7057289	+	159	NA	promoter-TSS (Macrod1)	-promoter-TSS (Macrod1)	63	Macrod1	Macrod1	NM_134147			Macrod1			NA
liver_14_5_REP1.mLb.clN_peak_1137	chr19	37178043	37178608	+	159	NA	intron (A330032B11Rik, intron 2 of 2)	-intron (Cpeb3, intron 1 of 10)	4482	A330032B11Rik	A330032B11Rik	NR_045329			A330032B11Rik			NA
liver_14_5_REP1.mLb.clN_peak_678	chr19	3589595	3590104	+	158	NA	intron (Lrp5, intron 21 of 22)	-intron (Lrp5, intron 21 of 22)	-14100	Ppp6r3	Ppp6r3	NM_001360429			Ppp6r3			NA
liver_14_5_REP1.mLb.clN_peak_1021	chr19	25054994	25055337	+	158	NA	intron (Dock8, intron 2 of 47)	-intron (Dock8, intron 2 of 47)	55636	Dock8	Dock8	NM_028785			Dock8			NA
liver_14_5_REP1.mLb.clN_peak_437	chr18	62922065	62922598	+	158	NA	promoter-TSS (Apcdd1)	-promoter-TSS (Apcdd1)	4	Apcdd1	Apcdd1	NM_133237			Apcdd1			NA
liver_14_5_REP1.mLb.clN_peak_1183	chr19	40873086	40873599	+	158	NA	intron (E030044B06Rik, intron 1 of 4)	-intron (E030044B06Rik, intron 1 of 4)	5026	E030044B06Rik	E030044B06Rik	NR_045343			E030044B06Rik			NA
liver_14_5_REP1.mLb.clN_peak_688	chr19	3906802	3907620	+	157	NA	promoter-TSS (Tcirg1)	-promoter-TSS (Tcirg1)	-1981	Tcirg1	Tcirg1	NM_001136091			Tcirg1			NA
liver_14_5_REP1.mLb.clN_peak_255	chr18	36515438	36516125	+	156	NA	promoter-TSS (Hbegf)	-promoter-TSS (Hbegf)	24	Hbegf	Hbegf	NM_010415			Hbegf			NA
liver_14_5_REP1.mLb.clN_peak_673	chr19	3334166	3334838	+	156	NA	intron (Cpt1a, intron 1 of 18)	-intron (Cpt1a, intron 1 of 18)	11201	Cpt1a	Cpt1a	NM_013495			Cpt1a			NA
liver_14_5_REP1.mLb.clN_peak_947	chr19	12501298	12502250	+	156	NA	exon (Dtx4, exon 1 of 9)	-exon (Dtx4, exon 1 of 9)	222	Dtx4	Dtx4	NM_172442			Dtx4			NA
liver_14_5_REP1.mLb.clN_peak_1317	chr19	47531491	47531918	+	156	NA	intron (Stn1, intron 2 of 9)	-intron (Stn1, intron 2 of 9)	5415	Stn1	Stn1	NM_175360			Stn1			NA
liver_14_5_REP1.mLb.clN_peak_16	chr18	4921315	4922527	+	156	NA	Intergenic	Intergenic	109435	Gm10556	Gm10556	NR_045881			Gm10556			NA
liver_14_5_REP1.mLb.clN_peak_989	chr19	20761333	20762238	+	155	NA	Intergenic	Intergenic	-34229	Aldh1a7	Aldh1a7	NM_011921			Aldh1a7			NA
liver_14_5_REP1.mLb.clN_peak_802	chr19	6076767	6077330	+	154	NA	exon (Vps51, exon 1 of 10)	-exon (Vps51, exon 1 of 10)	139	Vps51	Vps51	NM_001081041			Vps51			NA
liver_14_5_REP1.mLb.clN_peak_589	chr18	77794415	77794946	+	154	NA	exon (Pstpip2, exon 1 of 15)	-exon (Pstpip2, exon 1 of 15)	130	Pstpip2	Pstpip2	NM_013831			Pstpip2			NA
liver_14_5_REP1.mLb.clN_peak_777	chr19	5729386	5729723	+	154	NA	TTS (Znrd2)	-TTS (Znrd2)	112	Fam89b	Fam89b	NM_181452			Fam89b			NA
liver_14_5_REP1.mLb.clN_peak_1359	chr19	53887135	53888173	+	153	NA	Intergenic	Intergenic	-4577	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_14_5_REP1.mLb.clN_peak_39	chr18	6275717	6275945	+	153	NA	Intergenic	Intergenic	-34307	Kif5b	Kif5b	NM_008448			Kif5b			NA
liver_14_5_REP1.mLb.clN_peak_238	chr18	35751965	35752627	+	152	NA	Intergenic	Intergenic	-11742	Sting1	Sting1	NM_028261			Sting1			NA
liver_14_5_REP1.mLb.clN_peak_847	chr19	7117793	7118340	+	152	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	-12337	Flrt1	Flrt1	NM_201411			Flrt1			NA
liver_14_5_REP1.mLb.clN_peak_1089	chr19	32438912	32439421	+	152	NA	Intergenic	Intergenic	-46603	Minpp1	Minpp1	NM_010799			Minpp1			NA
liver_14_5_REP1.mLb.clN_peak_1059	chr19	29805075	29805460	+	150	NA	intron (9930021J03Rik, intron 1 of 7)	-intron (9930021J03Rik, intron 1 of 7)	742	9930021J03Rik	9930021J03Rik	NM_172836			9930021J03Rik			NA
liver_14_5_REP1.mLb.clN_peak_698	chr19	4045971	4046261	+	150	NA	Intergenic	Intergenic	-3895	Gstp2	Gstp2	NM_181796			Gstp2			NA
liver_14_5_REP1.mLb.clN_peak_1455	chr19	61151514	61151999	+	150	NA	Intergenic	Intergenic	-10916	Zfp950	Zfp950	NM_001001737			Zfp950			NA
liver_14_5_REP1.mLb.clN_peak_1264	chr19	46044995	46045902	+	150	NA	promoter-TSS (Ldb1)	-promoter-TSS (Ldb1)	-5827	Ldb1	Ldb1	NM_001360336			Ldb1			NA
liver_14_5_REP1.mLb.clN_peak_1146	chr19	37434511	37434949	+	150	NA	promoter-TSS (Hhex)	-promoter-TSS (Hhex)	-111	Hhex	Hhex	NM_008245			Hhex			NA
liver_14_5_REP1.mLb.clN_peak_1085	chr19	32263756	32264077	+	149	NA	intron (Sgms1, intron 2 of 9)	-intron (Sgms1, intron 2 of 9)	124596	Sgms1	Sgms1	NM_001168526			Sgms1			NA
liver_14_5_REP1.mLb.clN_peak_1198	chr19	41807601	41808110	+	149	NA	Intergenic	Intergenic	-5771	Arhgap19	Arhgap19	NM_027667			Arhgap19			NA
liver_14_5_REP1.mLb.clN_peak_653	chr18	84848653	84849561	+	149	NA	Intergenic	Intergenic	-2231	Cyb5a	Cyb5a	NM_001348159			Cyb5a			NA
liver_14_5_REP1.mLb.clN_peak_469	chr18	65220748	65221179	+	149	NA	intron (Mir466p, intron 4 of 6)	-intron (Mir466p, intron 4 of 6)	-27898	Mir122	Mir122	NR_029600			Mir122			NA
liver_14_5_REP1.mLb.clN_peak_898	chr19	9938827	9939311	+	148	NA	Intergenic	Intergenic	-39580	Incenp	Incenp	NM_001369356			Incenp			NA
liver_14_5_REP1.mLb.clN_peak_101	chr18	12862091	12862746	+	148	NA	exon (Osbpl1a, exon 1 of 13)	-exon (Osbpl1a, exon 1 of 13)	-42511	Osbpl1a	Osbpl1a	NR_045524			Osbpl1a			NA
liver_14_5_REP1.mLb.clN_peak_511	chr18	68227594	68227912	+	148	NA	promoter-TSS (Ldlrad4)	-promoter-TSS (Ldlrad4)	33220	Mir7219	Mir7219	NR_106078			Mir7219			NA
liver_14_5_REP1.mLb.clN_peak_1136	chr19	37141560	37141967	+	148	NA	intron (Cpeb3, intron 2 of 10)	-intron (Cpeb3, intron 2 of 10)	-32080	A330032B11Rik	A330032B11Rik	NR_045329			A330032B11Rik			NA
liver_14_5_REP1.mLb.clN_peak_319	chr18	46280486	46281111	+	148	NA	promoter-TSS (Pggt1b)	-promoter-TSS (Pggt1b)	52	Pggt1b	Pggt1b	NM_172627			Pggt1b			NA
liver_14_5_REP1.mLb.clN_peak_497	chr18	67666631	67667141	+	147	NA	exon (Ptpn2, exon 9 of 9)	-exon (Ptpn2, exon 9 of 9)	25299	Psmg2	Psmg2	NM_001368147			Psmg2			NA
liver_14_5_REP1.mLb.clN_peak_1172	chr19	40442417	40442686	+	147	NA	intron (Sorbs1, intron 2 of 28)	-intron (Sorbs1, intron 1 of 22)	71185	Sorbs1	Sorbs1	NM_178362			Sorbs1			NA
liver_14_5_REP1.mLb.clN_peak_159	chr18	24163703	24164144	+	146	NA	Intergenic	Intergenic	-41421	Galnt1	Galnt1	NM_001160404			Galnt1			NA
liver_14_5_REP1.mLb.clN_peak_1301	chr19	46905113	46905659	+	146	NA	intron (Nt5c2, intron 3 of 17)	-intron (Nt5c2, intron 3 of 17)	56965	Nt5c2	Nt5c2	NR_028353			Nt5c2			NA
liver_14_5_REP1.mLb.clN_peak_33	chr18	5908270	5908997	+	146	NA	Intergenic	Intergenic	227465	Arhgap12	Arhgap12	NM_001039692			Arhgap12			NA
liver_14_5_REP1.mLb.clN_peak_1140	chr19	37232677	37232906	+	146	NA	Intergenic	Intergenic	25246	Marchf5	Marchf5	NM_027314			Marchf5			NA
liver_14_5_REP1.mLb.clN_peak_536	chr18	70657199	70657778	+	145	NA	Intergenic	Intergenic	89196	Mbd2	Mbd2	NM_001311071			Mbd2			NA
liver_14_5_REP1.mLb.clN_peak_1120	chr19	36083418	36084044	+	145	NA	promoter-TSS (Rpp30)	-promoter-TSS (Rpp30)	15	Rpp30	Rpp30	NM_019428			Rpp30			NA
liver_14_5_REP1.mLb.clN_peak_1184	chr19	40894455	40895409	+	144	NA	TTS (Mir8092)	-TTS (Mir8092)	227	Zfp518a	Zfp518a	NM_028319			Zfp518a			NA
liver_14_5_REP1.mLb.clN_peak_52	chr18	7692949	7693367	+	143	NA	Intergenic	Intergenic	-85004	Mpp7	Mpp7	NM_001081287			Mpp7			NA
liver_14_5_REP1.mLb.clN_peak_295	chr18	39394602	39394938	+	143	NA	Intergenic	Intergenic	94509	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_14_5_REP1.mLb.clN_peak_715	chr19	4282755	4283357	+	143	NA	promoter-TSS (Ankrd13d)	-promoter-TSS (Ankrd13d)	81	Ankrd13d	Ankrd13d	NM_026720			Ankrd13d			NA
liver_14_5_REP1.mLb.clN_peak_1329	chr19	53032862	53033359	+	142	NA	intron (Xpnpep1, intron 1 of 20)	-intron (Xpnpep1, intron 1 of 19)	5544	Xpnpep1	Xpnpep1	NM_001374834			Xpnpep1			NA
liver_14_5_REP1.mLb.clN_peak_510	chr18	68219140	68220201	+	142	NA	intron (Ldlrad4, intron 3 of 5)	-intron (Ldlrad4, intron 3 of 5)	41303	Mir7219	Mir7219	NR_106078			Mir7219			NA
liver_14_5_REP1.mLb.clN_peak_145	chr18	23709883	23710750	+	142	NA	Intergenic	Intergenic	41989	Gm15972	Gm15972	NR_126066			Gm15972			NA
liver_14_5_REP1.mLb.clN_peak_9	chr18	4352877	4353353	+	142	NA	promoter-TSS (Map3k8)	-promoter-TSS (Map3k8)	-162	Map3k8	Map3k8	NR_157375			Map3k8			NA
liver_14_5_REP1.mLb.clN_peak_855	chr19	7308108	7308707	+	141	NA	intron (Mark2, intron 1 of 17)	-intron (Mark2, intron 1 of 16)	33453	Mark2	Mark2	NM_001080388			Mark2			NA
liver_14_5_REP1.mLb.clN_peak_572	chr18	76034821	76035507	+	141	NA	intron (Zbtb7c, intron 3 of 4)	-intron (Zbtb7c, intron 3 of 4)	63307	2900057B20Rik	2900057B20Rik	NR_045365			2900057B20Rik			NA
liver_14_5_REP1.mLb.clN_peak_379	chr18	56903928	56904683	+	141	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	21210	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_14_5_REP1.mLb.clN_peak_952	chr19	12786004	12786332	+	141	NA	intron (Gm44505, intron 2 of 12)	-intron (Zfp91, intron 2 of 10)	9955	Gm44505	Gm44505	NR_024093			Gm44505			NA
liver_14_5_REP1.mLb.clN_peak_334	chr18	47368862	47369247	+	141	NA	promoter-TSS (Sema6a)	-promoter-TSS (Sema6a)	-186	Sema6a	Sema6a	NM_018744			Sema6a			NA
liver_14_5_REP1.mLb.clN_peak_835	chr19	6969688	6969946	+	140	NA	promoter-TSS (Plcb3)	-promoter-TSS (Plcb3)	-3	Plcb3	Plcb3	NM_001290349			Plcb3			NA
liver_14_5_REP1.mLb.clN_peak_743	chr19	5072021	5072337	+	140	NA	Intergenic	Intergenic	4101	Cd248	Cd248	NM_054042			Cd248			NA
liver_14_5_REP1.mLb.clN_peak_1259	chr19	45802496	45803217	+	140	NA	intron (Kcnip2, intron 1 of 9)	-intron (Kcnip2, intron 1 of 7)	13207	Kcnip2	Kcnip2	NM_030716			Kcnip2			NA
liver_14_5_REP1.mLb.clN_peak_84	chr18	11351896	11352571	+	139	NA	Intergenic	Intergenic	-281043	Rbbp8	Rbbp8	NM_001081223			Rbbp8			NA
liver_14_5_REP1.mLb.clN_peak_1334	chr19	53194032	53194496	+	139	NA	intron (Add3, intron 1 of 15)	-intron (Add3, intron 1 of 14)	50267	Add3	Add3	NM_001164100			Add3			NA
liver_14_5_REP1.mLb.clN_peak_1008	chr19	24274347	24274639	+	138	NA	intron (Fxn, intron 2 of 4)	-intron (Fxn, intron 2 of 4)	6097	Fxn	Fxn	NR_157400			Fxn			NA
liver_14_5_REP1.mLb.clN_peak_1377	chr19	55253381	55254865	+	138	NA	exon (Acsl5, exon 1 of 22)	-exon (Acsl5, exon 1 of 22)	754	Acsl5	Acsl5	NM_027976			Acsl5			NA
liver_14_5_REP1.mLb.clN_peak_1047	chr19	29241528	29242019	+	138	NA	Intergenic	Intergenic	-10030	Jak2	Jak2	NM_001048177			Jak2			NA
liver_14_5_REP1.mLb.clN_peak_105	chr18	13972394	13972818	+	137	NA	exon (Zfp521, exon 1 of 8)	-exon (Zfp521, exon 1 of 8)	127	Zfp521	Zfp521	NM_001360804			Zfp521			NA
liver_14_5_REP1.mLb.clN_peak_94	chr18	12258336	12258756	+	137	NA	intron (Ankrd29, intron 7 of 7)	-intron (Ankrd29, intron 9 of 9)	-22160	Npc1	Npc1	NM_008720			Npc1			NA
liver_14_5_REP1.mLb.clN_peak_1428	chr19	59354999	59355215	+	137	NA	Intergenic	Intergenic	-9327	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
liver_14_5_REP1.mLb.clN_peak_563	chr18	75386161	75386418	+	137	NA	intron (Smad7, intron 3 of 3)	-intron (Smad7, intron 3 of 3)	18924	Smad7	Smad7	NM_001042660			Smad7			NA
liver_14_5_REP1.mLb.clN_peak_1430	chr19	59384660	59385286	+	137	NA	Intergenic	Intergenic	-39193	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
liver_14_5_REP1.mLb.clN_peak_949	chr19	12595559	12596332	+	137	NA	exon (A330040F15Rik, exon 1 of 2)	-exon (A330040F15Rik, exon 1 of 2)	621	A330040F15Rik	A330040F15Rik	NR_015503			A330040F15Rik			NA
liver_14_5_REP1.mLb.clN_peak_14	chr18	4862446	4862686	+	136	NA	Intergenic	Intergenic	50080	Gm10556	Gm10556	NR_045881			Gm10556			NA
liver_14_5_REP1.mLb.clN_peak_344	chr18	50052959	50053760	+	136	NA	promoter-TSS (Tnfaip8)	-promoter-TSS (Tnfaip8)	77	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
liver_14_5_REP1.mLb.clN_peak_567	chr18	75503534	75503874	+	136	NA	intron (Ctif, intron 9 of 11)	-intron (Ctif, intron 9 of 11)	-10941	Gm10532	Gm10532	NR_045879			Gm10532			NA
liver_14_5_REP1.mLb.clN_peak_1173	chr19	40489223	40489793	+	136	NA	intron (Sorbs1, intron 1 of 28)	-intron (Sorbs1, intron 2 of 23)	24228	Sorbs1	Sorbs1	NM_178362			Sorbs1			NA
liver_14_5_REP1.mLb.clN_peak_1187	chr19	40999443	40999924	+	136	NA	Intergenic	Intergenic	-5462	Blnk	Blnk	NM_001365054			Blnk			NA
liver_14_5_REP1.mLb.clN_peak_580	chr18	77608381	77608972	+	136	NA	Intergenic	Intergenic	-43540	Rnf165	Rnf165	NM_001164504			Rnf165			NA
liver_14_5_REP1.mLb.clN_peak_1319	chr19	47560635	47560933	+	135	NA	Intergenic	Intergenic	-19235	Slk	Slk	NM_001164639			Slk			NA
liver_14_5_REP1.mLb.clN_peak_389	chr18	59423102	59423654	+	135	NA	Intergenic	Intergenic	-156252	Mir6355	Mir6355	NR_105773			Mir6355			NA
liver_14_5_REP1.mLb.clN_peak_1023	chr19	25382044	25382689	+	135	NA	intron (Kank1, intron 4 of 13)	-intron (Kank1, intron 4 of 12)	-123340	Dmrt1	Dmrt1	NM_015826			Dmrt1			NA
liver_14_5_REP1.mLb.clN_peak_561	chr18	75342597	75343204	+	133	NA	Intergenic	Intergenic	24188	Gm20544	Gm20544	NR_155535			Gm20544			NA
liver_14_5_REP1.mLb.clN_peak_1007	chr19	24271429	24271954	+	132	NA	intron (Fxn, intron 3 of 4)	-intron (Fxn, intron 3 of 4)	8899	Fxn	Fxn	NR_157400			Fxn			NA
liver_14_5_REP1.mLb.clN_peak_928	chr19	10937224	10937508	+	132	NA	intron (Ptgdr2, intron 1 of 2)	-intron (Ptgdr2, intron 1 of 2)	206	Ptgdr2	Ptgdr2	NM_009962			Ptgdr2			NA
liver_14_5_REP1.mLb.clN_peak_1147	chr19	37435485	37435897	+	132	NA	intron (Hhex, intron 1 of 3)	-intron (Hhex, intron 1 of 3)	850	Hhex	Hhex	NM_008245			Hhex			NA
liver_14_5_REP1.mLb.clN_peak_1453	chr19	60994319	60994569	+	131	NA	intron (Grk5, intron 2 of 15)	-intron (Grk5, intron 2 of 15)	104695	Grk5	Grk5	NM_018869			Grk5			NA
liver_14_5_REP1.mLb.clN_peak_697	chr19	4037618	4038159	+	131	NA	promoter-TSS (Gstp1)	-promoter-TSS (Gstp1)	24	Gstp1	Gstp1	NM_013541			Gstp1			NA
liver_14_5_REP1.mLb.clN_peak_634	chr18	82569664	82569913	+	131	NA	intron (Mbp, intron 2 of 5)	-intron (Mbp, intron 2 of 6)	94665	Mbp	Mbp	NM_001025245			Mbp			NA
liver_14_5_REP1.mLb.clN_peak_526	chr18	70064264	70064559	+	131	NA	intron (Rab27b, intron 2 of 6)	-intron (Rab27b, intron 2 of 6)	-10823	Rab27b	Rab27b	NM_001082553			Rab27b			NA
liver_14_5_REP1.mLb.clN_peak_640	chr18	82681369	82681746	+	131	NA	intron (Zfp236, intron 2 of 29)	-intron (Zfp236, intron 2 of 30)	11358	Zfp236	Zfp236	NM_177832			Zfp236			NA
liver_14_5_REP1.mLb.clN_peak_463	chr18	64660823	64661428	+	130	NA	promoter-TSS (Atp8b1)	-promoter-TSS (Atp8b1)	-125	Atp8b1	Atp8b1	NM_001001488			Atp8b1			NA
liver_14_5_REP1.mLb.clN_peak_773	chr19	5704371	5705427	+	130	NA	intron (Kcnk7, intron 1 of 2)	-intron (Kcnk7, intron 1 of 2)	428	Kcnk7	Kcnk7	NM_010609			Kcnk7			NA
