PeakID (cmd=annotatePeaks.pl kidney_15_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_15_5_REP1.mLb.clN_peak_579	chr18	35841441	35841836	+	59	NA	intron (Cxxc5, intron 1 of 2)	-intron (Cxxc5, intron 1 of 2)	11850	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_15_5_REP1.mLb.clN_peak_2223	chr19	24847760	24848590	+	59	NA	intron (Pgm5, intron 1 of 10)	-intron (Pgm5, intron 1 of 10)	13667	Pgm5	Pgm5	NM_175013			Pgm5			NA
kidney_15_5_REP1.mLb.clN_peak_1524	chr18	80855189	80855530	+	59	NA	intron (Atp9b, intron 8 of 28)	-intron (Atp9b, intron 8 of 29)	78699	Atp9b	Atp9b	NM_015805			Atp9b			NA
kidney_15_5_REP1.mLb.clN_peak_2033	chr19	12708534	12708794	+	59	NA	intron (Keg1, intron 1 of 5)	-intron (Keg1, intron 1 of 5)	12874	Keg1	Keg1	NM_029550			Keg1			NA
kidney_15_5_REP1.mLb.clN_peak_1259	chr18	69469328	69469729	+	59	NA	intron (Tcf4, intron 5 of 19)	-intron (Tcf4, intron 5 of 19)	125036	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_15_5_REP1.mLb.clN_peak_2395	chr19	34474778	34475592	+	59	NA	promoter-TSS (Ch25h)	-promoter-TSS (Ch25h)	-37	Ch25h	Ch25h	NM_009890			Ch25h			NA
kidney_15_5_REP1.mLb.clN_peak_2829	chr19	54407918	54408323	+	59	NA	Intergenic	Intergenic	362861	Adra2a	Adra2a	NM_007417			Adra2a			NA
kidney_15_5_REP1.mLb.clN_peak_828	chr18	47568407	47568798	+	59	NA	intron (Gm5095, intron 1 of 5)	-intron (Gm5095, intron 1 of 5)	30867	Gm5095	Gm5095	NR_033454			Gm5095			NA
kidney_15_5_REP1.mLb.clN_peak_1535	chr18	81321975	81322346	+	58	NA	Intergenic	Intergenic	-335139	Sall3	Sall3	NM_001369133			Sall3			NA
kidney_15_5_REP1.mLb.clN_peak_1431	chr18	76703078	76703800	+	58	NA	Intergenic	Intergenic	-152966	Skor2	Skor2	NM_001109743			Skor2			NA
kidney_15_5_REP1.mLb.clN_peak_2888	chr19	56919741	56920075	+	58	NA	intron (Afap1l2, intron 13 of 20)	-intron (Afap1l2, intron 12 of 19)	45492	Vwa2	Vwa2	NM_172840			Vwa2			NA
kidney_15_5_REP1.mLb.clN_peak_2016	chr19	11800633	11800909	+	58	NA	intron (Stx3, intron 2 of 11)	-intron (Stx3, intron 2 of 10)	18632	Stx3	Stx3	NM_001025307			Stx3			NA
kidney_15_5_REP1.mLb.clN_peak_138	chr18	10413543	10413866	+	58	NA	intron (Greb1l, intron 1 of 32)	-intron (Greb1l, intron 1 of 32)	88525	Greb1l	Greb1l	NM_001083628			Greb1l			NA
kidney_15_5_REP1.mLb.clN_peak_772	chr18	44575607	44576103	+	58	NA	intron (Mcc, intron 3 of 18)	-intron (Mcc, intron 3 of 18)	-85810	A930012L18Rik	A930012L18Rik	NR_026853			A930012L18Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1964	chr19	10277423	10278127	+	58	NA	intron (Dagla, intron 1 of 19)	-intron (Dagla, intron 1 of 19)	27102	Dagla	Dagla	NM_198114			Dagla			NA
kidney_15_5_REP1.mLb.clN_peak_481	chr18	32139035	32139854	+	58	NA	intron (Proc, intron 1 of 8)	-intron (Proc, intron 1 of 8)	-1239	Proc	Proc	NM_001042767			Proc			NA
kidney_15_5_REP1.mLb.clN_peak_1749	chr19	5059020	5059585	+	58	NA	Intergenic	Intergenic	8487	Rin1	Rin1	NM_001374052			Rin1			NA
kidney_15_5_REP1.mLb.clN_peak_993	chr18	57563002	57563458	+	58	NA	intron (Ccdc192, intron 2 of 6)	-intron (Ccdc192, intron 2 of 5)	-11363	4930511M06Rik	4930511M06Rik	NR_027945			4930511M06Rik			NA
kidney_15_5_REP1.mLb.clN_peak_679	chr18	38654685	38655102	+	58	NA	Intergenic	Intergenic	-53546	Spry4	Spry4	NM_011898			Spry4			NA
kidney_15_5_REP1.mLb.clN_peak_2132	chr19	20601695	20602037	+	57	NA	promoter-TSS (Aldh1a1)	-promoter-TSS (Aldh1a1)	-102	Aldh1a1	Aldh1a1	NM_001361503			Aldh1a1			NA
kidney_15_5_REP1.mLb.clN_peak_2060	chr19	15835953	15836888	+	57	NA	Intergenic	Intergenic	88639	Psat1	Psat1	NM_177420			Psat1			NA
kidney_15_5_REP1.mLb.clN_peak_113	chr18	8872282	8872712	+	57	NA	Intergenic	Intergenic	-340359	Fzd8	Fzd8	NM_008058			Fzd8			NA
kidney_15_5_REP1.mLb.clN_peak_2948	chr19	59399906	59400667	+	57	NA	Intergenic	Intergenic	-54506	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
kidney_15_5_REP1.mLb.clN_peak_1723	chr19	4485275	4485895	+	57	NA	Intergenic	Intergenic	-8442	Syt12	Syt12	NM_134164			Syt12			NA
kidney_15_5_REP1.mLb.clN_peak_1281	chr18	70375717	70376108	+	57	NA	Intergenic	Intergenic	-96542	Stard6	Stard6	NM_001289648			Stard6			NA
kidney_15_5_REP1.mLb.clN_peak_662	chr18	38255744	38256046	+	57	NA	intron (Dele1, intron 7 of 12)	-intron (Dele1, intron 7 of 12)	-5330	1700086O06Rik	1700086O06Rik	NR_027904			1700086O06Rik			NA
kidney_15_5_REP1.mLb.clN_peak_668	chr18	38380091	38380669	+	57	NA	Intergenic	Intergenic	-38527	Ndfip1	Ndfip1	NM_022996			Ndfip1			NA
kidney_15_5_REP1.mLb.clN_peak_542	chr18	34720080	34720495	+	57	NA	promoter-TSS (Gfra3)	-promoter-TSS (Gfra3)	100	Gfra3	Gfra3	NM_010280			Gfra3			NA
kidney_15_5_REP1.mLb.clN_peak_2427	chr19	36470116	36470351	+	57	NA	Intergenic	Intergenic	-84406	Hectd2	Hectd2	NM_172637			Hectd2			NA
kidney_15_5_REP1.mLb.clN_peak_2369	chr19	32498158	32498411	+	57	NA	intron (Minpp1, intron 3 of 4)	-intron (Minpp1, intron 3 of 4)	12515	Minpp1	Minpp1	NM_010799			Minpp1			NA
kidney_15_5_REP1.mLb.clN_peak_2183	chr19	23447471	23448443	+	57	NA	intron (Mamdc2, intron 1 of 13)	-intron (Mamdc2, intron 1 of 13)	365	Mamdc2	Mamdc2	NM_174857			Mamdc2			NA
kidney_15_5_REP1.mLb.clN_peak_339	chr18	22045641	22046266	+	57	NA	intron (Ccdc178, intron 14 of 22)	-intron (Ccdc178, intron 14 of 22)	125443	Ccdc178	Ccdc178	NM_027616			Ccdc178			NA
kidney_15_5_REP1.mLb.clN_peak_705	chr18	39236593	39237140	+	57	NA	intron (Arhgap26, intron 14 of 22)	-intron (Arhgap26, intron 14 of 21)	243721	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
kidney_15_5_REP1.mLb.clN_peak_51	chr18	5007798	5008272	+	57	NA	Intergenic	Intergenic	-38554	Svil	Svil	NM_153153			Svil			NA
kidney_15_5_REP1.mLb.clN_peak_2240	chr19	25505946	25506481	+	57	NA	intron (Dmrt1, intron 1 of 4)	-intron (Dmrt1, intron 1 of 4)	507	Dmrt1	Dmrt1	NM_015826			Dmrt1			NA
kidney_15_5_REP1.mLb.clN_peak_2182	chr19	23401676	23402038	+	57	NA	intron (Mamdc2, intron 2 of 13)	-intron (Mamdc2, intron 2 of 13)	46465	Mamdc2	Mamdc2	NM_174857			Mamdc2			NA
kidney_15_5_REP1.mLb.clN_peak_1985	chr19	10602692	10603058	+	57	NA	intron (Tkfc, intron 1 of 16)	-intron (Tkfc, intron 1 of 16)	1383	Tkfc	Tkfc	NM_145496			Tkfc			NA
kidney_15_5_REP1.mLb.clN_peak_2063	chr19	15941077	15941803	+	57	NA	Intergenic	Intergenic	-16381	Psat1	Psat1	NM_177420			Psat1			NA
kidney_15_5_REP1.mLb.clN_peak_474	chr18	31879645	31880058	+	56	NA	intron (Wdr33, intron 9 of 21)	-intron (Wdr33, intron 9 of 21)	32052	Sft2d3	Sft2d3	NM_026006			Sft2d3			NA
kidney_15_5_REP1.mLb.clN_peak_2757	chr19	50439898	50440332	+	56	NA	intron (Sorcs1, intron 2 of 25)	-intron (Sorcs1, intron 2 of 25)	238531	Sorcs1	Sorcs1	NM_001360457			Sorcs1			NA
kidney_15_5_REP1.mLb.clN_peak_2086	chr19	17078335	17079210	+	56	NA	intron (Prune2, intron 6 of 19)	-intron (Prune2, intron 6 of 19)	122654	Prune2	Prune2	NM_181348			Prune2			NA
kidney_15_5_REP1.mLb.clN_peak_667	chr18	38367186	38367479	+	56	NA	Intergenic	Intergenic	-28339	Gnpda1	Gnpda1	NM_011937			Gnpda1			NA
kidney_15_5_REP1.mLb.clN_peak_2288	chr19	28686336	28686847	+	56	NA	intron (D930032P07Rik, intron 1 of 4)	-intron (D930032P07Rik, intron 1 of 4)	-6514	Glis3	Glis3	NM_001305671			Glis3			NA
kidney_15_5_REP1.mLb.clN_peak_395	chr18	25025496	25026622	+	56	NA	intron (Fhod3, intron 12 of 26)	-intron (Fhod3, intron 10 of 24)	142818	Tpgs2	Tpgs2	NM_001004361			Tpgs2			NA
kidney_15_5_REP1.mLb.clN_peak_342	chr18	22393701	22394158	+	56	NA	intron (Asxl3, intron 3 of 12)	-intron (Asxl3, intron 3 of 12)	48840	Asxl3	Asxl3	NM_001167777			Asxl3			NA
kidney_15_5_REP1.mLb.clN_peak_1133	chr18	64013832	64014085	+	56	NA	Intergenic	Intergenic	-240401	St8sia3	St8sia3	NM_009182			St8sia3			NA
kidney_15_5_REP1.mLb.clN_peak_195	chr18	12925737	12926067	+	56	NA	intron (Osbpl1a, intron 4 of 27)	-intron (Osbpl1a, intron 4 of 27)	-46021	Impact	Impact	NM_001357396			Impact			NA
kidney_15_5_REP1.mLb.clN_peak_509	chr18	33741745	33742220	+	56	NA	Intergenic	Intergenic	-52910	Epb41l4aos	Epb41l4aos	NR_038151			Epb41l4aos			NA
kidney_15_5_REP1.mLb.clN_peak_1548	chr18	82625840	82626170	+	56	NA	intron (Zfp236, intron 18 of 29)	-intron (Zfp236, intron 19 of 30)	66910	Zfp236	Zfp236	NM_177832			Zfp236			NA
kidney_15_5_REP1.mLb.clN_peak_1206	chr18	67311993	67312409	+	56	NA	intron (Impa2, intron 5 of 7)	-intron (Impa2, intron 5 of 7)	22954	Impa2	Impa2	NM_053261			Impa2			NA
kidney_15_5_REP1.mLb.clN_peak_2696	chr19	47137834	47138347	+	56	NA	exon (Calhm2, exon 1 of 3)	-exon (Calhm2, exon 1 of 3)	204	Calhm2	Calhm2	NM_133746			Calhm2			NA
kidney_15_5_REP1.mLb.clN_peak_2870	chr19	56029508	56030113	+	56	NA	Intergenic	Intergenic	-258102	Habp2	Habp2	NM_001329935			Habp2			NA
kidney_15_5_REP1.mLb.clN_peak_1966	chr19	10296457	10297383	+	56	NA	intron (Dagla, intron 1 of 19)	-intron (Dagla, intron 1 of 19)	7957	Dagla	Dagla	NM_198114			Dagla			NA
kidney_15_5_REP1.mLb.clN_peak_2471	chr19	38096881	38097387	+	56	NA	promoter-TSS (Ffar4)	-promoter-TSS (Ffar4)	55	Ffar4	Ffar4	NM_181748			Ffar4			NA
kidney_15_5_REP1.mLb.clN_peak_177	chr18	12135504	12135896	+	56	NA	intron (Riok3, intron 1 of 12)	-intron (Riok3, intron 1 of 12)	6850	Riok3	Riok3	NM_024182			Riok3			NA
kidney_15_5_REP1.mLb.clN_peak_2091	chr19	17336722	17337149	+	55	NA	intron (Gcnt1, intron 1 of 2)	-intron (Gcnt1, intron 1 of 2)	19732	Gcnt1	Gcnt1	NM_173442			Gcnt1			NA
kidney_15_5_REP1.mLb.clN_peak_1178	chr18	65924785	65925397	+	55	NA	Intergenic	Intergenic	13998	Rax	Rax	NM_013833			Rax			NA
kidney_15_5_REP1.mLb.clN_peak_1860	chr19	6969521	6970300	+	55	NA	promoter-TSS (Plcb3)	-promoter-TSS (Plcb3)	-96	Plcb3	Plcb3	NM_001290349			Plcb3			NA
kidney_15_5_REP1.mLb.clN_peak_1364	chr18	74821695	74822661	+	55	NA	Intergenic	Intergenic	42966	Acaa2	Acaa2	NM_177470			Acaa2			NA
kidney_15_5_REP1.mLb.clN_peak_1826	chr19	6278183	6278465	+	55	NA	intron (Ehd1, intron 1 of 4)	-intron (Ehd1, intron 1 of 4)	1428	Ehd1	Ehd1	NM_010119			Ehd1			NA
kidney_15_5_REP1.mLb.clN_peak_822	chr18	47366387	47367018	+	55	NA	intron (Sema6a, intron 1 of 18)	-intron (Sema6a, intron 1 of 17)	2166	Sema6a	Sema6a	NM_018744			Sema6a			NA
kidney_15_5_REP1.mLb.clN_peak_2069	chr19	16063965	16064526	+	55	NA	Intergenic	Intergenic	-68439	Gnaq	Gnaq	NM_008139			Gnaq			NA
kidney_15_5_REP1.mLb.clN_peak_223	chr18	14502787	14503203	+	55	NA	Intergenic	Intergenic	179919	Ss18	Ss18	NM_001161371			Ss18			NA
kidney_15_5_REP1.mLb.clN_peak_2179	chr19	23342728	23343051	+	55	NA	intron (Mamdc2, intron 9 of 13)	-intron (Mamdc2, intron 9 of 13)	-68992	Smc5	Smc5	NM_153808			Smc5			NA
kidney_15_5_REP1.mLb.clN_peak_1731	chr19	4719394	4719711	+	55	NA	intron (Sptbn2, intron 2 of 36)	-intron (Sptbn2, intron 2 of 36)	8344	Sptbn2	Sptbn2	NM_021287			Sptbn2			NA
kidney_15_5_REP1.mLb.clN_peak_821	chr18	47341928	47342239	+	55	NA	intron (Sema6a, intron 1 of 18)	-intron (Sema6a, intron 1 of 17)	26785	Sema6a	Sema6a	NM_018744			Sema6a			NA
kidney_15_5_REP1.mLb.clN_peak_1008	chr18	58204337	58204730	+	55	NA	intron (Fbn2, intron 2 of 64)	-intron (Fbn2, intron 2 of 64)	5393	Fbn2	Fbn2	NM_010181			Fbn2			NA
kidney_15_5_REP1.mLb.clN_peak_1654	chr18	89289018	89289287	+	55	NA	Intergenic	Intergenic	91725	Cd226	Cd226	NM_001039149			Cd226			NA
kidney_15_5_REP1.mLb.clN_peak_634	chr18	37755959	37756307	+	55	NA	exon (Pcdhga11, exon 1 of 4)	-exon (Pcdhga11, exon 1 of 4)	360	Pcdhga11	Pcdhga11	NM_033594			Pcdhga11			NA
kidney_15_5_REP1.mLb.clN_peak_706	chr18	39240688	39241233	+	55	NA	intron (Arhgap26, intron 14 of 22)	-intron (Arhgap26, intron 14 of 21)	247815	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
kidney_15_5_REP1.mLb.clN_peak_1941	chr19	9066070	9066440	+	55	NA	intron (Ahnak, intron 6 of 6)	-intron (Ahnak, intron 5 of 5)	21701	Scgb1a1	Scgb1a1	NM_011681			Scgb1a1			NA
kidney_15_5_REP1.mLb.clN_peak_980	chr18	56809999	56810365	+	55	NA	intron (Marchf3, intron 2 of 4)	-intron (Marchf3, intron 2 of 4)	102369	Lmnb1	Lmnb1	NM_010721			Lmnb1			NA
kidney_15_5_REP1.mLb.clN_peak_2605	chr19	44671723	44672509	+	55	NA	Intergenic	Intergenic	-84790	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_15_5_REP1.mLb.clN_peak_261	chr18	15753478	15753984	+	55	NA	intron (Chst9, intron 1 of 4)	-intron (Chst9, intron 1 of 5)	6426	Chst9	Chst9	NM_199055			Chst9			NA
kidney_15_5_REP1.mLb.clN_peak_609	chr18	36416549	36416904	+	55	NA	intron (Pfdn1, intron 3 of 3)	-intron (Pfdn1, intron 3 of 3)	37769	Pfdn1	Pfdn1	NM_026027			Pfdn1			NA
kidney_15_5_REP1.mLb.clN_peak_2164	chr19	22692597	22693123	+	55	NA	intron (Trpm3, intron 1 of 8)	-intron (Trpm3, intron 1 of 24)	-57745	Mir204	Mir204	NR_029591			Mir204			NA
kidney_15_5_REP1.mLb.clN_peak_1241	chr18	68794411	68794887	+	55	NA	Intergenic	Intergenic	55249	Mir6356	Mir6356	NR_105774			Mir6356			NA
kidney_15_5_REP1.mLb.clN_peak_2194	chr19	23959840	23960765	+	54	NA	Intergenic	Intergenic	70717	Fam189a2	Fam189a2	NM_001114174			Fam189a2			NA
kidney_15_5_REP1.mLb.clN_peak_1910	chr19	8617848	8618404	+	54	NA	exon (Slc22a6, exon 1 of 10)	-exon (Slc22a6, exon 1 of 10)	130	Slc22a6	Slc22a6	NM_008766			Slc22a6			NA
kidney_15_5_REP1.mLb.clN_peak_2916	chr19	57803234	57803502	+	54	NA	intron (Atrnl1, intron 26 of 28)	-intron (Atrnl1, intron 26 of 28)	192334	Atrnl1	Atrnl1	NM_181415			Atrnl1			NA
kidney_15_5_REP1.mLb.clN_peak_324	chr18	21625272	21625952	+	54	NA	intron (Klhl14, intron 2 of 8)	-intron (Klhl14, intron 2 of 8)	-25953	4930426D05Rik	4930426D05Rik	NM_001271580			4930426D05Rik			NA
kidney_15_5_REP1.mLb.clN_peak_594	chr18	35964771	35965311	+	54	NA	exon (Psd2, exon 1 of 15)	-exon (Psd2, exon 1 of 15)	211	Psd2	Psd2	NR_110349			Psd2			NA
kidney_15_5_REP1.mLb.clN_peak_1682	chr19	3767592	3767852	+	54	NA	exon (Kmt5b, exon 1 of 14)	-exon (Kmt5b, exon 1 of 14)	301	Kmt5b	Kmt5b	NM_001167886			Kmt5b			NA
kidney_15_5_REP1.mLb.clN_peak_2859	chr19	55742577	55743083	+	54	NA	exon (Tcf7l2, exon 2 of 15)	-exon (Tcf7l2, exon 2 of 15)	1020	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
kidney_15_5_REP1.mLb.clN_peak_2954	chr19	59684560	59684816	+	54	NA	Intergenic	Intergenic	191552	2700089I24Rik	2700089I24Rik	NR_045308			2700089I24Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2141	chr19	21167091	21167327	+	54	NA	Intergenic	Intergenic	62499	4930554I06Rik	4930554I06Rik	NR_126458			4930554I06Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2422	chr19	36207842	36208127	+	54	NA	Intergenic	Intergenic	-88140	Ankrd1	Ankrd1	NM_013468			Ankrd1			NA
kidney_15_5_REP1.mLb.clN_peak_2875	chr19	56422890	56423237	+	54	NA	intron (Casp7, intron 2 of 6)	-intron (Casp7, intron 2 of 6)	25934	Casp7	Casp7	NM_007611			Casp7			NA
kidney_15_5_REP1.mLb.clN_peak_2137	chr19	21036650	21037637	+	54	NA	Intergenic	Intergenic	-67567	4930554I06Rik	4930554I06Rik	NR_126458			4930554I06Rik			NA
kidney_15_5_REP1.mLb.clN_peak_942	chr18	54906734	54907130	+	54	NA	intron (Zfp608, intron 2 of 8)	-intron (Zfp608, intron 2 of 8)	83248	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_15_5_REP1.mLb.clN_peak_836	chr18	47961551	47961863	+	54	NA	intron (G630055G22Rik, intron 2 of 3)	-intron (G630055G22Rik, intron 2 of 3)	38866	G630055G22Rik	G630055G22Rik	NR_045404			G630055G22Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1773	chr19	5560651	5561049	+	53	NA	promoter-TSS (Ovol1)	-promoter-TSS (Ovol1)	-275	Ovol1	Ovol1	NM_019935			Ovol1			NA
kidney_15_5_REP1.mLb.clN_peak_1918	chr19	8770982	8771234	+	53	NA	TTS (Nxf1)	-TTS (Nxf1)	112	Tmem223	Tmem223	NM_025791			Tmem223			NA
kidney_15_5_REP1.mLb.clN_peak_1710	chr19	4222179	4222670	+	53	NA	exon (Clcf1, exon 4 of 4)	-exon (Clcf1, exon 4 of 4)	8186	Clcf1	Clcf1	NM_001310038			Clcf1			NA
kidney_15_5_REP1.mLb.clN_peak_488	chr18	32414167	32414771	+	53	NA	intron (Bin1, intron 6 of 14)	-intron (Bin1, intron 6 of 14)	-36185	A830052D11Rik	A830052D11Rik	NR_045403			A830052D11Rik			NA
kidney_15_5_REP1.mLb.clN_peak_174	chr18	12102083	12102405	+	53	NA	intron (Tmem241, intron 4 of 15)	-intron (Tmem241, intron 4 of 14)	19293	Tmem241	Tmem241	NM_178801			Tmem241			NA
kidney_15_5_REP1.mLb.clN_peak_982	chr18	56886545	56886789	+	53	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	38848	Marchf3	Marchf3	NM_001374227			Marchf3			NA
kidney_15_5_REP1.mLb.clN_peak_2068	chr19	16028920	16029522	+	53	NA	Intergenic	Intergenic	44146	C130060C02Rik	C130060C02Rik	NR_045355			C130060C02Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2671	chr19	46503696	46504072	+	53	NA	intron (Trim8, intron 1 of 5)	-intron (Trim8, intron 1 of 5)	2236	Trim8	Trim8	NM_053100			Trim8			NA
kidney_15_5_REP1.mLb.clN_peak_1418	chr18	76084181	76084921	+	53	NA	intron (Zbtb7c, intron 1 of 2)	-intron (Zbtb7c, intron 1 of 2)	13920	2900057B20Rik	2900057B20Rik	NR_045365			2900057B20Rik			NA
kidney_15_5_REP1.mLb.clN_peak_633	chr18	37742041	37742454	+	53	NA	exon (Pcdhgb6, exon 1 of 4)	-exon (Pcdhgb6, exon 1 of 4)	153	Pcdhgb6	Pcdhgb6	NM_033578			Pcdhgb6			NA
kidney_15_5_REP1.mLb.clN_peak_2918	chr19	57988669	57988995	+	53	NA	intron (Atrnl1, intron 27 of 28)	-intron (Atrnl1, intron 27 of 28)	-62335	Mir5623	Mir5623	NR_049196			Mir5623			NA
kidney_15_5_REP1.mLb.clN_peak_2280	chr19	28395315	28395787	+	53	NA	intron (Glis3, intron 4 of 10)	-intron (Glis3, intron 3 of 9)	-282673	D930032P07Rik	D930032P07Rik	NR_045330			D930032P07Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1681	chr19	3744195	3744670	+	53	NA	Intergenic	Intergenic	-22989	Kmt5b	Kmt5b	NM_001167886			Kmt5b			NA
kidney_15_5_REP1.mLb.clN_peak_2191	chr19	23864031	23864305	+	53	NA	intron (Apba1, intron 1 of 12)	-intron (Apba1, intron 1 of 12)	105292	Apba1	Apba1	NM_177034			Apba1			NA
kidney_15_5_REP1.mLb.clN_peak_2410	chr19	34859929	34860413	+	53	NA	intron (Pank1, intron 1 of 6)	-intron (Pank1, intron 1 of 6)	17746	Pank1	Pank1	NM_001114339			Pank1			NA
kidney_15_5_REP1.mLb.clN_peak_1365	chr18	74823441	74824143	+	53	NA	Intergenic	Intergenic	44580	Acaa2	Acaa2	NM_177470			Acaa2			NA
kidney_15_5_REP1.mLb.clN_peak_580	chr18	35848046	35848464	+	53	NA	intron (Cxxc5, intron 1 of 2)	-intron (Cxxc5, intron 1 of 2)	18467	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_15_5_REP1.mLb.clN_peak_686	chr18	38804269	38804728	+	53	NA	Intergenic	Intergenic	-87958	Gm5820	Gm5820	NM_001033789			Gm5820			NA
kidney_15_5_REP1.mLb.clN_peak_28	chr18	4336511	4336803	+	53	NA	intron (Map3k8, intron 4 of 6)	-intron (Map3k8, intron 5 of 7)	16296	Map3k8	Map3k8	NR_157375			Map3k8			NA
kidney_15_5_REP1.mLb.clN_peak_1051	chr18	60680771	60681201	+	53	NA	Intergenic	Intergenic	17576	G630071F17Rik	G630071F17Rik	NR_045401			G630071F17Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2814	chr19	53792016	53792678	+	53	NA	intron (Rbm20, intron 1 of 13)	-intron (Rbm20, intron 1 of 13)	-99884	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
kidney_15_5_REP1.mLb.clN_peak_2836	chr19	55137925	55138162	+	52	NA	Intergenic	Intergenic	-38566	Gpam	Gpam	NM_001356285			Gpam			NA
kidney_15_5_REP1.mLb.clN_peak_2920	chr19	58094707	58095354	+	52	NA	intron (Atrnl1, intron 28 of 28)	-intron (Atrnl1, intron 28 of 28)	43863	Mir5623	Mir5623	NR_049196			Mir5623			NA
kidney_15_5_REP1.mLb.clN_peak_892	chr18	52749858	52750088	+	52	NA	Intergenic	Intergenic	-17838	Sncaip	Sncaip	NM_001199151			Sncaip			NA
kidney_15_5_REP1.mLb.clN_peak_858	chr18	49778628	49778933	+	52	NA	Intergenic	Intergenic	-23179	Dtwd2	Dtwd2	NM_026854			Dtwd2			NA
kidney_15_5_REP1.mLb.clN_peak_2045	chr19	14502342	14502837	+	52	NA	intron (Tle4, intron 8 of 19)	-intron (Tle4, intron 8 of 19)	-64083	Rnu6	Rnu6	NR_003027			Rnu6			NA
kidney_15_5_REP1.mLb.clN_peak_1293	chr18	70610876	70611150	+	52	NA	intron (Mbd2, intron 3 of 6)	-intron (Mbd2, intron 3 of 6)	42721	Mbd2	Mbd2	NM_001311071			Mbd2			NA
kidney_15_5_REP1.mLb.clN_peak_37	chr18	4689773	4690151	+	52	NA	Intergenic	Intergenic	55033	Jcad	Jcad	NM_001081963			Jcad			NA
kidney_15_5_REP1.mLb.clN_peak_710	chr18	39380241	39380886	+	52	NA	Intergenic	Intergenic	108716	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
kidney_15_5_REP1.mLb.clN_peak_1463	chr18	78138076	78138588	+	52	NA	intron (Slc14a1, intron 1 of 8)	-intron (Slc14a1, intron 1 of 8)	-14906	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
kidney_15_5_REP1.mLb.clN_peak_459	chr18	30769909	30770152	+	52	NA	Intergenic	Intergenic	497165	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
kidney_15_5_REP1.mLb.clN_peak_1369	chr18	74980855	74981800	+	52	NA	intron (9030625G05Rik, intron 1 of 6)	-intron (9030625G05Rik, intron 1 of 6)	220	9030625G05Rik	9030625G05Rik	NR_110446			9030625G05Rik			NA
kidney_15_5_REP1.mLb.clN_peak_288	chr18	20214956	20215809	+	52	NA	Intergenic	Intergenic	-31958	Dsg1c	Dsg1c	NM_181680			Dsg1c			NA
kidney_15_5_REP1.mLb.clN_peak_2175	chr19	23134659	23135480	+	52	NA	Intergenic	Intergenic	-6157	Klf9	Klf9	NM_010638			Klf9			NA
kidney_15_5_REP1.mLb.clN_peak_2867	chr19	55909045	55909399	+	52	NA	intron (Tcf7l2, intron 5 of 15)	-intron (Tcf7l2, intron 5 of 14)	167412	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
kidney_15_5_REP1.mLb.clN_peak_524	chr18	34118119	34118596	+	51	NA	Intergenic	Intergenic	-102627	Apc	Apc	NM_001360980			Apc			NA
kidney_15_5_REP1.mLb.clN_peak_2507	chr19	40762294	40762546	+	51	NA	Intergenic	Intergenic	-68859	Ccnj	Ccnj	NM_172839			Ccnj			NA
kidney_15_5_REP1.mLb.clN_peak_2808	chr19	53670684	53670971	+	51	NA	Intergenic	Intergenic	-6479	Rbm20	Rbm20	NM_001170847			Rbm20			NA
kidney_15_5_REP1.mLb.clN_peak_2748	chr19	49207999	49208231	+	51	NA	Intergenic	Intergenic	1002090	Sorcs3	Sorcs3	NM_025696			Sorcs3			NA
kidney_15_5_REP1.mLb.clN_peak_933	chr18	54125397	54126300	+	51	NA	Intergenic	Intergenic	263735	Csnk1g3	Csnk1g3	NM_152809			Csnk1g3			NA
kidney_15_5_REP1.mLb.clN_peak_466	chr18	31330833	31331091	+	51	NA	Intergenic	Intergenic	-13834	Rit2	Rit2	NM_009065			Rit2			NA
