PeakID (cmd=annotatePeaks.pl liver_14_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_14_5_REP2.mLb.clN_peak_1850	chr19	40460913	40461355	+	262	NA	intron (Sorbs1, intron 1 of 28)	-intron (Sorbs1, intron 2 of 23)	52602	Sorbs1	Sorbs1	NM_178362			Sorbs1			NA
liver_14_5_REP2.mLb.clN_peak_198	chr18	20557820	20558438	+	261	NA	promoter-TSS (Dsg2)	-promoter-TSS (Dsg2)	55	Dsg2	Dsg2	NM_007883			Dsg2			NA
liver_14_5_REP2.mLb.clN_peak_1136	chr19	3972041	3972633	+	261	NA	promoter-TSS (Aldh3b2)	-promoter-TSS (Aldh3b2)	9	Aldh3b2	Aldh3b2	NM_001177438			Aldh3b2			NA
liver_14_5_REP2.mLb.clN_peak_128	chr18	11351791	11352570	+	261	NA	Intergenic	Intergenic	-281096	Rbbp8	Rbbp8	NM_001081223			Rbbp8			NA
liver_14_5_REP2.mLb.clN_peak_1647	chr19	28963855	28964528	+	261	NA	promoter-TSS (4430402I18Rik)	-promoter-TSS (4430402I18Rik)	-37	4430402I18Rik	4430402I18Rik	NM_001374153			4430402I18Rik			NA
liver_14_5_REP2.mLb.clN_peak_411	chr18	37806021	37806858	+	260	NA	promoter-TSS (Pcdhgc3)	-promoter-TSS (Pcdhgc3)	29	Pcdhgc3	Pcdhgc3	NM_033581			Pcdhgc3			NA
liver_14_5_REP2.mLb.clN_peak_188	chr18	16797268	16798035	+	260	NA	intron (Cdh2, intron 1 of 15)	-intron (Cdh2, intron 1 of 15)	11595	Cdh2	Cdh2	NM_007664			Cdh2			NA
liver_14_5_REP2.mLb.clN_peak_1296	chr19	6297460	6297945	+	259	NA	intron (Ehd1, intron 4 of 4)	-intron (Ehd1, intron 4 of 4)	-8755	Cdc42bpg	Cdc42bpg	NM_001033342			Cdc42bpg			NA
liver_14_5_REP2.mLb.clN_peak_921	chr18	76015741	76016517	+	259	NA	intron (Zbtb7c, intron 3 of 4)	-intron (Zbtb7c, intron 3 of 4)	82342	2900057B20Rik	2900057B20Rik	NR_045365			2900057B20Rik			NA
liver_14_5_REP2.mLb.clN_peak_1627	chr19	25672122	25672796	+	258	NA	promoter-TSS (Dmrt2)	-promoter-TSS (Dmrt2)	48	Dmrt2	Dmrt2	NM_145831			Dmrt2			NA
liver_14_5_REP2.mLb.clN_peak_1436	chr19	10431322	10431956	+	258	NA	intron (Syt7, intron 5 of 10)	-intron (Syt7, intron 6 of 11)	25808	Lrrc10b	Lrrc10b	NM_001111140			Lrrc10b			NA
liver_14_5_REP2.mLb.clN_peak_1037	chr18	82666225	82666886	+	256	NA	intron (Zfp236, intron 6 of 30)	-intron (Zfp236, intron 6 of 30)	26360	Zfp236	Zfp236	NM_177832			Zfp236			NA
liver_14_5_REP2.mLb.clN_peak_1733	chr19	32637089	32638132	+	256	NA	intron (Papss2, intron 3 of 12)	-intron (Papss2, intron 3 of 11)	17605	Papss2	Papss2	NM_001360403			Papss2			NA
liver_14_5_REP2.mLb.clN_peak_777	chr18	67248593	67249096	+	256	NA	Intergenic	Intergenic	-3014	Mppe1	Mppe1	NM_001357518			Mppe1			NA
liver_14_5_REP2.mLb.clN_peak_1499	chr19	12833387	12833994	+	256	NA	exon (Lpxn, exon 9 of 9)	-exon (Lpxn, exon 9 of 9)	-28087	Olfr1444	Olfr1444	NM_146702			Olfr1444			NA
liver_14_5_REP2.mLb.clN_peak_498	chr18	44584946	44585412	+	255	NA	intron (Mcc, intron 3 of 18)	-intron (Mcc, intron 3 of 18)	-76486	A930012L18Rik	A930012L18Rik	NR_026853			A930012L18Rik			NA
liver_14_5_REP2.mLb.clN_peak_844	chr18	70063935	70064725	+	254	NA	intron (Rab27b, intron 2 of 6)	-intron (Rab27b, intron 2 of 6)	-10742	Rab27b	Rab27b	NM_001082553			Rab27b			NA
liver_14_5_REP2.mLb.clN_peak_686	chr18	62119842	62120169	+	254	NA	Intergenic	Intergenic	59976	Adrb2	Adrb2	NM_007420			Adrb2			NA
liver_14_5_REP2.mLb.clN_peak_715	chr18	64339845	64340356	+	254	NA	promoter-TSS (Onecut2)	-promoter-TSS (Onecut2)	-264	Onecut2	Onecut2	NM_194268			Onecut2			NA
liver_14_5_REP2.mLb.clN_peak_1935	chr19	43781944	43782384	+	253	NA	promoter-TSS (Abcc2)	-promoter-TSS (Abcc2)	-144	Abcc2	Abcc2	NM_013806			Abcc2			NA
liver_14_5_REP2.mLb.clN_peak_130	chr18	11728153	11728524	+	251	NA	intron (Rbbp8, intron 13 of 17)	-intron (Rbbp8, intron 14 of 18)	95062	Rbbp8	Rbbp8	NM_001081223			Rbbp8			NA
liver_14_5_REP2.mLb.clN_peak_32	chr18	5162100	5162682	+	251	NA	TTS (Gm26682)	-TTS (Gm26682)	3340	Gm26682	Gm26682	NR_153824			Gm26682			NA
liver_14_5_REP2.mLb.clN_peak_257	chr18	24103806	24104344	+	250	NA	TTS (Ino80c)	-TTS (Ino80c)	17744	Ino80c	Ino80c	NM_172625			Ino80c			NA
liver_14_5_REP2.mLb.clN_peak_656	chr18	61362540	61362870	+	250	NA	intron (Ppargc1b, intron 1 of 11)	-intron (Ppargc1b, intron 2 of 12)	35195	Mir378a	Mir378a	NR_029879			Mir378a			NA
liver_14_5_REP2.mLb.clN_peak_858	chr18	70644290	70645113	+	250	NA	Intergenic	Intergenic	76409	Mbd2	Mbd2	NM_001311071			Mbd2			NA
liver_14_5_REP2.mLb.clN_peak_280	chr18	25241515	25242089	+	247	NA	intron (AW554918, intron 5 of 10)	-intron (AW554918, intron 5 of 10)	72782	AW554918	AW554918	NM_001033532			AW554918			NA
liver_14_5_REP2.mLb.clN_peak_1698	chr19	32107907	32108371	+	247	NA	Intergenic	Intergenic	-4999	Asah2	Asah2	NM_018830			Asah2			NA
liver_14_5_REP2.mLb.clN_peak_1986	chr19	45573104	45574270	+	246	NA	intron (Dpcd, intron 4 of 5)	-intron (Dpcd, intron 4 of 5)	13102	Dpcd	Dpcd	NM_172639			Dpcd			NA
liver_14_5_REP2.mLb.clN_peak_2189	chr19	55651081	55651393	+	246	NA	intron (4930552P12Rik, intron 2 of 3)	-intron (4930552P12Rik, intron 2 of 3)	50967	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
liver_14_5_REP2.mLb.clN_peak_1976	chr19	45435957	45436327	+	245	NA	intron (Btrc, intron 2 of 13)	-intron (Btrc, intron 2 of 14)	72408	Btrc	Btrc	NM_001360120			Btrc			NA
liver_14_5_REP2.mLb.clN_peak_301	chr18	32147234	32148133	+	244	NA	Intergenic	Intergenic	-9478	Proc	Proc	NM_001042767			Proc			NA
liver_14_5_REP2.mLb.clN_peak_114	chr18	10532255	10533422	+	243	NA	exon (Greb1l, exon 19 of 33)	-exon (Greb1l, exon 19 of 33)	77514	Esco1	Esco1	NM_001081222			Esco1			NA
liver_14_5_REP2.mLb.clN_peak_2065	chr19	46999541	47000179	+	243	NA	intron (Nt5c2, intron 1 of 17)	-intron (Nt5c2, intron 1 of 17)	-14821	Ina	Ina	NM_146100			Ina			NA
liver_14_5_REP2.mLb.clN_peak_1869	chr19	40971452	40971968	+	243	NA	intron (Blnk, intron 2 of 16)	-intron (Blnk, intron 2 of 16)	22511	Blnk	Blnk	NM_001365054			Blnk			NA
liver_14_5_REP2.mLb.clN_peak_158	chr18	12832082	12832477	+	241	NA	intron (Osbpl1a, intron 1 of 12)	-intron (Osbpl1a, intron 3 of 14)	-12372	Osbpl1a	Osbpl1a	NR_045524			Osbpl1a			NA
liver_14_5_REP2.mLb.clN_peak_2112	chr19	53093337	53093747	+	241	NA	Intergenic	Intergenic	17290	1700054A03Rik	1700054A03Rik	NR_045320			1700054A03Rik			NA
liver_14_5_REP2.mLb.clN_peak_1600	chr19	24271374	24272121	+	240	NA	intron (Fxn, intron 3 of 4)	-intron (Fxn, intron 3 of 4)	8843	Fxn	Fxn	NR_157400			Fxn			NA
liver_14_5_REP2.mLb.clN_peak_1529	chr19	16955632	16956384	+	240	NA	promoter-TSS (Prune2)	-promoter-TSS (Prune2)	-110	Prune2	Prune2	NM_181348			Prune2			NA
liver_14_5_REP2.mLb.clN_peak_631	chr18	60648899	60649308	+	238	NA	Intergenic	Intergenic	-14307	G630071F17Rik	G630071F17Rik	NR_045401			G630071F17Rik			NA
liver_14_5_REP2.mLb.clN_peak_1941	chr19	43985994	43986596	+	238	NA	exon (Cpn1, exon 1 of 9)	-exon (Cpn1, exon 1 of 9)	225	Cpn1	Cpn1	NM_030703			Cpn1			NA
liver_14_5_REP2.mLb.clN_peak_2241	chr19	57928105	57928802	+	238	NA	intron (Atrnl1, intron 26 of 28)	-intron (Atrnl1, intron 26 of 28)	-122714	Mir5623	Mir5623	NR_049196			Mir5623			NA
liver_14_5_REP2.mLb.clN_peak_581	chr18	54906247	54907130	+	237	NA	intron (Zfp608, intron 2 of 8)	-intron (Zfp608, intron 2 of 8)	83492	Zfp608	Zfp608	NM_001360787			Zfp608			NA
liver_14_5_REP2.mLb.clN_peak_450	chr18	38778121	38778657	+	237	NA	Intergenic	Intergenic	64066	Gm19774	Gm19774	NM_001370889			Gm19774			NA
liver_14_5_REP2.mLb.clN_peak_1608	chr19	24527918	24529203	+	235	NA	intron (Pip5k1b, intron 1 of 14)	-intron (Pip5k1b, intron 1 of 14)	27312	Pip5k1b	Pip5k1b	NM_008846			Pip5k1b			NA
liver_14_5_REP2.mLb.clN_peak_1141	chr19	4019090	4019625	+	233	NA	Intergenic	Intergenic	-6602	Ndufv1	Ndufv1	NM_133666			Ndufv1			NA
liver_14_5_REP2.mLb.clN_peak_2058	chr19	46926222	46926622	+	232	NA	intron (Nt5c2, intron 2 of 18)	-intron (Nt5c2, intron 2 of 17)	35929	Nt5c2	Nt5c2	NR_028353			Nt5c2			NA
liver_14_5_REP2.mLb.clN_peak_1760	chr19	34844842	34845136	+	232	NA	intron (Pank1, intron 1 of 6)	-intron (Pank1, intron 1 of 6)	-24216	Mir107	Mir107	NR_029783			Mir107			NA
liver_14_5_REP2.mLb.clN_peak_1066	chr18	84414330	84414963	+	230	NA	intron (Zfp407, intron 4 of 8)	-intron (Zfp407, intron 4 of 8)	174858	Zfp407	Zfp407	NM_001033341			Zfp407			NA
liver_14_5_REP2.mLb.clN_peak_235	chr18	22343493	22344138	+	230	NA	Intergenic	Intergenic	-1274	Asxl3	Asxl3	NM_001167777			Asxl3			NA
liver_14_5_REP2.mLb.clN_peak_1541	chr19	17406755	17407513	+	230	NA	Intergenic	Intergenic	13091	Rfk	Rfk	NM_019437			Rfk			NA
liver_14_5_REP2.mLb.clN_peak_668	chr18	61697131	61697519	+	229	NA	exon (Pcyox1l, exon 6 of 6)	-exon (Pcyox1l, exon 6 of 6)	9390	Il17b	Il17b	NM_019508			Il17b			NA
liver_14_5_REP2.mLb.clN_peak_1684	chr19	30118774	30119373	+	229	NA	intron (Gldc, intron 16 of 24)	-intron (Gldc, intron 16 of 24)	56368	Gldc	Gldc	NM_138595			Gldc			NA
liver_14_5_REP2.mLb.clN_peak_244	chr18	23874895	23875750	+	227	NA	intron (Mapre2, intron 4 of 6)	-intron (Mapre2, intron 5 of 7)	71352	Mapre2	Mapre2	NM_153058			Mapre2			NA
liver_14_5_REP2.mLb.clN_peak_1710	chr19	32227309	32227657	+	227	NA	intron (Sgms1, intron 4 of 9)	-intron (Sgms1, intron 4 of 9)	-124343	Asah2	Asah2	NM_018830			Asah2			NA
liver_14_5_REP2.mLb.clN_peak_1800	chr19	37233735	37234212	+	226	NA	Intergenic	Intergenic	26428	Marchf5	Marchf5	NM_027314			Marchf5			NA
liver_14_5_REP2.mLb.clN_peak_1398	chr19	9082271	9082894	+	226	NA	Intergenic	Intergenic	5374	Scgb1a1	Scgb1a1	NM_011681			Scgb1a1			NA
liver_14_5_REP2.mLb.clN_peak_1490	chr19	12488092	12489478	+	225	NA	intron (Dtx4, intron 2 of 8)	-intron (Dtx4, intron 2 of 8)	13211	Dtx4	Dtx4	NM_172442			Dtx4			NA
liver_14_5_REP2.mLb.clN_peak_1964	chr19	44750485	44751022	+	225	NA	intron (Pax2, intron 1 of 10)	-intron (Pax2, intron 1 of 10)	-6153	Pax2	Pax2	NM_001368747			Pax2			NA
liver_14_5_REP2.mLb.clN_peak_1706	chr19	32196178	32196618	+	223	NA	intron (Sgms1, intron 5 of 9)	-intron (Sgms1, intron 5 of 9)	-93258	Asah2	Asah2	NM_018830			Asah2			NA
liver_14_5_REP2.mLb.clN_peak_2019	chr19	46348684	46349594	+	222	NA	promoter-TSS (2310034G01Rik)	-promoter-TSS (2310034G01Rik)	-151	2310034G01Rik	2310034G01Rik	NR_040418			2310034G01Rik			NA
liver_14_5_REP2.mLb.clN_peak_2183	chr19	55545255	55545823	+	222	NA	intron (Vti1a, intron 8 of 8)	-intron (Vti1a, intron 8 of 8)	156665	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
liver_14_5_REP2.mLb.clN_peak_282	chr18	25486596	25487484	+	222	NA	intron (Celf4, intron 11 of 12)	-intron (Celf4, intron 11 of 12)	267117	Celf4	Celf4	NM_001362278			Celf4			NA
liver_14_5_REP2.mLb.clN_peak_237	chr18	23680906	23681414	+	221	NA	Intergenic	Intergenic	71145	Gm15972	Gm15972	NR_126066			Gm15972			NA
liver_14_5_REP2.mLb.clN_peak_1921	chr19	43358470	43359104	+	221	NA	intron (Hpse2, intron 2 of 11)	-intron (Hpse2, intron 2 of 11)	29568	Hpse2	Hpse2	NM_001081257			Hpse2			NA
liver_14_5_REP2.mLb.clN_peak_702	chr18	63211624	63212049	+	221	NA	intron (Piezo2, intron 3 of 53)	-intron (Piezo2, intron 3 of 53)	175347	Piezo2	Piezo2	NM_001039485			Piezo2			NA
liver_14_5_REP2.mLb.clN_peak_1849	chr19	40442483	40442904	+	220	NA	intron (Sorbs1, intron 2 of 28)	-intron (Sorbs1, intron 1 of 22)	71043	Sorbs1	Sorbs1	NM_178362			Sorbs1			NA
liver_14_5_REP2.mLb.clN_peak_1536	chr19	17337422	17337758	+	220	NA	intron (Gcnt1, intron 1 of 2)	-intron (Gcnt1, intron 1 of 2)	19077	Gcnt1	Gcnt1	NM_173442			Gcnt1			NA
liver_14_5_REP2.mLb.clN_peak_1461	chr19	10940493	10941031	+	220	NA	TTS (Ccdc86)	-TTS (Ccdc86)	3602	Ptgdr2	Ptgdr2	NM_009962			Ptgdr2			NA
liver_14_5_REP2.mLb.clN_peak_1075	chr18	84818516	84819303	+	219	NA	intron (Gm17266, intron 7 of 12)	-intron (Gm17266, intron 7 of 12)	19732	Gm17266	Gm17266	NM_001370919			Gm17266			NA
liver_14_5_REP2.mLb.clN_peak_223	chr18	21159869	21160633	+	219	NA	intron (Garem1, intron 3 of 5)	-intron (Garem1, intron 3 of 5)	87907	Mep1b	Mep1b	NM_008586			Mep1b			NA
liver_14_5_REP2.mLb.clN_peak_868	chr18	73762274	73762737	+	219	NA	Intergenic	Intergenic	-8026	Elac1	Elac1	NM_053255			Elac1			NA
liver_14_5_REP2.mLb.clN_peak_345	chr18	34854600	34855736	+	219	NA	Intergenic	Intergenic	-6039	Egr1	Egr1	NM_007913			Egr1			NA
liver_14_5_REP2.mLb.clN_peak_1641	chr19	27884330	27884796	+	219	NA	intron (Rfx3, intron 2 of 16)	-intron (Rfx3, intron 4 of 18)	126603	Rfx3	Rfx3	NM_001360358			Rfx3			NA
liver_14_5_REP2.mLb.clN_peak_379	chr18	35887819	35888534	+	218	NA	Intergenic	Intergenic	58388	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
liver_14_5_REP2.mLb.clN_peak_2146	chr19	53848532	53848940	+	218	NA	intron (Rbm20, intron 9 of 13)	-intron (Rbm20, intron 9 of 13)	-43495	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_14_5_REP2.mLb.clN_peak_1790	chr19	36962659	36963432	+	218	NA	intron (Btaf1, intron 8 of 37)	-intron (Btaf1, intron 8 of 37)	36966	Btaf1	Btaf1	NM_001080706			Btaf1			NA
liver_14_5_REP2.mLb.clN_peak_1148	chr19	4113289	4113890	+	217	NA	TTS (Aip)	-TTS (Aip)	12269	Aip	Aip	NM_016666			Aip			NA
liver_14_5_REP2.mLb.clN_peak_1227	chr19	5460354	5460903	+	216	NA	promoter-TSS (Fibp)	-promoter-TSS (Fibp)	21	Fibp	Fibp	NM_001253832			Fibp			NA
liver_14_5_REP2.mLb.clN_peak_528	chr18	47340250	47340643	+	216	NA	intron (Sema6a, intron 1 of 18)	-intron (Sema6a, intron 1 of 17)	28422	Sema6a	Sema6a	NM_018744			Sema6a			NA
liver_14_5_REP2.mLb.clN_peak_2205	chr19	56319374	56319984	+	216	NA	TTS (Nrap)	-TTS (Nrap)	31767	Habp2	Habp2	NM_001329935			Habp2			NA
liver_14_5_REP2.mLb.clN_peak_1661	chr19	29253338	29254038	+	215	NA	intron (Jak2, intron 2 of 24)	-intron (Jak2, intron 1 of 23)	1885	Jak2	Jak2	NM_001048177			Jak2			NA
liver_14_5_REP2.mLb.clN_peak_372	chr18	35822819	35824038	+	215	NA	Intergenic	Intergenic	-6360	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
liver_14_5_REP2.mLb.clN_peak_2035	chr19	46532068	46532477	+	215	NA	intron (Arl3, intron 5 of 5)	-intron (Arl3, intron 6 of 6)	30624	Trim8	Trim8	NM_053100			Trim8			NA
liver_14_5_REP2.mLb.clN_peak_162	chr18	12931365	12931776	+	214	NA	intron (Osbpl1a, intron 2 of 27)	-intron (Osbpl1a, intron 2 of 27)	-40353	Impact	Impact	NM_001357396			Impact			NA
liver_14_5_REP2.mLb.clN_peak_341	chr18	34779266	34779529	+	214	NA	intron (Kdm3b, intron 1 of 23)	-intron (Kdm3b, intron 1 of 23)	2389	Kdm3b	Kdm3b	NM_001081256			Kdm3b			NA
liver_14_5_REP2.mLb.clN_peak_970	chr18	79256993	79257765	+	213	NA	Intergenic	Intergenic	-147988	Setbp1	Setbp1	NM_053099			Setbp1			NA
liver_14_5_REP2.mLb.clN_peak_391	chr18	36374900	36375394	+	213	NA	intron (Cystm1, intron 2 of 2)	-intron (Cystm1, intron 2 of 2)	26374	Cystm1	Cystm1	NM_001081365			Cystm1			NA
liver_14_5_REP2.mLb.clN_peak_1687	chr19	30195040	30196052	+	212	NA	Intergenic	Intergenic	-20105	Gldc	Gldc	NM_138595			Gldc			NA
liver_14_5_REP2.mLb.clN_peak_902	chr18	75312668	75313147	+	212	NA	Intergenic	Intergenic	-15590	2010010A06Rik	2010010A06Rik	NR_045393			2010010A06Rik			NA
liver_14_5_REP2.mLb.clN_peak_481	chr18	41942540	41943196	+	211	NA	intron (Prelid2, intron 1 of 6)	-intron (Prelid2, intron 1 of 6)	8326	Prelid2	Prelid2	NM_029942			Prelid2			NA
liver_14_5_REP2.mLb.clN_peak_270	chr18	24470742	24471086	+	211	NA	promoter-TSS (2700062C07Rik)	-promoter-TSS (2700062C07Rik)	43	2700062C07Rik	2700062C07Rik	NM_026529			2700062C07Rik			NA
liver_14_5_REP2.mLb.clN_peak_488	chr18	43295647	43296501	+	211	NA	intron (Stk32a, intron 6 of 12)	-intron (Stk32a, intron 6 of 12)	88377	Stk32a	Stk32a	NM_178749			Stk32a			NA
liver_14_5_REP2.mLb.clN_peak_317	chr18	33552714	33553111	+	211	NA	Intergenic	Intergenic	88749	Gm10549	Gm10549	NR_045415			Gm10549			NA
liver_14_5_REP2.mLb.clN_peak_2193	chr19	55827764	55828336	+	210	NA	intron (Tcf7l2, intron 4 of 15)	-intron (Tcf7l2, intron 4 of 14)	86240	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
liver_14_5_REP2.mLb.clN_peak_189	chr18	16808215	16809842	+	210	NA	exon (Cdh2, exon 1 of 16)	-exon (Cdh2, exon 1 of 16)	218	Cdh2	Cdh2	NM_007664			Cdh2			NA
liver_14_5_REP2.mLb.clN_peak_2232	chr19	57403867	57404422	+	209	NA	Intergenic	Intergenic	43135	Fam160b1	Fam160b1	NM_145505			Fam160b1			NA
liver_14_5_REP2.mLb.clN_peak_19	chr18	4636365	4636923	+	209	NA	intron (Jcad, intron 1 of 3)	-intron (Jcad, intron 1 of 3)	1715	Jcad	Jcad	NM_001081963			Jcad			NA
liver_14_5_REP2.mLb.clN_peak_849	chr18	70536725	70537088	+	209	NA	Intergenic	Intergenic	-6585	Poli	Poli	NM_001289516			Poli			NA
liver_14_5_REP2.mLb.clN_peak_347	chr18	34880031	34880711	+	209	NA	Intergenic	Intergenic	19164	Egr1	Egr1	NM_007913			Egr1			NA
liver_14_5_REP2.mLb.clN_peak_2042	chr19	46667996	46668645	+	208	NA	intron (Cyp17a1, intron 6 of 7)	-intron (Cyp17a1, intron 6 of 7)	4680	Cyp17a1	Cyp17a1	NM_007809			Cyp17a1			NA
liver_14_5_REP2.mLb.clN_peak_1428	chr19	10235758	10236446	+	208	NA	intron (Myrf, intron 1 of 25)	-intron (Myrf, intron 1 of 25)	4646	Myrf	Myrf	NM_001033481			Myrf			NA
liver_14_5_REP2.mLb.clN_peak_1730	chr19	32569374	32570205	+	207	NA	Intergenic	Intergenic	-50216	Papss2	Papss2	NM_001360403			Papss2			NA
liver_14_5_REP2.mLb.clN_peak_1306	chr19	6401212	6402171	+	207	NA	promoter-TSS (Rasgrp2)	-promoter-TSS (Rasgrp2)	1150	Rasgrp2	Rasgrp2	NM_001365063			Rasgrp2			NA
liver_14_5_REP2.mLb.clN_peak_1011	chr18	81414936	81416123	+	204	NA	Intergenic	Intergenic	-428508	Sall3	Sall3	NM_001369133			Sall3			NA
liver_14_5_REP2.mLb.clN_peak_854	chr18	70578041	70578564	+	204	NA	intron (Mbd2, intron 1 of 6)	-intron (Mbd2, intron 1 of 2)	10010	Mbd2	Mbd2	NM_001311071			Mbd2			NA
liver_14_5_REP2.mLb.clN_peak_693	chr18	62188821	62189537	+	204	NA	Intergenic	Intergenic	9079	Gm9949	Gm9949	NM_001013754			Gm9949			NA
liver_14_5_REP2.mLb.clN_peak_770	chr18	66488459	66489132	+	204	NA	Intergenic	Intergenic	-15383	Gm9926	Gm9926	NR_040528			Gm9926			NA
liver_14_5_REP2.mLb.clN_peak_1952	chr19	44301451	44302278	+	202	NA	intron (Scd2, intron 5 of 5)	-intron (Scd2, intron 5 of 5)	-1307	Mir5114	Mir5114	NR_039574			Mir5114			NA
liver_14_5_REP2.mLb.clN_peak_236	chr18	22985211	22985656	+	201	NA	intron (Nol4, intron 1 of 9)	-intron (Nol4, intron 1 of 10)	56248	Nol4	Nol4	NM_001361223			Nol4			NA
liver_14_5_REP2.mLb.clN_peak_587	chr18	55569526	55570414	+	201	NA	Intergenic	Intergenic	-579790	Zfp608	Zfp608	NM_001360787			Zfp608			NA
liver_14_5_REP2.mLb.clN_peak_1134	chr19	3934900	3935563	+	201	NA	promoter-TSS (Unc93b1)	-promoter-TSS (Unc93b1)	45	Unc93b1	Unc93b1	NM_019449			Unc93b1			NA
liver_14_5_REP2.mLb.clN_peak_695	chr18	62250224	62250711	+	201	NA	Intergenic	Intergenic	70367	Gm9949	Gm9949	NM_001013754			Gm9949			NA
liver_14_5_REP2.mLb.clN_peak_1355	chr19	8518089	8519212	+	200	NA	Intergenic	Intergenic	-72604	Slc22a8	Slc22a8	NM_031194			Slc22a8			NA
liver_14_5_REP2.mLb.clN_peak_425	chr18	37998249	38000091	+	200	NA	promoter-TSS (Arap3)	-promoter-TSS (Arap3)	-1596	Arap3	Arap3	NM_139206			Arap3			NA
liver_14_5_REP2.mLb.clN_peak_381	chr18	35939599	35939925	+	200	NA	Intergenic	Intergenic	-25068	Psd2	Psd2	NR_110349			Psd2			NA
liver_14_5_REP2.mLb.clN_peak_1429	chr19	10240500	10240898	+	199	NA	promoter-TSS (Myrf)	-promoter-TSS (Myrf)	49	Myrf	Myrf	NM_001033481			Myrf			NA
liver_14_5_REP2.mLb.clN_peak_1757	chr19	34711828	34712491	+	199	NA	intron (Slc16a12, intron 1 of 6)	-intron (Slc16a12, intron 1 of 6)	35169	Slc16a12	Slc16a12	NM_172838			Slc16a12			NA
liver_14_5_REP2.mLb.clN_peak_2275	chr19	60129617	60129979	+	198	NA	Intergenic	Intergenic	-14877	E330013P04Rik	E330013P04Rik	NR_026942			E330013P04Rik			NA
liver_14_5_REP2.mLb.clN_peak_683	chr18	62072728	62073114	+	198	NA	Intergenic	Intergenic	107060	Adrb2	Adrb2	NM_007420			Adrb2			NA
liver_14_5_REP2.mLb.clN_peak_599	chr18	56851428	56851912	+	198	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	73845	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_14_5_REP2.mLb.clN_peak_419	chr18	37925927	37926409	+	197	NA	intron (Diaph1, intron 1 of 28)	-intron (Diaph1, intron 1 of 27)	9308	Diaph1	Diaph1	NM_007858			Diaph1			NA
liver_14_5_REP2.mLb.clN_peak_1338	chr19	7267565	7268979	+	197	NA	promoter-TSS (Rcor2)	-promoter-TSS (Rcor2)	878	Rcor2	Rcor2	NM_001320554			Rcor2			NA
liver_14_5_REP2.mLb.clN_peak_1485	chr19	12009496	12009778	+	197	NA	Intergenic	Intergenic	27103	Olfr1423	Olfr1423	NM_146680			Olfr1423			NA
liver_14_5_REP2.mLb.clN_peak_1625	chr19	25406527	25407028	+	196	NA	intron (Kank1, intron 4 of 13)	-intron (Kank1, intron 4 of 12)	-98929	Dmrt1	Dmrt1	NM_015826			Dmrt1			NA
liver_14_5_REP2.mLb.clN_peak_178	chr18	14914425	14914826	+	196	NA	Intergenic	Intergenic	-74370	4933424G05Rik	4933424G05Rik	NR_045372			4933424G05Rik			NA
liver_14_5_REP2.mLb.clN_peak_416	chr18	37852171	37852724	+	195	NA	intron (Diaph1, intron 25 of 26)	-intron (Diaph1, intron 26 of 27)	2213	Mir6979	Mir6979	NR_105945			Mir6979			NA
liver_14_5_REP2.mLb.clN_peak_377	chr18	35867497	35868350	+	195	NA	Intergenic	Intergenic	38135	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
liver_14_5_REP2.mLb.clN_peak_1614	chr19	24990151	24990753	+	195	NA	Intergenic	Intergenic	-9077	Dock8	Dock8	NM_028785			Dock8			NA
liver_14_5_REP2.mLb.clN_peak_203	chr18	20641014	20641912	+	194	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	-23787	Ttr	Ttr	NM_013697			Ttr			NA
liver_14_5_REP2.mLb.clN_peak_1817	chr19	37561655	37562041	+	194	NA	intron (Exoc6, intron 1 of 21)	-intron (Exoc6, intron 1 of 21)	11430	Exoc6	Exoc6	NM_175353			Exoc6			NA
liver_14_5_REP2.mLb.clN_peak_1527	chr19	16804443	16805319	+	193	NA	Intergenic	Intergenic	-23948	Vps13a	Vps13a	NM_173028			Vps13a			NA
liver_14_5_REP2.mLb.clN_peak_1469	chr19	11661300	11662051	+	193	NA	Intergenic	Intergenic	-1116	Oosp2	Oosp2	NM_001037634			Oosp2			NA
liver_14_5_REP2.mLb.clN_peak_1047	chr18	82821639	82822540	+	192	NA	Intergenic	Intergenic	-33808	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
