PeakID (cmd=annotatePeaks.pl kidney_15_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_15_5_REP2.mLb.clN_peak_2537	chr19	30096217	30096588	+	54	NA	Intergenic	Intergenic	65889	Uhrf2	Uhrf2	NM_144873			Uhrf2			NA
kidney_15_5_REP2.mLb.clN_peak_3138	chr19	55825994	55826501	+	54	NA	intron (Tcf7l2, intron 4 of 15)	-intron (Tcf7l2, intron 4 of 14)	84437	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
kidney_15_5_REP2.mLb.clN_peak_3078	chr19	53648310	53649144	+	54	NA	Intergenic	Intergenic	-28579	Rbm20	Rbm20	NM_001170847			Rbm20			NA
kidney_15_5_REP2.mLb.clN_peak_2026	chr19	7111717	7111992	+	54	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	-6125	Flrt1	Flrt1	NM_201411			Flrt1			NA
kidney_15_5_REP2.mLb.clN_peak_1585	chr18	78014271	78014849	+	54	NA	intron (Epg5, intron 31 of 43)	-intron (Epg5, intron 31 of 43)	42881	Siglec15	Siglec15	NM_001101038			Siglec15			NA
kidney_15_5_REP2.mLb.clN_peak_629	chr18	35959306	35959809	+	54	NA	Intergenic	Intergenic	-5273	Psd2	Psd2	NR_110349			Psd2			NA
kidney_15_5_REP2.mLb.clN_peak_3109	chr19	55123387	55123738	+	54	NA	intron (Gpam, intron 1 of 22)	-intron (Gpam, intron 1 of 22)	-24085	Gpam	Gpam	NM_001356285			Gpam			NA
kidney_15_5_REP2.mLb.clN_peak_2000	chr19	6532308	6532597	+	54	NA	exon (Nrxn2, exon 23 of 23)	-exon (Nrxn2, exon 23 of 23)	10618	Slc22a12	Slc22a12	NM_009203			Slc22a12			NA
kidney_15_5_REP2.mLb.clN_peak_3134	chr19	55743549	55743898	+	54	NA	intron (Tcf7l2, intron 3 of 15)	-intron (Tcf7l2, intron 3 of 14)	1913	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
kidney_15_5_REP2.mLb.clN_peak_2498	chr19	28834865	28835334	+	54	NA	promoter-TSS (Slc1a1)	-promoter-TSS (Slc1a1)	-36	Slc1a1	Slc1a1	NM_009199			Slc1a1			NA
kidney_15_5_REP2.mLb.clN_peak_1269	chr18	66178275	66179205	+	54	NA	intron (Ccbe1, intron 2 of 10)	-intron (Ccbe1, intron 2 of 10)	40593	Mir694	Mir694	NR_030467			Mir694			NA
kidney_15_5_REP2.mLb.clN_peak_1319	chr18	67938679	67939203	+	54	NA	intron (Ldlrad4, intron 1 of 5)	-intron (Ldlrad4, intron 1 of 5)	5768	Ldlrad4	Ldlrad4	NM_172631			Ldlrad4			NA
kidney_15_5_REP2.mLb.clN_peak_2167	chr19	10952062	10952540	+	54	NA	Intergenic	Intergenic	-3035	Ccdc86	Ccdc86	NM_023731			Ccdc86			NA
kidney_15_5_REP2.mLb.clN_peak_2612	chr19	34208717	34209306	+	54	NA	intron (Stambpl1, intron 1 of 10)	-intron (Stambpl1, intron 1 of 10)	16782	Stambpl1	Stambpl1	NM_001360720			Stambpl1			NA
kidney_15_5_REP2.mLb.clN_peak_739	chr18	38940142	38940752	+	54	NA	intron (Gm5820, intron 4 of 4)	-intron (Gm5820, intron 4 of 4)	-21748	Fgf1	Fgf1	NM_010197			Fgf1			NA
kidney_15_5_REP2.mLb.clN_peak_1990	chr19	6398425	6398986	+	54	NA	TTS (Pygm)	-TTS (Pygm)	-1836	Rasgrp2	Rasgrp2	NM_001365063			Rasgrp2			NA
kidney_15_5_REP2.mLb.clN_peak_1431	chr18	73865353	73865879	+	54	NA	intron (Mro, intron 2 of 7)	-intron (Mro, intron 3 of 8)	6231	Mro	Mro	NM_001305882			Mro			NA
kidney_15_5_REP2.mLb.clN_peak_3103	chr19	54297566	54298305	+	54	NA	Intergenic	Intergenic	252676	Adra2a	Adra2a	NM_007417			Adra2a			NA
kidney_15_5_REP2.mLb.clN_peak_386	chr18	24443706	24444051	+	54	NA	Intergenic	Intergenic	-14708	Mir187	Mir187	NR_029573			Mir187			NA
kidney_15_5_REP2.mLb.clN_peak_1386	chr18	70579112	70579430	+	54	NA	intron (Mbd2, intron 1 of 6)	-intron (Mbd2, intron 1 of 2)	10979	Mbd2	Mbd2	NM_001311071			Mbd2			NA
kidney_15_5_REP2.mLb.clN_peak_1488	chr18	75223139	75223745	+	54	NA	intron (Dym, intron 14 of 16)	-intron (Dym, intron 14 of 16)	73875	2010010A06Rik	2010010A06Rik	NR_045393			2010010A06Rik			NA
kidney_15_5_REP2.mLb.clN_peak_1595	chr18	78280546	78280804	+	54	NA	intron (Slc14a2, intron 3 of 21)	-intron (Slc14a2, intron 3 of 11)	-157249	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
kidney_15_5_REP2.mLb.clN_peak_255	chr18	15312617	15313314	+	54	NA	Intergenic	Intergenic	90793	Aqp4	Aqp4	NM_001308645			Aqp4			NA
kidney_15_5_REP2.mLb.clN_peak_2769	chr19	42014222	42014750	+	54	NA	intron (Ubtd1, intron 1 of 2)	-intron (Ubtd1, intron 1 of 2)	-21541	Ankrd2	Ankrd2	NM_020033			Ankrd2			NA
kidney_15_5_REP2.mLb.clN_peak_3127	chr19	55593023	55593951	+	54	NA	intron (Vti1a, intron 8 of 8)	-intron (Vti1a, intron 8 of 8)	108717	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2791	chr19	42725153	42725870	+	54	NA	TTS (Pyroxd2)	-TTS (Pyroxd2)	27264	Pyroxd2	Pyroxd2	NM_029011			Pyroxd2			NA
kidney_15_5_REP2.mLb.clN_peak_287	chr18	20610902	20611421	+	54	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	53087	Dsg2	Dsg2	NM_007883			Dsg2			NA
kidney_15_5_REP2.mLb.clN_peak_213	chr18	13094569	13095448	+	54	NA	Intergenic	Intergenic	88018	Hrh4	Hrh4	NM_153087			Hrh4			NA
kidney_15_5_REP2.mLb.clN_peak_1083	chr18	59422987	59423260	+	54	NA	Intergenic	Intergenic	-156507	Mir6355	Mir6355	NR_105773			Mir6355			NA
kidney_15_5_REP2.mLb.clN_peak_2056	chr19	7612336	7612833	+	54	NA	promoter-TSS (Plaat5)	-promoter-TSS (Plaat5)	47	Plaat5	Plaat5	NM_001368696			Plaat5			NA
kidney_15_5_REP2.mLb.clN_peak_152	chr18	10474339	10474590	+	54	NA	intron (Greb1l, intron 6 of 32)	-intron (Greb1l, intron 6 of 32)	135888	Esco1	Esco1	NM_001081222			Esco1			NA
kidney_15_5_REP2.mLb.clN_peak_989	chr18	54906687	54907065	+	53	NA	intron (Zfp608, intron 2 of 8)	-intron (Zfp608, intron 2 of 8)	83304	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_15_5_REP2.mLb.clN_peak_2813	chr19	43845350	43845773	+	53	NA	Intergenic	Intergenic	6758	Gm10768	Gm10768	NR_033472			Gm10768			NA
kidney_15_5_REP2.mLb.clN_peak_2423	chr19	24871239	24871457	+	53	NA	Intergenic	Intergenic	-9506	Pgm5	Pgm5	NM_175013			Pgm5			NA
kidney_15_5_REP2.mLb.clN_peak_3021	chr19	49301545	49302290	+	53	NA	Intergenic	Intergenic	1095892	Sorcs3	Sorcs3	NM_025696			Sorcs3			NA
kidney_15_5_REP2.mLb.clN_peak_1189	chr18	63299351	63299997	+	53	NA	intron (Piezo2, intron 2 of 53)	-intron (Piezo2, intron 2 of 53)	87509	Piezo2	Piezo2	NM_001039485			Piezo2			NA
kidney_15_5_REP2.mLb.clN_peak_3085	chr19	53711204	53711808	+	53	NA	intron (Rbm20, intron 1 of 13)	-intron (Rbm20, intron 1 of 13)	34200	Rbm20	Rbm20	NM_001170847			Rbm20			NA
kidney_15_5_REP2.mLb.clN_peak_265	chr18	16435940	16436356	+	53	NA	Intergenic	Intergenic	373098	Cdh2	Cdh2	NM_007664			Cdh2			NA
kidney_15_5_REP2.mLb.clN_peak_721	chr18	38583908	38584416	+	53	NA	Intergenic	Intergenic	17185	Spry4	Spry4	NM_011898			Spry4			NA
kidney_15_5_REP2.mLb.clN_peak_19	chr18	4128061	4128469	+	53	NA	Intergenic	Intergenic	-37567	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
kidney_15_5_REP2.mLb.clN_peak_3121	chr19	55484415	55485078	+	53	NA	intron (Vti1a, intron 5 of 7)	-intron (Vti1a, intron 6 of 8)	168689	Vti1a	Vti1a	NM_001360431			Vti1a			NA
kidney_15_5_REP2.mLb.clN_peak_1239	chr18	65273658	65273898	+	53	NA	intron (Alpk2, intron 12 of 12)	-intron (Alpk2, intron 12 of 12)	-24857	Mir122b	Mir122b	NR_162794			Mir122b			NA
kidney_15_5_REP2.mLb.clN_peak_3146	chr19	56105343	56106263	+	53	NA	Intergenic	Intergenic	-182109	Habp2	Habp2	NM_001329935			Habp2			NA
kidney_15_5_REP2.mLb.clN_peak_2453	chr19	25856293	25856680	+	53	NA	Intergenic	Intergenic	184075	Dmrt2	Dmrt2	NM_145831			Dmrt2			NA
kidney_15_5_REP2.mLb.clN_peak_363	chr18	23653089	23653421	+	53	NA	intron (Dtna, intron 19 of 19)	-intron (Dtna, intron 23 of 24)	99050	Gm15972	Gm15972	NR_126066			Gm15972			NA
kidney_15_5_REP2.mLb.clN_peak_818	chr18	44524703	44525234	+	53	NA	intron (Mcc, intron 2 of 16)	-intron (Mcc, intron 4 of 18)	-136697	A930012L18Rik	A930012L18Rik	NR_026853			A930012L18Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2798	chr19	43440337	43440723	+	53	NA	exon (Cnnm1, exon 1 of 12)	-exon (Cnnm1, exon 1 of 12)	117	Cnnm1	Cnnm1	NM_031396			Cnnm1			NA
kidney_15_5_REP2.mLb.clN_peak_257	chr18	15406763	15407319	+	53	NA	intron (Aqp4, intron 1 of 5)	-intron (Aqp4, intron 1 of 4)	-3283	Aqp4	Aqp4	NM_001308645			Aqp4			NA
kidney_15_5_REP2.mLb.clN_peak_2248	chr19	16318318	16318816	+	53	NA	intron (Gnaq, intron 3 of 6)	-intron (Gnaq, intron 3 of 6)	-3563	Mir496b	Mir496b	NR_105832			Mir496b			NA
kidney_15_5_REP2.mLb.clN_peak_1441	chr18	74014468	74015035	+	53	NA	intron (Mapk4, intron 1 of 5)	-intron (Mapk4, intron 1 of 5)	-3156	D730045A05Rik	D730045A05Rik	NR_045390			D730045A05Rik			NA
kidney_15_5_REP2.mLb.clN_peak_1685	chr18	82718692	82719247	+	53	NA	Intergenic	Intergenic	-1312	Mir5112	Mir5112	NR_039572			Mir5112			NA
kidney_15_5_REP2.mLb.clN_peak_259	chr18	15645138	15645574	+	53	NA	intron (Chst9, intron 2 of 4)	-intron (Chst9, intron 2 of 5)	114801	Chst9	Chst9	NM_199055			Chst9			NA
kidney_15_5_REP2.mLb.clN_peak_2727	chr19	40436445	40437101	+	53	NA	intron (Sorbs1, intron 2 of 28)	-intron (Sorbs1, intron 1 of 22)	76963	Sorbs1	Sorbs1	NM_178362			Sorbs1			NA
kidney_15_5_REP2.mLb.clN_peak_878	chr18	47615622	47615915	+	53	NA	intron (Gm5095, intron 1 of 5)	-intron (Gm5095, intron 1 of 5)	78033	Gm5095	Gm5095	NR_033454			Gm5095			NA
kidney_15_5_REP2.mLb.clN_peak_1826	chr19	3929236	3929870	+	53	NA	intron (Aldh3b1, intron 1 of 9)	-intron (Aldh3b1, intron 1 of 9)	225	Aldh3b1	Aldh3b1	NM_026316			Aldh3b1			NA
kidney_15_5_REP2.mLb.clN_peak_35	chr18	4558915	4559294	+	53	NA	Intergenic	Intergenic	-75825	Jcad	Jcad	NM_001081963			Jcad			NA
kidney_15_5_REP2.mLb.clN_peak_1693	chr18	82821642	82822357	+	53	NA	Intergenic	Intergenic	-33898	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
kidney_15_5_REP2.mLb.clN_peak_1736	chr18	84155069	84155327	+	52	NA	Intergenic	Intergenic	67040	Zadh2	Zadh2	NM_146090			Zadh2			NA
kidney_15_5_REP2.mLb.clN_peak_1530	chr18	76084223	76084979	+	52	NA	intron (Zbtb7c, intron 1 of 2)	-intron (Zbtb7c, intron 1 of 2)	13870	2900057B20Rik	2900057B20Rik	NR_045365			2900057B20Rik			NA
kidney_15_5_REP2.mLb.clN_peak_1994	chr19	6428253	6429100	+	52	NA	exon (Nrxn2, exon 2 of 23)	-exon (Nrxn2, exon 2 of 23)	9920	Nrxn2	Nrxn2	NM_001369363			Nrxn2			NA
kidney_15_5_REP2.mLb.clN_peak_2745	chr19	41311089	41311594	+	52	NA	intron (Pik3ap1, intron 8 of 16)	-intron (Pik3ap1, intron 8 of 16)	-47337	Tm9sf3	Tm9sf3	NM_133352			Tm9sf3			NA
kidney_15_5_REP2.mLb.clN_peak_1982	chr19	6300411	6300695	+	52	NA	TTS (Ehd1)	-TTS (Ehd1)	-5904	Cdc42bpg	Cdc42bpg	NM_001033342			Cdc42bpg			NA
kidney_15_5_REP2.mLb.clN_peak_935	chr18	52767566	52767801	+	52	NA	promoter-TSS (Sncaip)	-promoter-TSS (Sncaip)	-128	Sncaip	Sncaip	NM_001199151			Sncaip			NA
kidney_15_5_REP2.mLb.clN_peak_3002	chr19	48008959	48009732	+	52	NA	intron (Cfap58, intron 15 of 17)	-intron (Cfap58, intron 15 of 17)	71633	Cfap58	Cfap58	NM_001163267			Cfap58			NA
kidney_15_5_REP2.mLb.clN_peak_51	chr18	4980375	4980711	+	52	NA	Intergenic	Intergenic	-66046	Svil	Svil	NM_153153			Svil			NA
kidney_15_5_REP2.mLb.clN_peak_474	chr18	31207105	31207611	+	52	NA	intron (Rit2, intron 3 of 4)	-intron (Rit2, intron 3 of 4)	109770	Rit2	Rit2	NM_009065			Rit2			NA
kidney_15_5_REP2.mLb.clN_peak_3159	chr19	56669180	56669544	+	52	NA	Intergenic	Intergenic	-52755	Adrb1	Adrb1	NM_007419			Adrb1			NA
kidney_15_5_REP2.mLb.clN_peak_1880	chr19	4828749	4829016	+	52	NA	intron (Ccs, intron 5 of 7)	-intron (Ccs, intron 5 of 7)	10440	Ccs	Ccs	NM_016892			Ccs			NA
kidney_15_5_REP2.mLb.clN_peak_1359	chr18	69428646	69429212	+	52	NA	intron (Tcf4, intron 3 of 19)	-intron (Tcf4, intron 3 of 19)	84437	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_15_5_REP2.mLb.clN_peak_2613	chr19	34233994	34234266	+	52	NA	exon (Stambpl1, exon 6 of 11)	-exon (Stambpl1, exon 6 of 11)	21243	Acta2	Acta2	NM_007392			Acta2			NA
kidney_15_5_REP2.mLb.clN_peak_431	chr18	25715170	25715618	+	52	NA	intron (Celf4, intron 1 of 13)	-intron (Celf4, intron 1 of 12)	38763	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_15_5_REP2.mLb.clN_peak_1542	chr18	76380128	76380395	+	52	NA	Intergenic	Intergenic	138560	Smad2	Smad2	NM_001252481			Smad2			NA
kidney_15_5_REP2.mLb.clN_peak_643	chr18	36375105	36375331	+	52	NA	intron (Cystm1, intron 2 of 2)	-intron (Cystm1, intron 2 of 2)	26445	Cystm1	Cystm1	NM_001081365			Cystm1			NA
kidney_15_5_REP2.mLb.clN_peak_3232	chr19	59629747	59630664	+	52	NA	Intergenic	Intergenic	137069	2700089I24Rik	2700089I24Rik	NR_045308			2700089I24Rik			NA
kidney_15_5_REP2.mLb.clN_peak_218	chr18	13448079	13448435	+	52	NA	Intergenic	Intergenic	441267	Hrh4	Hrh4	NM_153087			Hrh4			NA
kidney_15_5_REP2.mLb.clN_peak_1624	chr18	80227138	80227470	+	52	NA	Intergenic	Intergenic	19798	Hsbp1l1	Hsbp1l1	NM_001136181			Hsbp1l1			NA
kidney_15_5_REP2.mLb.clN_peak_2353	chr19	22554549	22554819	+	52	NA	intron (Trpm3, intron 1 of 26)	-intron (Trpm3, intron 1 of 24)	106476	Trpm3	Trpm3	NM_001362502			Trpm3			NA
kidney_15_5_REP2.mLb.clN_peak_2627	chr19	34637064	34637395	+	52	NA	intron (Ifit1bl2, intron 1 of 2)	-intron (Ifit1bl2, intron 1 of 2)	3514	Ifit1bl2	Ifit1bl2	NM_001362130			Ifit1bl2			NA
kidney_15_5_REP2.mLb.clN_peak_473	chr18	31188790	31189073	+	52	NA	intron (Rit2, intron 3 of 4)	-intron (Rit2, intron 3 of 4)	128197	Rit2	Rit2	NM_009065			Rit2			NA
kidney_15_5_REP2.mLb.clN_peak_3197	chr19	58094796	58095405	+	51	NA	intron (Atrnl1, intron 28 of 28)	-intron (Atrnl1, intron 28 of 28)	43933	Mir5623	Mir5623	NR_049196			Mir5623			NA
kidney_15_5_REP2.mLb.clN_peak_1153	chr18	61639741	61639959	+	51	NA	intron (Bvht, intron 1 of 2)	-intron (Bvht, intron 1 of 2)	197	Bvht	Bvht	NR_045420			Bvht			NA
kidney_15_5_REP2.mLb.clN_peak_1717	chr18	83423178	83423476	+	51	NA	Intergenic	Intergenic	-97443	4921531P14Rik	4921531P14Rik	NR_045361			4921531P14Rik			NA
kidney_15_5_REP2.mLb.clN_peak_984	chr18	54828294	54828820	+	51	NA	Intergenic	Intergenic	161623	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_15_5_REP2.mLb.clN_peak_1277	chr18	66410769	66411011	+	51	NA	Intergenic	Intergenic	-47714	Pmaip1	Pmaip1	NM_021451			Pmaip1			NA
kidney_15_5_REP2.mLb.clN_peak_965	chr18	53649591	53649928	+	51	NA	intron (Gm19466, intron 1 of 2)	-intron (Gm19466, intron 1 of 2)	1608	Gm19466	Gm19466	NR_040349			Gm19466			NA
kidney_15_5_REP2.mLb.clN_peak_1101	chr18	60669647	60670021	+	51	NA	exon (G630071F17Rik, exon 3 of 3)	-exon (G630071F17Rik, exon 3 of 3)	6424	G630071F17Rik	G630071F17Rik	NR_045401			G630071F17Rik			NA
kidney_15_5_REP2.mLb.clN_peak_713	chr18	38406097	38406832	+	51	NA	Intergenic	Intergenic	-12443	Ndfip1	Ndfip1	NM_022996			Ndfip1			NA
kidney_15_5_REP2.mLb.clN_peak_1581	chr18	77879466	77880405	+	51	NA	intron (Pstpip2, intron 14 of 14)	-intron (Pstpip2, intron 14 of 14)	-58531	Epg5	Epg5	NM_001195633			Epg5			NA
kidney_15_5_REP2.mLb.clN_peak_2596	chr19	32916570	32917246	+	51	NA	Intergenic	Intergenic	159331	Pten	Pten	NM_008960			Pten			NA
kidney_15_5_REP2.mLb.clN_peak_162	chr18	10885508	10886266	+	51	NA	Intergenic	Intergenic	-100335	Mir1a-2	Mir1a-2	NR_029781			Mir1a-2			NA
kidney_15_5_REP2.mLb.clN_peak_2032	chr19	7178849	7179169	+	51	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	27275	Otub1	Otub1	NM_134150			Otub1			NA
kidney_15_5_REP2.mLb.clN_peak_2692	chr19	38015624	38016053	+	51	NA	intron (Myof, intron 3 of 53)	-intron (Myof, intron 3 of 52)	27739	Myof	Myof	NM_001099634			Myof			NA
kidney_15_5_REP2.mLb.clN_peak_1363	chr18	69547786	69548019	+	51	NA	intron (Tcf4, intron 6 of 19)	-intron (Tcf4, intron 6 of 19)	203410	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_15_5_REP2.mLb.clN_peak_1408	chr18	72348842	72349307	+	51	NA	intron (Dcc, intron 1 of 28)	-intron (Dcc, intron 1 of 28)	1995	Dcc	Dcc	NM_007831			Dcc			NA
kidney_15_5_REP2.mLb.clN_peak_2362	chr19	22960692	22961365	+	51	NA	intron (Trpm3, intron 21 of 24)	-intron (Trpm3, intron 21 of 24)	-180198	Klf9	Klf9	NM_010638			Klf9			NA
kidney_15_5_REP2.mLb.clN_peak_748	chr18	39240666	39241390	+	51	NA	intron (Arhgap26, intron 14 of 22)	-intron (Arhgap26, intron 14 of 21)	247883	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
kidney_15_5_REP2.mLb.clN_peak_1204	chr18	64013775	64014402	+	51	NA	Intergenic	Intergenic	-240271	St8sia3	St8sia3	NM_009182			St8sia3			NA
kidney_15_5_REP2.mLb.clN_peak_1247	chr18	65565519	65565945	+	51	NA	intron (Mir466p, intron 1 of 6)	-intron (Mir466p, intron 1 of 6)	-14498	Zfp532	Zfp532	NM_207255			Zfp532			NA
kidney_15_5_REP2.mLb.clN_peak_2964	chr19	47168986	47169445	+	50	NA	Intergenic	Intergenic	-9605	Neurl1a	Neurl1a	NM_021360			Neurl1a			NA
kidney_15_5_REP2.mLb.clN_peak_560	chr18	34547147	34547685	+	50	NA	exon (Wnt8a, exon 6 of 6)	-exon (Wnt8a, exon 6 of 6)	5089	Wnt8a	Wnt8a	NM_009290			Wnt8a			NA
kidney_15_5_REP2.mLb.clN_peak_2023	chr19	7070667	7070980	+	50	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	14055	Macrod1	Macrod1	NM_134147			Macrod1			NA
kidney_15_5_REP2.mLb.clN_peak_541	chr18	34067849	34068069	+	50	NA	Intergenic	Intergenic	-60753	Epb41l4a	Epb41l4a	NM_013512			Epb41l4a			NA
kidney_15_5_REP2.mLb.clN_peak_2995	chr19	47890576	47890972	+	50	NA	Intergenic	Intergenic	25229	Gsto2	Gsto2	NM_026619			Gsto2			NA
kidney_15_5_REP2.mLb.clN_peak_1456	chr18	74471971	74472435	+	50	NA	intron (Myo5b, intron 1 of 38)	-intron (Myo5b, intron 1 of 38)	29584	Myo5b	Myo5b	NM_201600			Myo5b			NA
kidney_15_5_REP2.mLb.clN_peak_1751	chr18	84649790	84650399	+	50	NA	promoter-TSS (Cndp1)	-promoter-TSS (Cndp1)	1	Cndp1	Cndp1	NM_177450			Cndp1			NA
kidney_15_5_REP2.mLb.clN_peak_1356	chr18	69352010	69352261	+	50	NA	intron (Tcf4, intron 3 of 19)	-intron (Tcf4, intron 3 of 19)	7643	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_15_5_REP2.mLb.clN_peak_2963	chr19	47137272	47138616	+	50	NA	exon (Calhm2, exon 1 of 3)	-exon (Calhm2, exon 1 of 3)	350	Calhm2	Calhm2	NM_133746			Calhm2			NA
kidney_15_5_REP2.mLb.clN_peak_2244	chr19	16168306	16168786	+	50	NA	exon (E030024N20Rik, exon 1 of 1)	-exon (E030024N20Rik, exon 1 of 1)	4448	E030024N20Rik	E030024N20Rik	NR_033228			E030024N20Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2907	chr19	45725733	45726086	+	50	NA	TTS (4933429K18Rik)	-TTS (4933429K18Rik)	4649	4933429K18Rik	4933429K18Rik	NR_045307			4933429K18Rik			NA
kidney_15_5_REP2.mLb.clN_peak_3039	chr19	52623732	52624086	+	50	NA	Intergenic	Intergenic	-299272	AA387883	AA387883	NR_030678			AA387883			NA
kidney_15_5_REP2.mLb.clN_peak_498	chr18	32284963	32285394	+	50	NA	Intergenic	Intergenic	44851	Ercc3	Ercc3	NM_133658			Ercc3			NA
kidney_15_5_REP2.mLb.clN_peak_1577	chr18	77806555	77807049	+	50	NA	intron (Pstpip2, intron 1 of 14)	-intron (Pstpip2, intron 1 of 14)	-10412	F830208F22Rik	F830208F22Rik	NR_152167			F830208F22Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2916	chr19	46042038	46042525	+	50	NA	intron (Ldb1, intron 1 of 10)	-intron (Ldb1, intron 1 of 10)	-2660	Ldb1	Ldb1	NM_001360336			Ldb1			NA
kidney_15_5_REP2.mLb.clN_peak_103	chr18	7608669	7608923	+	49	NA	promoter-TSS (Mpp7)	-promoter-TSS (Mpp7)	-642	Mpp7	Mpp7	NM_001081287			Mpp7			NA
kidney_15_5_REP2.mLb.clN_peak_907	chr18	50006435	50006838	+	49	NA	intron (Tnfaip8, intron 1 of 2)	-intron (Tnfaip8, intron 1 of 1)	-46646	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
kidney_15_5_REP2.mLb.clN_peak_2863	chr19	44742811	44743203	+	49	NA	Intergenic	Intergenic	-13899	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_15_5_REP2.mLb.clN_peak_1058	chr18	58204302	58204715	+	49	NA	intron (Fbn2, intron 2 of 64)	-intron (Fbn2, intron 2 of 64)	5418	Fbn2	Fbn2	NM_010181			Fbn2			NA
kidney_15_5_REP2.mLb.clN_peak_164	chr18	10920671	10921093	+	49	NA	Intergenic	Intergenic	-131628	Gata6	Gata6	NM_010258			Gata6			NA
kidney_15_5_REP2.mLb.clN_peak_2241	chr19	16064044	16064530	+	49	NA	Intergenic	Intergenic	-68397	Gnaq	Gnaq	NM_008139			Gnaq			NA
kidney_15_5_REP2.mLb.clN_peak_1952	chr19	5871351	5871587	+	49	NA	intron (Frmd8, intron 3 of 10)	-intron (Frmd8, intron 3 of 10)	3739	Frmd8	Frmd8	NM_026169			Frmd8			NA
kidney_15_5_REP2.mLb.clN_peak_139	chr18	9764041	9764387	+	49	NA	intron (Colec12, intron 2 of 9)	-intron (Colec12, intron 2 of 9)	56566	Colec12	Colec12	NM_130449			Colec12			NA
kidney_15_5_REP2.mLb.clN_peak_1213	chr18	64527400	64527778	+	49	NA	Intergenic	Intergenic	-11032	Nars	Nars	NM_001142950			Nars			NA
kidney_15_5_REP2.mLb.clN_peak_2978	chr19	47348767	47349050	+	49	NA	intron (Sh3pxd2a, intron 5 of 14)	-intron (Sh3pxd2a, intron 5 of 13)	-75319	Mir6995	Mir6995	NR_105961			Mir6995			NA
kidney_15_5_REP2.mLb.clN_peak_2261	chr19	16625741	16626469	+	49	NA	intron (Vps13a, intron 68 of 71)	-intron (Vps13a, intron 68 of 71)	154828	Vps13a	Vps13a	NM_173028			Vps13a			NA
kidney_15_5_REP2.mLb.clN_peak_2402	chr19	24372191	24372599	+	49	NA	intron (Pip5k1b, intron 7 of 14)	-intron (Pip5k1b, intron 7 of 14)	-91805	Fxn	Fxn	NR_157400			Fxn			NA
kidney_15_5_REP2.mLb.clN_peak_1544	chr18	76458767	76459101	+	49	NA	Intergenic	Intergenic	217233	Smad2	Smad2	NM_001252481			Smad2			NA
kidney_15_5_REP2.mLb.clN_peak_3123	chr19	55545673	55545979	+	49	NA	intron (Vti1a, intron 8 of 8)	-intron (Vti1a, intron 8 of 8)	156378	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
kidney_15_5_REP2.mLb.clN_peak_122	chr18	8932621	8933138	+	49	NA	Intergenic	Intergenic	-279977	Fzd8	Fzd8	NM_008058			Fzd8			NA
kidney_15_5_REP2.mLb.clN_peak_2541	chr19	30205545	30206034	+	49	NA	Intergenic	Intergenic	-27139	Mbl2	Mbl2	NM_001365058			Mbl2			NA
kidney_15_5_REP2.mLb.clN_peak_224	chr18	13927828	13928167	+	49	NA	intron (Zfp521, intron 3 of 7)	-intron (Zfp521, intron 3 of 7)	44736	Zfp521	Zfp521	NM_001360804			Zfp521			NA
kidney_15_5_REP2.mLb.clN_peak_161	chr18	10849234	10849527	+	49	NA	Intergenic	Intergenic	-63828	Mir1a-2	Mir1a-2	NR_029781			Mir1a-2			NA
