chrom	start	end	nearest_gene	distance_to_tss	kidney_accessibility	liver_accessibility	accessibility_log2FC	accessibility_padj	accessibility_category	kidney_methylation	liver_methylation	methylation_difference	methylation_fdr	num_CpG_sites
chr19	21340461	21341344	Zfand5	68182	2.03036929459272	1.38846473868555	2.15195542523109	4.6552536949709e-11	not differential	0.523967895707497	0.646127154268096	-0.1221592585606	0.0310317627540159	12
chr18	38067796	38068608	Arap3	70221	2.51103162672733	1.7284454490307	2.64959105903916	5.43290281055289e-25	not differential	0.0281574474144134	0.120956566438378	-0.0927991190239642	0.0188240931930975	6
chr18	15412641	15413065	Aqp4	8956	1.73100543731477	1.28721563233662	1.41573669630899	0.00985312916705183	not differential	0.699109894875901	0.540516418439805	0.158593476436095	0.0598679874354869	2
chr18	56776570	56776868	Lmnb1	68756	1.73338843803744	2.20585508635134	-1.68976035559638	1.2123021274991e-05	not differential	0.540618703257493	0.44796519153305	0.0926535117244428	0.0550557420119637	5
chr18	69689621	69689832	Ccdc68	235593	1.72341261358465	1.49045380431519	0.780388899695596	0.263968872800773	not differential	0.944249409848418	0.716588548149768	0.22766086169865	0.00623606992971231	6
chr18	53340810	53341390	Ppic	76616	1.93451899839183	1.59813638710977	1.13003687316127	0.00268717804884848	not differential	0.627183638630761	0.737893145642168	-0.110709507011406	0.0127878253151094	9
chr19	55577851	55578247	Tcf7l2	163562	1.78521801363987	1.38664285774666	1.14410257743359	0.0322114366351033	not differential	0.584702040316598	0.763796252820966	-0.179094212504368	0.0226920188966378	12
chr19	7195995	7197858	Otub1	8457	2.19026917942998	2.12501492093082	0.223927250520305	0.272116325369628	not differential	0.256929492677662	0.38133308394947	-0.124403591271808	0.0858058471520973	51
chr18	38778115	38778657	Fgf1	150746	1.59534210639581	2.46670305770222	-2.97021544093208	5.92182878229136e-25	not differential	0.499981606955328	0.393925111843294	0.106056495112033	0.0515156629018477	10
chr18	7979692	7979969	Wac	110859	1.9230983776439	1.34099859967923	1.88577524519708	0.0015955075444276	not differential	0.54571716126064	0.399056911983015	0.146660249277625	0.0732459646239269	2
chr19	16449664	16450117	Gna14	13996	1.51894347459338	1.31006360073633	0.945067963771214	0.12692226826311	not differential	0.865773857152814	0.668426001437367	0.197347855715447	0.00563659470688487	5
chr18	47336046	47336401	Sema6a	32468	2.27510349912197	1.98976049515971	0.970179084636492	0.00198980914194237	not differential	0.176081277694729	0.350579906462638	-0.17449862876791	0.0862613668526153	4
chr19	40370087	40371040	Pdlim1	98244	1.81390020456543	2.54160215554646	-2.48553467438044	1.84659914807976e-24	not differential	0.620162905325278	0.520814215141435	0.099348690183843	0.0377294543798818	20
chr19	53957454	53957776	Bbip1	12826	1.36588465548538	2.15299011848278	-2.63825089649368	3.00820050532385e-08	not differential	0.904716718116733	0.711563134575464	0.193153583541269	0.0265710782952723	3
chr18	13927828	13928167	Zfp521	44565	1.94883547782624	1.43136646500427	1.44680394598124	0.00469799957212725	not differential	0.374080733070101	0.242617496292208	0.131463236777893	0.0472874383571363	5
chr19	17078335	17079210	Prune2	122216	1.79246521812327	1.50794038268339	0.994284714619035	0.010907414738851	not differential	0.485172964844329	0.576586149148721	-0.0914131843043919	0.0606571854593392	9
chr19	57274469	57275746	Ablim1	39172	1.8303397384469	2.09859743958247	-0.888154281930461	0.000192385481667607	not differential	0.355220906324897	0.448199843653023	-0.0929789373281252	0.0421642617046817	27
chr18	25617569	25617810	Celf4	136346	1.72941570312613	1.2679531812444	1.56806471139623	0.0314502438304884	not differential	0.903879486122739	0.689568312293362	0.214311173829377	0.0719627359613669	3
chr19	4593876	4594620	Lrfn4	21046	1.64307770371823	2.37054570070547	-2.69740432153862	1.61706500924631e-05	not differential	0.464465288823771	0.555561304676538	-0.0910960158527664	0.0681513328067184	6
chr19	10224551	10225444	Myrf	15303	2.19174717349531	1.93008802731754	0.842603947261258	0.00196354881410968	not differential	0.260116966386162	0.413506165789938	-0.153389199403776	0.0866198758103437	18
chr19	37866850	37867823	Cyp26a1	169041	1.27272310226739	1.87089261893617	-2.21111815459609	7.99988112813829e-09	not differential	0.817859690429437	0.626458102547514	0.191401587881923	0.0136372311167463	9
chr19	42422578	42422866	Crtac1	8916	1.78628758018507	1.4119834848711	1.16863079823167	0.056526034918405	not differential	0.435546367087949	0.602822580645161	-0.167276213557212	0.0868987077843704	1
chr18	13763281	13763590	Zfp521	209142	1.64064381597483	1.33584834787437	1.05985467110243	0.102408931398037	not differential	0.47298949907111	0.563591672791473	-0.0906021737203624	0.0191207820360345	2
chr19	23864031	23864305	Apba1	105154	1.98756178453787	1.08670319819292	2.27171585517612	0.000259778313202843	not differential	0.231326395089162	0.385821984234791	-0.154495589145629	0.0869958545627199	2
chr18	46389958	46390468	Ccdc112	78029	1.67844415717048	1.8936300213298	-0.804523562073684	0.0343359879887585	not differential	0.433099477411742	0.536523114238818	-0.103423636827077	0.0398415628832966	11
chr18	76084181	76084979	Smad2	156600	2.26282253261499	1.44900112268312	2.593773535087	1.19398104651354e-16	not differential	0.0971718415658619	0.239765900888736	-0.142594059322874	0.0871654790747194	12
chr19	53084808	53085330	Xpnpep1	44593	2.29485920780809	1.93244162640342	1.18730487704337	1.72616167603356e-05	not differential	0.490415220161747	0.580848564858406	-0.0904333446966583	0.0395064096167764	4
chr18	65580599	65582361	Zfp532	368	2.5986129159978	2.15966935118512	1.42582123905628	6.02842387290677e-14	not differential	0.00497685185185185	0.0953909696062333	-0.0904141177543814	0.01017123334497	5
chr19	58971519	58971851	Eno4	28093	1.74589535991213	1.77241337677247	-0.08125306274178	0.874861195619286	not differential	0.275545616271423	0.397892721901343	-0.12234710562992	0.0871654790747194	2
chr18	61976568	61976948	Sh3tc2	23492	1.34475615860726	2.01389381756058	-2.21630158167593	1.38918329288619e-06	not differential	0.864174903315565	0.667061025807544	0.197113877508021	0.00676058107244066	3
chr19	40345965	40346564	Pdlim1	74122	1.8914674011147	1.67849093494868	0.747682919888783	0.0375999825624006	not differential	0.646739778700273	0.835105321768455	-0.188365543068181	0.0108800543432763	6
chr18	61256656	61257468	Pde6a	36173	1.72267409858213	1.47885546674456	0.748650131610058	0.0653172569300051	not differential	0.0778570668418385	0.1703831474978	-0.0925260806559615	0.0875576587625895	22
chr19	54077715	54077995	Adra2a	32532	1.79827582967345	0.71593394433382	2.25469172839062	0.00280517359367076	not differential	0.509821576565063	0.67251452539496	-0.162692948829898	0.046126792946511	2
chr19	3832919	3833574	Chka	18198	2.06984880114054	2.58822173192326	-1.75865573239128	6.67714804375959e-13	not differential	0.554513597455699	0.385351676128446	0.169161921327253	0.0875723978722427	5
chr19	21571077	21572078	Gm3443	15402	2.03340134419743	1.97884966149002	0.172635494842789	0.511111345318095	not differential	0.25573938503145	0.506056026532655	-0.250316641501205	0.0128471303748339	18
chr18	30769909	30770287	Pik3c3	497161	1.91134096057655	0.611858842504357	2.95201911134244	0.0065488327978568	not differential	0.654313585379762	0.480385141410184	0.173928443969578	0.0877347217239137	2
chr18	46355737	46355966	Ccdc112	43808	1.59445918334267	1.2896718421388	1.06522672783743	0.182424793807512	not differential	0.938313391401238	0.7259257064098	0.212387684991438	0.00858517524497586	8
chr18	66475470	66475978	Pmaip1	16865	1.79416635178948	1.88781067570726	-0.448032564814167	0.256269769996217	not differential	0.0723561637476269	0.162224326183717	-0.0898681624360906	0.0283867820392	15
chr18	61091983	61092462	Csf1r	13109	2.00163809443032	1.54958989301249	1.50417635985395	0.000261358997145734	not differential	0.50495753876611	0.674882288848505	-0.169924750082395	0.019732324909742	8
chr18	34348528	34349100	Srp19	17680	1.5381352287517	1.94697343228485	-1.37487152143001	0.000493177677685214	not differential	0.612340203452429	0.433853745105796	0.178486458346633	0.0128471303748339	5
chr18	35814472	35816395	Cxxc5	13422	2.35197803662455	2.60504046275095	-0.87193557445059	7.91271750621656e-06	not differential	0.057262773548832	0.147061563011714	-0.0897987894628823	0.0802632856925934	31
chr18	75593913	75594427	Ctif	103268	2.05498396593879	2.1444776899617	-0.312451302270396	0.277761444889566	not differential	0.568402187194996	0.729237247714486	-0.16083506051949	0.0809538897377952	13
chr19	55877452	55877892	Tcf7l2	135641	1.83855383401975	1.92680319744492	-0.342655072176238	0.359249234584943	not differential	0.544184169492084	0.703570637252997	-0.159386467760913	0.0714785765304702	3
chr19	55615764	55616098	Tcf7l2	125711	2.03714115619597	1.78045935057029	0.769228773346708	0.0561571613107887	not differential	0.607087610503837	0.764193407615668	-0.157105797111831	0.0293371640009817	4
chr19	40258498	40258798	Pdlim1	13043	1.29568121246014	1.76211192168565	-1.5419405831583	0.00911507465626014	not differential	0.738525413190438	0.570568593218412	0.167956819972026	0.0596609128373864	4
chr18	34259280	34259533	Apc	38355	1.87287294367109	1.82809397257564	0.0212858974371457	0.969161801711192	not differential	0.154064697979505	0.0647945334235657	0.0892701645559396	0.0653928989491381	2
chr18	38516738	38517003	Spry4	84264	1.62155472065348	1.27110388180014	1.42307629707566	0.0651361435937905	not differential	0.877405966466554	0.668105661804952	0.209300304661602	0.0486346256366407	2
chr19	45310711	45311421	Btrc	52312	2.12184200295822	1.80246226413061	1.03853063395433	0.0013824628793716	not differential	0.0477926245437855	0.160599351832562	-0.112806727288777	0.0888210487195342	6
chr19	47378856	47379716	Sh3pxd2a	84694	1.80234496043005	3.10515406366656	-4.28908061766672	6.19910447377779e-83	more accessible in liver	0.885390424237535	0.707682882518834	0.1777075417187	0.0546097491843511	9
chr18	89799199	89799639	Dok6	29670	1.99614042702917	1.86838748720154	0.416174449476507	0.238688737358247	not differential	0.386745500875936	0.52772057886013	-0.140975077984194	0.0893771601637857	1
chr18	78984037	78984291	Setbp1	125099	1.75154223562117	1.39717340878826	0.882276340312525	0.170317707984124	not differential	0.532926210815107	0.676685960041036	-0.143759749225928	0.0802312292566747	7
chr18	80724192	80724646	Nfatc1	11120	1.92031371452502	1.30502547630923	2.03993288023528	2.06914714845295e-05	not differential	0.311086973995663	0.41362085319317	-0.102533879197506	0.089701428152675	9
chr18	75397771	75398106	Smad7	30241	1.82989844164375	1.88378629690139	-0.274334625055573	0.553209982913222	not differential	0.833285553003045	0.633304790800954	0.199980762202091	0.00560265024990852	2
chr18	80073377	80073623	Gm21886	16338	1.92190955906289	1.55216784438414	1.15504644178272	0.033839612488742	not differential	0.370443018031986	0.514692695648578	-0.144249677616592	0.0897173270886155	3
chr18	57407773	57408071	Prrc1	53039	1.78250306535985	1.14762005615773	0.945311992522628	0.125764231524816	not differential	0.180369103639298	0.299993829501943	-0.119624725862645	0.0899054656428187	5
chr19	10363601	10364402	Syt7	24687	2.15072725808519	1.66423937344986	1.65855314598639	4.66426137657911e-09	not differential	0.266030705925199	0.354733038676212	-0.0887023327510126	0.085600747943019	4
chr19	44237742	44238054	Scd3	34453	1.66602443266257	1.59718567663247	0.191162441101601	0.745828265623181	not differential	0.209621205466931	0.116722994313018	0.0928982111539128	0.067695579016906	10
chr18	22284758	22285220	Asxl3	59662	1.44492933334064	1.13441172004704	1.04985336152497	0.144311214482264	not differential	0.228115025079799	0.347727272727273	-0.119612247647473	0.0901729204795601	1
chr18	10503289	10503659	Esco1	106692	1.86391915669472	1.78006440099015	0.159767170095722	0.737462627270877	not differential	0.297799220099492	0.421331148381902	-0.12353192828241	0.0904418635180379	3
chr19	15964939	15965470	Psat1	17601	1.77604293370874	2.01015950562513	-0.720342500200791	0.0515561110793818	not differential	0.678985385507563	0.523743193692491	0.155242191815072	0.0520645222706511	4
chr18	13305423	13305796	Hrh4	298432	1.81667579290383	1.57042790069943	0.885487844778211	0.0658993797663755	not differential	0.0588426749260595	0.147175660982088	-0.0883329860560285	0.070155548728296	8
chr18	55187672	55187965	Zfp608	197491	1.61716796139519	1.44905654366327	0.729869305825592	0.278277178459532	not differential	0.869519230769231	0.662329192546584	0.207190038222647	0.00834446203610798	1
chr18	75307303	75307743	Smad7	59785	1.63563513612075	2.07309294611453	-1.5526184233708	2.25947703155045e-05	not differential	0.337470833321674	0.0763366133473387	0.261134219974335	0.0908654011816391	7
chr19	49783058	49783294	Rpl13a-ps1	247440	1.62182700120765	0.864227664703759	1.95266633527409	0.0295479682909706	not differential	0.602907928241167	0.776660353710396	-0.173752425469229	0.0782700223372893	2
chr18	64010027	64010388	St8sia3	243970	1.24714745121554	2.07570537038211	-2.78495329945785	9.31082480328172e-10	not differential	0.615579494872549	0.462548013620311	0.153031481252239	0.0912988449299437	4
chr18	14941377	14941781	Taf4b	158131	1.55140766654907	1.58149266238019	0.0660943968289055	0.911821611264217	not differential	0.852506223765522	0.650214540361659	0.202291683403863	0.016137947524461	4
chr18	82625840	82626357	Zfp236	66525	1.99244701215685	1.59281719698489	1.34742169757977	0.000256019512216183	not differential	0.686760138741556	0.845375955794093	-0.158615817052537	0.0239327426605792	7
chr18	65175152	65175540	Alpk2	218347	1.89949907510995	0.72224125636144	2.30181477259431	0.0538234772371024	not differential	0.574781719537778	0.753516395896666	-0.178734676358887	0.0349857459664804	6
chr18	55548535	55550249	Zfp608	558354	2.23145034911511	1.67877181944591	1.7718125764595	1.7032659741682e-13	not differential	0.0240087207570342	0.111102123306076	-0.0870934025490422	0.0441056989043186	28
chr18	21636181	21636493	Klhl14	18224	1.80267365833955	1.31523865416362	1.33282156730373	0.0259161203311906	not differential	0.468494805064099	0.356409215784216	0.112085589279883	0.0512464656236666	2
chr18	55490398	55491241	Zfp608	500217	2.01964942597607	1.63217539068942	1.25097718851634	2.0065585789298e-05	not differential	0.0947034841340946	0.219108962163276	-0.124405478029181	0.0926902947816938	7
chr18	56442273	56442553	Gramd3	10140	1.12954060408907	0.909792406274957	1.3135192320684	0.218273447400459	not differential	0.95833207842298	0.737347240998919	0.220984837424061	0.0158572253784317	5
chr19	5847630	5848643	Frmd8	26630	2.05632265367595	2.91159240704713	-2.85348555823404	8.0649500011655e-40	not differential	0.332455174533205	0.232384746303957	0.100070428229248	0.0933249212220994	11
chr18	83607321	83607711	Tshz1	478692	1.8606979820096	1.41944361820642	1.40419845756372	0.00545220837535604	not differential	0.378686602444314	0.504627912311021	-0.125941309866707	0.0935758412005161	6
chr19	17046040	17046543	Prune2	89921	1.54778915664362	1.72920274373533	-0.620216607671078	0.179311822807049	not differential	0.967549230186305	0.743023529316076	0.224525700870229	0.0142365667304777	4
chr19	53762417	53763149	Rbm20	85110	1.85870608681768	1.74196233792784	0.420593703179163	0.211281778197278	not differential	0.725238515774287	0.595568902007747	0.12966961376654	0.070020126022696	9
chr19	53902067	53904186	Pdcd4	9835	2.58335629145736	3.15744680231918	-1.92165281581155	4.06353843827493e-30	not differential	0.208456389632036	0.0469025351775557	0.16155385445448	0.094010393847352	33
chr18	30736900	30737140	Pik3c3	464152	1.87469812215961	1.02194636988427	1.82759812788582	0.00610969356362018	not differential	0.160726414871813	0.258388298018749	-0.0976618831469362	0.094180364354676	4
chr18	80271338	80271899	Pqlc1	18045	1.98563013511377	2.04308927623817	-0.128071776002657	0.721224330202237	not differential	0.641169591410081	0.798594769713918	-0.157425178303837	0.049342419634019	10
chr18	49137364	49137660	Dtwd2	617940	1.48116429916935	1.43933520144149	0.268489381522755	0.71359805900228	not differential	0.776785714285714	0.545866402116402	0.230919312169312	0.0942591115980534	1
chr18	85964987	85965431	Neto1	429520	1.48322430898873	1.60737698827089	-0.354891680971102	0.514114515427705	not differential	0.918615272911673	0.709404625694672	0.209210647217001	0.0379311982747255	2
chr19	14308056	14308280	Tle4	289770	1.6929330138894	1.22684429593728	0.604848608725603	0.39265203053274	not differential	0.355738189425102	0.497140910103902	-0.1414027206788	0.0944486244393926	3
chr18	16468694	16469024	Cdh2	340221	1.76189729719405	1.10355736753827	2.3154606821967	0.0012492920175241	not differential	0.469714156079855	0.353573812248011	0.116140343831843	0.0361723986028578	2
chr18	50011738	50011957	Tnfaip8	32310	1.92365104315039	2.18617667002407	-0.762016215176612	0.0688789712136427	not differential	0.483203482943964	0.610248060025957	-0.127044577081992	0.0438090396257575	4
chr18	75423420	75423726	Smad7	55890	1.82014429763537	1.87215218964354	-0.0957405041265356	0.849404822772834	not differential	0.447536304424849	0.563600152719711	-0.116063848294861	0.0950615922695414	7
chr18	63859784	63860158	Wdr7	151088	1.84511516751357	1.76273844809398	0.2977490639623	0.512391846633811	not differential	0.0280991979623438	0.113949897098178	-0.0858506991358342	0.0539268657031982	10
chr18	88737121	88737457	Socs6	190023	1.78010105726801	1.7459397087542	0.0971052830425374	0.853865673399752	not differential	0.232065747769426	0.146289492070203	0.0857762556992221	0.0920380113534665	4
chr19	56277835	56278803	Habp2	8333	1.51469178557073	2.06448576716716	-1.94127603976483	2.96434408100043e-09	not differential	0.776486632428505	0.596029785157576	0.18045684727093	0.0599667160852301	14
chr19	56692383	56692695	Adrb1	29676	1.55746367359632	1.85747898688863	-1.05817986034996	0.0437306792529896	not differential	0.377332783484601	0.462977703361335	-0.0856449198767339	0.0897173270886155	6
chr18	75666176	75666659	Ctif	31036	1.56645996198775	2.18272501467737	-2.06334537596523	2.25539125809959e-10	not differential	0.763193936948085	0.579342830700954	0.18385110624713	0.0355150441332304	5
chr18	30199053	30199375	Pik3c3	73371	1.8308361751594	1.36577710774958	1.378172696655	0.0116965743620514	not differential	0.822749667595994	0.646787441989348	0.175962225606647	0.0330134504434199	3
chr19	8706745	8707223	Slc3a2	16145	1.70485532769353	2.27382601171108	-1.91640847516608	3.30101905664249e-10	not differential	0.863098107280056	0.738070717945808	0.125027389334248	0.0325775357956826	5
chr18	68208872	68209491	Fam210a	90841	1.30009053796384	2.25099583162378	-3.23341175019949	4.17178416193672e-22	more accessible in liver	0.886734136237291	0.684637132254191	0.2020970039831	0.0103020404341957	6
chr18	32137505	32138487	Proc	1082	1.81237146859663	2.20075948131482	-1.29538573149695	4.43446774532581e-08	not differential	0.797100424329308	0.620211223517997	0.176889200811311	0.017541965704249	18
chr19	16447707	16448139	Gna14	12039	1.7456469057194	1.71263192844719	0.129066067561303	0.78883555306947	not differential	0.538449003014682	0.674258591014106	-0.135809587999423	0.0491299728710954	4
chr19	37975230	37975613	Myof	67963	1.77552269327169	1.72595161654157	0.246772638866752	0.615864143193651	not differential	0.53018180059105	0.349160378300825	0.181021422290225	0.0962557642994805	2
chr18	37177902	37179021	Pcdhac2	34398	2.26894556654748	1.42745600635195	2.81479495842628	1.88837705391528e-19	not differential	0.0741215111139663	0.159663344304447	-0.0855418331904811	0.0231209102268631	21
chr18	80804623	80805207	Nfatc1	91551	2.06808820566779	1.51252596919585	1.96847017894674	5.3551817093748e-06	not differential	0.747009987911166	0.571001557674352	0.176008430236814	0.0264643600142959	2
chr18	25645318	25646593	Celf4	107563	2.21813630868677	1.77891492801246	1.49311866755803	6.33940146782298e-10	not differential	0.396850635410088	0.482295701639548	-0.0854450662294607	0.0250741571710073	15
chr19	53593393	53593646	Nutf2-ps1	4325	1.23573842129272	1.6106058908212	-1.14918837810809	0.13152352684922	not differential	0.967292708872405	0.740857923998045	0.22643478487436	0.0813527201015537	2
chr18	75040253	75040920	Dym	21480	1.76435102800697	1.93417100555297	-0.57239031524729	0.0746969911029028	not differential	0.617894382633316	0.756089076968255	-0.138194694334939	0.0459687406181324	12
chr18	39609095	39609944	Nr3c1	117793	1.89527824883406	1.25619423389335	2.27896121973257	4.82216816820852e-08	not differential	0.653103406017204	0.501269674529874	0.15183373148733	0.0308853959131471	5
chr18	8415316	8415578	Gm5819	278498	1.65214862345246	1.60998989805182	0.253438476110849	0.691606877775569	not differential	0.917618499339037	0.704606320873607	0.21301217846543	0.0563770768959132	6
chr19	16325849	16326447	Gna14	109219	2.1724811266235	1.981675339598	0.558735556498618	0.109510402633383	not differential	0.243929667876134	0.329184064575536	-0.0852543966994021	0.0885220337924214	10
chr18	35626373	35628013	Slc23a1	0	1.81659019831278	2.23598722886507	-1.36458679880059	2.06976006630212e-09	not differential	0.79036560472089	0.655480560577071	0.134885044143818	0.0799202654920174	29
chr19	3972041	3972633	Aldh3b2	0	1.73244290001051	2.43717755799272	-2.37457929442006	2.47574329659692e-19	not differential	0.128250010671938	0.243400757222996	-0.115150746551057	0.0971580801093885	6
chr19	54206694	54207155	Adra2a	161511	1.30751938716793	2.09655457324488	-2.80146447418482	1.03174801096732e-09	not differential	0.716473013209644	0.53774865205268	0.178724361156964	0.0404577698260537	6
chr18	37907962	37908774	Diaph1	26701	1.70688481639993	1.77345992706571	-0.263863800792151	0.475698361697875	not differential	0.212665315714096	0.127528795531198	0.0851365201828981	0.0308832481133633	3
chr18	43176188	43176551	Stk32a	31145	1.77121175236367	1.17624428100927	1.66487240080634	0.00505879369191002	not differential	0.905388187344562	0.717453226029716	0.187934961314846	0.0296490734132202	11
chr18	48242622	48242914	Eno1b	197286	1.80616691998665	0.962478766957027	2.06666988721258	0.0024861692647723	not differential	0.527731040053255	0.676831386124888	-0.149100346071633	0.0314642329631497	5
chr18	85660474	85661405	Timm21	708949	2.08303662491475	1.44780755950574	2.15036928198915	1.40850741420249e-09	not differential	0.368047678947323	0.481932873206465	-0.113885194259142	0.0976669682298928	5
chr18	51152146	51152670	Prr16	34247	1.6247119250183	1.41121421754387	0.62399187385568	0.218588296601942	not differential	0.496474088271461	0.622414706577661	-0.1259406183062	0.0978618655648762	6
chr19	7111579	7112021	Flrt1	5849	2.14899499465663	1.77259140747474	1.27082661982573	0.000130339211957678	not differential	0.600080716507287	0.778273932219112	-0.178193215711825	0.0258808363066942	5
chr18	81000316	81000783	Sall3	13737	1.65174924841793	1.66615919894489	-0.215692577686039	0.677722194403935	not differential	0.930816167556674	0.73438497412159	0.196431193435084	0.0116517707196047	9
chr19	16028920	16029644	Cep78	43930	1.97956724533268	1.97342135344942	-0.0857216198763344	0.806597255231593	not differential	0.281572684684346	0.196565276264916	0.0850074084194293	0.0794867391015286	10
chr18	60806531	60807111	Cd74	2682	1.80761626054002	1.79596229756381	0.106677949364693	0.796799228007541	not differential	0.871022600872309	0.675221508979848	0.195801091892462	0.0128613172707962	8
chr19	38746331	38746634	Noc3l	72602	1.79789803257622	1.30992361602981	1.65742751931235	0.00679384226578247	not differential	0.0897642841924137	0.174722753077532	-0.0849584688851188	0.0389612085810637	4
chr18	34227736	34228087	Apc	6811	1.64804230247311	1.25816271418552	1.30032411757212	0.0480649020309919	not differential	0.795979537175358	0.621839127598288	0.17414040957707	0.0110336359350505	3
chr18	75502340	75503914	Smad7	134810	2.31369091505362	3.12861996314767	-2.70856237732141	3.73341480096935e-58	not differential	0.0982929952972513	0.0133680364684564	0.0849249588287948	0.0247898534257108	35
chr19	5756705	5757788	Scyl1	13612	1.99476644279038	1.87488695460118	0.387451510323758	0.159972268823544	not differential	0.347175678145486	0.497984776928901	-0.150809098783415	0.0981262456322241	23
chr18	66243362	66243845	Ccbe1	58893	1.76659713746186	1.71373500569902	0.114372644999092	0.814459667857255	not differential	0.339743346556224	0.454354956886973	-0.114611610330748	0.0447169862338333	6
chr18	78432204	78433194	Gm6133	82449	1.89412180225383	1.65899132541112	0.786293129567048	0.00843036961912335	not differential	0.48132513070174	0.566221364790066	-0.0848962340883259	0.0457445153026567	11
chr18	82526009	82526545	Mbp	50862	1.95117450150584	2.55076948563519	-2.0242400857287	1.6701209691176e-16	not differential	0.442049708498208	0.33736571887682	0.104683989621388	0.0981262456322241	10
chr18	68429150	68429686	Mc2r	0	1.60847453809382	1.90855197568961	-1.30410073915202	0.0011659777199589	not differential	0.198160711683482	0.289690529136888	-0.091529817453406	0.0443468583687112	5
chr18	83495465	83495805	Zfp516	584585	1.78309466610191	1.00913616594846	1.93945683861063	0.00437593768910611	not differential	0.42928668033853	0.304108453568991	0.125178226769539	0.0981300563577765	7
chr18	31238033	31238280	Rit2	79009	1.6675449796923	0.880704687810382	2.09733665597933	0.0141196647495706	not differential	0.582812177347219	0.76032736326854	-0.17751518592132	0.0377294543798818	2
chr19	31171041	31171533	Cstf2t	88199	1.96542335719442	1.41845943514115	1.81002276571601	4.22648546092261e-05	not differential	0.151836589336589	0.341835016835017	-0.189998427498427	0.0984035049161126	1
chr19	55767251	55767480	Tcf7l2	25440	1.82434422496249	1.68840541675993	0.428518052874826	0.483767202560862	not differential	0.449361111424831	0.534133752676615	-0.0847726412517838	0.0680406527265493	4
chr19	6340323	6341553	Map4k2	0	2.33209297946415	2.88840235498925	-1.86590414922124	2.79921838545988e-20	not differential	0.19109459987073	0.106441434695745	0.084653165174985	0.029843297270363	17
chr18	9231218	9231521	Fzd8	18361	1.52583462637597	1.5295634113282	-0.320507660912535	0.624571806663788	not differential	0.898951062304174	0.696948260710582	0.202002801593593	0.0632242736106942	4
chr19	57252655	57253203	Ablim1	61715	1.63411369451222	1.94177728311886	-1.05258480655083	0.00584129020059569	not differential	0.550386369701847	0.423027810790312	0.127358558911534	0.0988805129137148	5
chr19	3344818	3345783	Cpt1a	21516	2.08373272912953	1.481793146277	2.05638125390421	4.5976803827038e-10	not differential	0.577688215861877	0.729907557017009	-0.152219341155131	0.0209721139522007	14
chr19	25374738	25375365	Dmrt1	130252	1.79412263364712	2.14351089226989	-1.20723715259052	2.31386602025432e-05	not differential	0.0985208366122791	0.182690978899771	-0.084170142287492	0.0557651499093454	15
chr18	28724959	28725442	Pik3c3	1547304	1.82110574846513	1.33944015791335	1.5555909489243	0.00169843225587394	not differential	0.431574407943881	0.515423560786727	-0.0838491528428454	0.0307386117298204	7
chr19	37790079	37790439	Cyp26a1	92270	1.60436273016319	0.835726607207984	1.8950772131029	0.0111088076439367	not differential	0.556084217376662	0.650528945290721	-0.0944447279140586	0.0621320159994826	7
chr19	5704326	5705432	Kcnk7	0	1.96285639720801	2.70462210878214	-2.4641461913687	4.17699176750467e-37	not differential	0.618092565330388	0.422965078942154	0.195127486388233	0.0995019268011605	15
chr19	36962659	36963432	Btaf1	36579	1.22385331049295	2.13443855470602	-2.94945318732144	1.49024460562534e-14	not differential	0.883476551266609	0.683912568342786	0.199563982923823	0.0133095111930137	4
chr19	37509653	37510153	Exoc6	40264	1.77412408817562	2.09251748199234	-1.08613047807737	0.00111562643847177	not differential	0.452739370953939	0.310480244313275	0.142259126640664	0.0996108738076283	15
chr18	9001400	9001707	Fzd8	211148	1.88871183673026	1.12209549749634	1.77987838933088	0.00248499216483735	not differential	0.690559440559441	0.531384842338189	0.159174598221251	0.0681417395311877	1
chr19	17406755	17407513	Rfk	12711	1.10839371114136	2.33264216221219	-3.92345371986847	2.80255742583181e-29	more accessible in liver	0.937624092055997	0.728870611835113	0.208753480220884	0.0256223234746032	5
chr18	61452357	61452919	Ppargc1b	51925	1.70587512335917	1.50220715019774	0.704166509477191	0.133832640639662	not differential	0.488731977746285	0.374728466504637	0.114003511241648	0.0999923427624949	9
chr18	65703867	65704585	Oacyl	5598	2.01458091007025	1.83928736338946	0.556343401479056	0.0612336217604088	not differential	0.147199059135234	0.230663398031212	-0.0834643388959781	0.0139850407215678	19
chr19	23956398	23956841	Fam189a2	74177	1.64127290681937	1.64401457169823	-0.365457879276542	0.478361167155912	not differential	0.669594164463511	0.511462520532538	0.158131643930973	0.0783926733721729	7
chr18	16740581	16741394	Cdh2	67851	2.36962822004685	1.54733561902226	2.62321998732287	6.09293409136993e-17	not differential	0.166351111725156	0.249684099214727	-0.0833329874895713	0.0841142306255929	6
chr19	53703106	53703409	Rbm20	25799	1.60447713231501	1.48418726701925	0.515631158780931	0.447612156631173	not differential	0.813165212265662	0.6221982672024	0.190966945063262	0.00748571314230689	2
chr18	10935771	10936170	Gata6	116339	1.64735749334855	1.97506988824297	-0.947524665334128	0.0368039173371875	not differential	0.69208097954901	0.517768193382271	0.17431278616674	0.100429137946534	3
chr18	83125661	83125959	Zfp516	214781	1.636601423356	1.44277757093559	0.43547246703025	0.491419837655535	not differential	0.931444045587538	0.723528280285447	0.207915765302091	0.055875112093803	4
