# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "6" "-a" "consensus_peaks.mLb.clN.saf" "-s" "0" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "liver_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP2.mLb.clN.sorted.bam" "kidney_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP1.mLb.clN.sorted.bam" "kidney_15_5_REP1.mLb.clN.sorted.bam" "kidney_14_5_REP2.mLb.clN.sorted.bam" "kidney_15_5_REP2.mLb.clN.sorted.bam" "liver_14_5_REP2.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	liver_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP2.mLb.clN.sorted.bam	kidney_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP1.mLb.clN.sorted.bam	kidney_15_5_REP1.mLb.clN.sorted.bam	kidney_14_5_REP2.mLb.clN.sorted.bam	kidney_15_5_REP2.mLb.clN.sorted.bam	liver_14_5_REP2.mLb.clN.sorted.bam
Interval_3028	chr18	79020170	79020832	+	663	6	6	24	12	55	52	38	7
Interval_3029	chr18	79026533	79027211	+	679	9	16	26	21	39	41	56	21
Interval_3030	chr18	79049510	79049813	+	304	3	3	16	6	17	29	23	12
Interval_3031	chr18	79050972	79051882	+	911	3	7	24	11	38	31	33	14
Interval_3032	chr18	79068447	79068766	+	320	2	2	15	7	32	19	16	12
Interval_3033	chr18	79070530	79070826	+	297	3	4	20	4	17	28	14	7
Interval_3034	chr18	79078431	79078759	+	329	4	2	13	6	15	13	18	5
Interval_3035	chr18	79106169	79106531	+	363	5	7	45	4	77	77	95	10
Interval_3036	chr18	79108718	79110489	+	1772	33	30	237	68	345	421	377	106
Interval_3037	chr18	79256992	79258183	+	1192	40	38	52	87	65	78	67	118
Interval_3038	chr18	79325997	79326388	+	392	3	3	9	8	24	14	18	9
Interval_3039	chr18	79426657	79426904	+	248	4	3	5	6	8	4	12	11
Interval_3040	chr18	79466949	79467700	+	752	1	5	24	5	40	51	40	7
Interval_3041	chr18	79473050	79473320	+	271	1	4	4	1	20	17	14	3
Interval_3042	chr18	79588897	79589635	+	739	6	6	22	10	18	43	27	18
Interval_3043	chr18	79626260	79626506	+	247	1	0	4	4	11	14	15	5
Interval_3044	chr18	79830562	79830772	+	211	3	1	9	5	8	4	8	8
Interval_3045	chr18	79925916	79926271	+	356	6	7	8	10	13	14	14	12
Interval_3046	chr18	80004853	80005438	+	586	11	10	45	13	52	74	40	55
Interval_3047	chr18	80040215	80040867	+	653	4	7	46	5	72	121	78	19
Interval_3048	chr18	80046584	80047939	+	1356	51	51	224	75	301	389	354	179
Interval_3049	chr18	80073376	80073623	+	248	3	2	8	3	18	21	18	9
Interval_3050	chr18	80090310	80090768	+	459	6	7	18	10	30	29	39	11
Interval_3051	chr18	80103540	80103770	+	231	4	1	13	7	8	14	7	3
Interval_3052	chr18	80118640	80119046	+	407	10	1	17	10	20	26	19	14
Interval_3053	chr18	80129153	80129390	+	238	4	2	13	7	9	13	22	14
Interval_3054	chr18	80130001	80130500	+	500	4	4	10	7	15	8	17	29
Interval_3055	chr18	80150615	80152234	+	1620	281	279	398	552	536	661	540	1287
Interval_3056	chr18	80160384	80161219	+	836	17	24	25	25	25	31	26	69
Interval_3057	chr18	80169203	80170527	+	1325	64	60	38	104	35	42	35	238
Interval_3058	chr18	80178322	80178953	+	632	25	32	6	49	10	10	10	44
Interval_3059	chr18	80179338	80179806	+	469	12	13	15	28	11	13	11	44
Interval_3060	chr18	80193456	80194360	+	905	186	157	25	252	39	37	47	590
Interval_3061	chr18	80200208	80201051	+	844	108	101	104	193	110	139	118	435
Interval_3062	chr18	80206444	80207622	+	1179	473	519	194	809	254	324	299	1589
Interval_3063	chr18	80215328	80215581	+	254	14	10	17	17	12	21	11	22
Interval_3064	chr18	80219857	80220845	+	989	132	128	20	188	29	18	27	338
Interval_3065	chr18	80227072	80227692	+	621	31	45	22	56	34	33	37	49
Interval_3066	chr18	80236151	80237406	+	1256	23	40	73	48	86	87	81	74
Interval_3067	chr18	80254934	80257014	+	2081	664	760	238	1202	401	437	436	2278
Interval_3068	chr18	80259988	80260337	+	350	198	242	14	437	14	7	24	678
Interval_3069	chr18	80271337	80271899	+	563	11	21	17	27	46	32	50	33
Interval_3070	chr18	80272473	80272850	+	378	6	5	9	10	23	29	27	17
Interval_3071	chr18	80280445	80280784	+	340	9	18	25	27	22	19	19	58
Interval_3072	chr18	80287424	80287898	+	475	14	21	12	40	20	16	46	62
Interval_3073	chr18	80293162	80293499	+	338	12	10	7	23	4	8	13	43
Interval_3074	chr18	80295484	80296446	+	963	28	16	45	38	84	89	80	52
Interval_3075	chr18	80313036	80313601	+	566	9	8	26	18	35	34	36	17
Interval_3076	chr18	80322267	80323117	+	851	11	8	36	24	65	87	80	35
Interval_3077	chr18	80339815	80340270	+	456	25	12	7	22	5	4	4	72
Interval_3078	chr18	80349233	80349518	+	286	4	8	8	10	13	21	12	14
Interval_3079	chr18	80363015	80364048	+	1034	27	24	77	40	99	129	94	75
Interval_3080	chr18	80372812	80373307	+	496	21	19	7	21	12	13	14	64
Interval_3081	chr18	80379017	80379369	+	353	4	2	8	7	13	7	11	24
Interval_3082	chr18	80384312	80384867	+	556	6	15	25	7	36	39	26	18
Interval_3083	chr18	80390669	80391103	+	435	7	9	18	13	34	31	33	19
Interval_3084	chr18	80442656	80443602	+	947	16	22	59	32	72	79	83	37
Interval_3085	chr18	80449680	80450149	+	470	18	15	18	38	17	20	25	41
Interval_3086	chr18	80454763	80455292	+	530	6	12	18	9	18	23	21	26
Interval_3087	chr18	80527733	80528449	+	717	16	21	12	43	20	14	8	40
Interval_3088	chr18	80533729	80534842	+	1114	14	22	50	42	125	110	148	53
Interval_3089	chr18	80535686	80536076	+	391	7	10	33	15	52	55	49	17
Interval_3090	chr18	80547963	80549295	+	1333	8	17	125	23	149	170	179	34
Interval_3091	chr18	80554681	80555771	+	1091	27	59	59	89	76	87	81	77
Interval_3092	chr18	80608323	80608790	+	468	17	9	19	39	22	21	28	58
Interval_3093	chr18	80624187	80625667	+	1481	56	39	110	76	117	163	122	181
Interval_3094	chr18	80628939	80629225	+	287	9	5	33	14	40	51	33	12
Interval_3095	chr18	80631378	80631826	+	449	6	3	13	14	31	22	46	23
Interval_3096	chr18	80655613	80655950	+	338	5	4	16	10	17	27	28	27
Interval_3097	chr18	80662660	80663141	+	482	8	11	6	25	16	12	18	31
Interval_3098	chr18	80697081	80697683	+	603	25	39	26	48	24	21	23	140
Interval_3099	chr18	80707638	80708703	+	1066	69	95	124	127	153	157	164	276
Interval_3100	chr18	80712458	80712720	+	263	6	4	35	12	29	35	51	8
Interval_3101	chr18	80712829	80713366	+	538	6	10	53	13	60	63	59	16
Interval_3102	chr18	80714487	80715600	+	1114	32	22	124	66	125	176	166	84
Interval_3103	chr18	80724191	80724646	+	456	4	2	21	6	36	38	26	8
Interval_3104	chr18	80729387	80729864	+	478	15	11	37	20	31	42	32	33
Interval_3105	chr18	80734722	80735565	+	844	15	23	63	30	74	96	98	39
Interval_3106	chr18	80771659	80771954	+	296	1	2	5	1	5	15	1	4
Interval_3107	chr18	80804622	80805207	+	586	5	3	14	9	69	43	59	9
Interval_3108	chr18	80810845	80812132	+	1288	6	7	40	13	58	64	49	27
Interval_3109	chr18	80818829	80819356	+	528	2	2	13	6	13	20	21	5
Interval_3110	chr18	80836472	80836968	+	497	3	1	13	7	33	20	29	6
Interval_3111	chr18	80849394	80850162	+	769	3	5	27	13	50	44	45	20
Interval_3112	chr18	80855098	80855530	+	433	6	6	11	11	29	20	30	20
Interval_3113	chr18	80857674	80858135	+	462	17	7	7	11	5	4	2	37
Interval_3114	chr18	80926390	80926838	+	449	2	3	17	11	27	31	29	15
Interval_3115	chr18	80933415	80934348	+	934	165	142	129	203	165	218	190	564
Interval_3116	chr18	80937994	80938558	+	565	53	46	50	67	89	105	87	176
Interval_3117	chr18	80950741	80951323	+	583	11	6	51	12	55	61	61	14
Interval_3118	chr18	80957852	80958126	+	275	0	1	11	4	25	24	28	6
Interval_3119	chr18	80973642	80974039	+	398	5	8	3	12	26	12	21	17
Interval_3120	chr18	80980027	80980296	+	270	1	0	10	2	23	26	24	3
Interval_3121	chr18	80985746	80988040	+	2295	35	33	165	59	255	284	282	91
Interval_3122	chr18	80992185	80993043	+	859	5	6	46	17	39	46	55	11
Interval_3123	chr18	81000315	81000783	+	469	4	5	9	21	12	11	22	8
Interval_3124	chr18	81001897	81002909	+	1013	5	3	33	13	57	37	55	18
Interval_3125	chr18	81030819	81031155	+	337	2	3	6	4	12	6	16	6
Interval_3126	chr18	81042834	81043278	+	445	3	4	7	3	23	27	40	14
Interval_3127	chr18	81047315	81047834	+	520	7	15	14	10	19	24	27	31
Interval_3128	chr18	81049239	81049526	+	288	2	4	9	4	11	16	20	4
Interval_3129	chr18	81090846	81091718	+	873	5	5	59	6	90	86	66	8
Interval_3130	chr18	81098370	81098614	+	245	2	2	2	6	13	5	11	6
Interval_3131	chr18	81178535	81178850	+	316	6	2	7	4	13	26	13	7
Interval_3132	chr18	81253007	81253472	+	466	14	11	9	16	16	11	9	45
Interval_3133	chr18	81321944	81322346	+	403	4	2	13	8	31	22	22	5
Interval_3134	chr18	81383188	81383470	+	283	2	1	5	9	4	2	9	6
Interval_3135	chr18	81398015	81398243	+	229	2	2	3	2	14	6	12	7
Interval_3136	chr18	81398412	81398636	+	225	2	1	6	3	10	7	17	8
Interval_3137	chr18	81414935	81416123	+	1189	36	22	9	32	13	9	13	109
Interval_3138	chr18	81428308	81428510	+	203	3	3	9	5	3	4	7	11
Interval_3139	chr18	81444144	81444411	+	268	1	4	10	6	11	15	6	7
Interval_3140	chr18	81452993	81453298	+	306	2	2	10	6	13	24	16	7
Interval_3141	chr18	81471597	81472147	+	551	2	3	5	4	37	15	17	7
Interval_3142	chr18	81510616	81511592	+	977	8	6	39	10	43	40	53	23
Interval_3143	chr18	81521038	81521726	+	689	6	3	15	8	24	25	34	7
Interval_3144	chr18	81571716	81572236	+	521	6	10	3	21	16	13	24	18
Interval_3145	chr18	81644387	81645109	+	723	3	3	13	2	24	39	45	4
Interval_3146	chr18	81652652	81652951	+	300	4	4	10	3	12	22	14	5
Interval_3147	chr18	81699069	81699294	+	226	5	6	7	15	8	3	12	10
Interval_3148	chr18	81705314	81705523	+	210	0	1	7	3	0	6	7	4
Interval_3149	chr18	81711838	81712096	+	259	4	7	7	9	12	12	8	6
Interval_3150	chr18	81796904	81797232	+	329	2	9	18	6	12	19	12	4
Interval_3151	chr18	81838970	81839764	+	795	7	5	29	6	25	51	26	11
Interval_3152	chr18	81901605	81902831	+	1227	224	317	14	432	23	23	48	777
Interval_3153	chr18	81915906	81916805	+	900	31	21	50	43	59	53	50	74
Interval_3154	chr18	81925121	81925455	+	335	4	4	6	5	8	4	8	18
Interval_3155	chr18	81928015	81928492	+	478	7	7	22	18	18	47	16	19
Interval_3156	chr18	82007696	82007927	+	232	3	1	6	6	12	2	2	6
Interval_3157	chr18	82094200	82094474	+	275	2	0	9	2	16	7	5	2
Interval_3158	chr18	82405597	82406666	+	1070	8	11	20	17	26	31	52	12
Interval_3159	chr18	82418740	82419148	+	409	2	5	11	3	27	34	39	8
Interval_3160	chr18	82461942	82462637	+	696	46	47	37	59	59	57	67	84
Interval_3161	chr18	82471493	82472415	+	923	168	186	85	325	106	159	119	636
Interval_3162	chr18	82474665	82476263	+	1599	324	316	136	518	205	251	238	1129
Interval_3163	chr18	82484542	82484957	+	416	7	8	14	12	18	27	20	26
Interval_3164	chr18	82488930	82489931	+	1002	219	246	23	339	39	31	73	721
Interval_3165	chr18	82490595	82491071	+	477	58	66	14	98	21	9	26	186
Interval_3166	chr18	82504289	82504686	+	398	17	13	19	32	28	26	34	60
Interval_3167	chr18	82509153	82509424	+	272	3	5	11	9	21	22	15	8
Interval_3168	chr18	82509521	82510047	+	527	8	10	21	17	36	29	53	24
Interval_3169	chr18	82512114	82512370	+	257	5	6	14	15	16	16	31	20
Interval_3170	chr18	82513461	82514305	+	845	99	79	15	171	20	16	22	350
Interval_3171	chr18	82514685	82515387	+	703	63	73	22	112	25	12	24	242
Interval_3172	chr18	82522457	82523222	+	766	193	222	12	387	27	28	31	622
Interval_3173	chr18	82526008	82526545	+	538	32	50	29	73	27	32	38	123
Interval_3174	chr18	82532083	82532433	+	351	11	12	11	20	11	15	15	50
Interval_3175	chr18	82534537	82535023	+	487	9	8	24	11	28	38	38	27
Interval_3176	chr18	82546143	82546422	+	280	5	4	9	9	11	18	13	6
Interval_3177	chr18	82560552	82560948	+	397	10	9	16	17	27	34	25	41
Interval_3178	chr18	82567603	82569098	+	1496	143	210	51	290	55	83	72	669
Interval_3179	chr18	82569663	82569913	+	251	44	29	10	61	4	5	12	153
Interval_3180	chr18	82576312	82576993	+	682	38	43	12	86	13	8	17	202
Interval_3181	chr18	82577679	82578228	+	550	62	51	12	98	13	11	22	203
Interval_3182	chr18	82583428	82584071	+	644	25	19	13	28	18	28	20	83
Interval_3183	chr18	82589013	82589565	+	553	18	13	15	17	13	17	14	52
Interval_3184	chr18	82605275	82605752	+	478	26	20	9	38	10	9	8	85
Interval_3185	chr18	82607638	82608082	+	445	32	27	7	43	11	12	11	107
Interval_3186	chr18	82615256	82615718	+	463	47	37	6	64	9	8	8	162
Interval_3187	chr18	82618947	82619267	+	321	4	7	9	13	11	3	18	19
Interval_3188	chr18	82625839	82626357	+	519	7	5	21	7	37	37	35	16
Interval_3189	chr18	82633734	82634845	+	1112	62	61	10	91	19	17	15	204
Interval_3190	chr18	82644509	82645056	+	548	53	48	12	82	14	8	16	173
Interval_3191	chr18	82659547	82659895	+	349	7	3	18	6	19	21	22	22
Interval_3192	chr18	82666183	82666886	+	704	20	15	20	33	15	15	10	84
Interval_3193	chr18	82675106	82675404	+	299	5	5	11	17	4	5	11	19
Interval_3194	chr18	82681176	82681865	+	690	51	34	10	77	13	16	17	142
Interval_3195	chr18	82685389	82685683	+	295	14	7	3	23	16	8	10	70
Interval_3196	chr18	82691436	82692912	+	1477	243	280	182	469	207	324	275	895
Interval_3197	chr18	82718668	82719316	+	649	7	18	26	22	47	53	59	30
Interval_3198	chr18	82721682	82722506	+	825	5	3	49	5	63	63	57	15
Interval_3199	chr18	82733277	82733701	+	425	1	4	30	3	29	38	48	16
Interval_3200	chr18	82750928	82751563	+	636	5	13	56	14	49	88	48	21
Interval_3201	chr18	82753099	82753822	+	724	5	9	55	13	66	85	78	21
Interval_3202	chr18	82764439	82765482	+	1044	18	10	42	21	44	74	60	58
Interval_3203	chr18	82770982	82771544	+	563	104	88	9	150	11	18	12	310
Interval_3204	chr18	82791437	82792925	+	1489	28	20	83	45	101	134	121	53
Interval_3205	chr18	82798187	82799004	+	818	7	8	30	13	54	70	58	19
Interval_3206	chr18	82812135	82813330	+	1196	31	32	168	40	170	214	192	64
Interval_3207	chr18	82821585	82822540	+	956	29	29	58	41	53	90	78	94
Interval_3208	chr18	82849071	82849638	+	568	11	12	17	13	29	20	38	34
Interval_3209	chr18	82854836	82856622	+	1787	55	56	115	90	157	194	137	194
Interval_3210	chr18	82863585	82863829	+	245	3	3	4	6	17	13	11	12
Interval_3211	chr18	82867926	82868648	+	723	14	19	42	23	52	71	45	41
Interval_3212	chr18	82869018	82869316	+	299	6	2	24	3	29	28	22	6
Interval_3213	chr18	82870008	82870503	+	496	7	4	45	11	56	69	70	14
Interval_3214	chr18	82875833	82876211	+	379	8	8	8	9	9	5	6	22
Interval_3215	chr18	82880929	82881337	+	409	3	13	22	14	27	20	30	18
Interval_3216	chr18	82888345	82889722	+	1378	21	20	187	40	211	308	215	37
Interval_3217	chr18	82901992	82903208	+	1217	41	51	156	85	176	256	204	107
Interval_3218	chr18	82909551	82911163	+	1613	61	83	266	136	350	495	396	264
Interval_3219	chr18	82913108	82913732	+	625	47	53	134	67	167	196	174	128
Interval_3220	chr18	82914012	82915060	+	1049	60	79	264	129	256	333	308	175
Interval_3221	chr18	82917708	82917964	+	257	11	10	46	14	52	75	46	22
Interval_3222	chr18	82921665	82922038	+	374	3	12	11	21	34	29	30	17
Interval_3223	chr18	82926722	82927920	+	1199	11	14	55	29	91	119	90	32
Interval_3224	chr18	82933610	82933818	+	209	4	3	19	4	13	19	10	9
Interval_3225	chr18	82944356	82944857	+	502	14	10	18	19	32	25	18	55
Interval_3226	chr18	82953868	82954574	+	707	21	16	54	28	72	87	83	73
Interval_3227	chr18	82975848	82976410	+	563	21	10	34	32	40	61	58	38
Interval_3228	chr18	82983254	82983913	+	660	11	19	21	45	33	34	42	61
Interval_3229	chr18	82993019	82993424	+	406	2	8	23	9	35	31	24	7
Interval_3230	chr18	83003760	83004337	+	578	4	5	18	5	42	40	39	12
Interval_3231	chr18	83011559	83012100	+	542	8	7	52	7	39	60	66	23
Interval_3232	chr18	83067305	83067524	+	220	1	1	10	1	6	19	11	6
Interval_3233	chr18	83068739	83069537	+	799	20	17	20	26	27	31	34	49
Interval_3234	chr18	83074350	83074580	+	231	2	0	12	4	9	12	23	4
Interval_3235	chr18	83088308	83088679	+	372	3	5	6	5	17	22	9	6
Interval_3236	chr18	83096288	83097118	+	831	5	5	25	9	54	63	48	11
Interval_3237	chr18	83125660	83125959	+	300	1	5	8	3	16	6	9	6
Interval_3238	chr18	83134701	83135497	+	797	6	4	34	6	45	49	62	20
Interval_3239	chr18	83146215	83146778	+	564	5	4	10	11	29	16	29	12
Interval_3240	chr18	83184752	83186292	+	1541	13	6	85	14	111	141	143	17
Interval_3241	chr18	83219314	83220146	+	833	6	4	77	6	67	78	77	16
Interval_3242	chr18	83221089	83221371	+	283	3	0	13	6	22	38	20	2
Interval_3243	chr18	83232178	83232443	+	266	2	4	12	2	16	11	13	2
Interval_3244	chr18	83245959	83246311	+	353	6	0	9	1	22	18	11	9
Interval_3245	chr18	83257023	83257764	+	742	4	5	43	12	17	37	33	13
Interval_3246	chr18	83282676	83283337	+	662	5	4	43	3	34	51	44	10
Interval_3247	chr18	83286929	83287520	+	592	10	4	35	3	27	42	21	17
Interval_3248	chr18	83300440	83300754	+	315	2	0	3	2	5	18	11	2
Interval_3249	chr18	83306552	83306803	+	252	3	0	7	2	6	15	6	3
Interval_3250	chr18	83334924	83335659	+	736	7	5	29	7	43	42	42	9
Interval_3251	chr18	83399361	83400344	+	984	6	7	23	16	31	44	52	24
Interval_3252	chr18	83423054	83423573	+	520	7	9	16	13	17	35	34	28
Interval_3253	chr18	83430595	83430784	+	190	2	0	13	4	9	12	6	6
Interval_3254	chr18	83491275	83492125	+	851	1	2	30	7	28	53	41	13
Interval_3255	chr18	83495464	83495805	+	342	2	1	8	6	24	12	24	0
Interval_3256	chr18	83526196	83526536	+	341	1	0	14	6	24	33	16	4
Interval_3257	chr18	83607320	83607711	+	392	3	2	9	3	18	26	30	9
Interval_3258	chr18	83634096	83635105	+	1010	5	12	41	16	61	91	76	10
Interval_3259	chr18	83656712	83657156	+	445	5	0	13	4	18	13	22	11
Interval_3260	chr18	83681827	83682180	+	354	2	3	15	5	16	25	12	7
Interval_3261	chr18	83740471	83740766	+	296	13	11	11	12	20	18	28	10
Interval_3262	chr18	83781027	83781353	+	327	6	3	11	5	19	30	16	9
Interval_3263	chr18	83830453	83830915	+	463	1	3	21	3	33	27	33	9
Interval_3264	chr18	83839759	83840050	+	292	4	4	27	10	10	19	16	15
Interval_3265	chr18	83840253	83840489	+	237	1	3	3	4	9	9	10	8
Interval_3266	chr18	83840904	83841167	+	264	2	1	9	5	18	32	33	12
Interval_3267	chr18	83870531	83870766	+	236	0	3	12	11	8	5	5	5
Interval_3268	chr18	83924310	83924658	+	349	4	0	6	5	17	19	23	12
Interval_3269	chr18	83936304	83937011	+	708	5	5	31	8	23	39	47	20
Interval_3270	chr18	83954772	83955639	+	868	5	4	30	9	36	40	39	17
Interval_3271	chr18	83967139	83968010	+	872	13	3	55	9	61	89	87	18
Interval_3272	chr18	83992188	83992742	+	555	10	4	3	17	6	11	7	31
Interval_3273	chr18	84015607	84016437	+	831	5	6	55	11	67	89	86	31
Interval_3274	chr18	84069510	84069792	+	283	4	2	21	3	30	33	26	14
Interval_3275	chr18	84070259	84071024	+	766	10	13	70	9	147	161	139	28
Interval_3276	chr18	84073483	84073772	+	290	3	0	44	3	62	75	45	6
Interval_3277	chr18	84080315	84080593	+	279	10	8	27	10	50	48	66	19
Interval_3278	chr18	84085104	84086015	+	912	80	85	81	159	153	164	133	329
Interval_3279	chr18	84087409	84088755	+	1347	318	324	337	577	419	524	472	1232
Interval_3280	chr18	84092295	84092626	+	332	18	21	36	33	53	76	59	68
Interval_3281	chr18	84102974	84103839	+	866	19	12	48	25	50	62	75	29
Interval_3282	chr18	84149120	84149794	+	675	3	5	27	17	31	29	32	17
Interval_3283	chr18	84155068	84155327	+	260	5	4	5	2	12	15	23	7
Interval_3284	chr18	84192383	84192602	+	220	2	3	6	4	5	10	17	8
Interval_3285	chr18	84198203	84198608	+	406	3	3	13	5	22	19	26	9
Interval_3286	chr18	84199207	84199680	+	474	5	7	13	10	36	43	43	9
Interval_3287	chr18	84209646	84210127	+	482	7	5	9	22	21	18	17	20
Interval_3288	chr18	84229099	84229441	+	343	6	6	4	13	5	5	10	25
Interval_3289	chr18	84233319	84233752	+	434	3	9	9	4	31	21	14	9
Interval_3290	chr18	84276728	84277182	+	455	13	7	14	14	18	21	22	33
Interval_3291	chr18	84293594	84293936	+	343	8	5	16	9	15	17	18	32
Interval_3292	chr18	84329529	84329754	+	226	11	3	15	11	10	17	9	9
Interval_3293	chr18	84350366	84350595	+	230	5	3	15	7	9	7	14	8
Interval_3294	chr18	84376552	84377204	+	653	13	21	16	57	18	24	24	39
Interval_3295	chr18	84390043	84390297	+	255	2	1	7	4	13	17	13	6
Interval_3296	chr18	84407570	84407799	+	230	1	1	9	3	10	19	9	8
Interval_3297	chr18	84409607	84409862	+	256	6	2	5	1	10	13	9	5
Interval_3298	chr18	84414329	84414963	+	635	23	21	19	27	18	30	19	87
Interval_3299	chr18	84434529	84434828	+	300	3	2	4	6	7	5	3	17
Interval_3300	chr18	84450573	84451228	+	656	7	10	54	15	83	93	103	14
Interval_3301	chr18	84480816	84481245	+	430	2	2	13	10	28	18	34	7
Interval_3302	chr18	84483423	84483958	+	536	4	4	8	4	25	11	12	13
Interval_3303	chr18	84496563	84496859	+	297	8	6	7	7	4	7	21	13
Interval_3304	chr18	84514658	84515015	+	358	5	2	10	7	9	13	18	5
Interval_3305	chr18	84520582	84520925	+	344	3	8	10	7	14	7	14	15
Interval_3306	chr18	84526531	84527239	+	709	18	30	9	38	11	10	20	31
Interval_3307	chr18	84532139	84532404	+	266	2	3	7	1	13	13	21	7
Interval_3308	chr18	84535927	84536326	+	400	7	10	25	12	25	31	31	24
Interval_3309	chr18	84540783	84541966	+	1184	18	11	19	23	20	48	31	84
Interval_3310	chr18	84579750	84580386	+	637	30	29	10	36	4	8	6	67
Interval_3311	chr18	84588627	84590435	+	1809	491	560	207	903	362	448	420	1776
Interval_3312	chr18	84625473	84625874	+	402	18	19	19	41	20	23	31	41
Interval_3313	chr18	84646220	84646466	+	247	3	3	13	9	32	21	24	11
Interval_3314	chr18	84649789	84650399	+	611	6	7	26	5	42	56	66	9
Interval_3315	chr18	84671565	84672388	+	824	16	7	66	13	197	159	170	24
Interval_3316	chr18	84674505	84674935	+	431	8	5	28	7	51	45	45	9
Interval_3317	chr18	84684957	84686090	+	1134	412	360	264	670	466	561	474	1371
Interval_3318	chr18	84708618	84709014	+	397	5	2	9	9	14	17	20	18
Interval_3319	chr18	84719459	84720947	+	1489	23	19	83	28	106	125	137	41
Interval_3320	chr18	84730309	84730574	+	266	4	2	9	10	11	9	9	23
Interval_3321	chr18	84739509	84739756	+	248	4	6	8	9	18	22	11	9
Interval_3322	chr18	84763869	84764159	+	291	3	4	24	3	21	36	30	5
Interval_3323	chr18	84768520	84769151	+	632	8	7	41	6	65	74	102	20
Interval_3324	chr18	84776848	84777053	+	206	2	0	11	8	6	5	10	8
Interval_3325	chr18	84786160	84786644	+	485	3	4	13	13	30	25	29	9
Interval_3326	chr18	84799113	84799943	+	831	14	12	29	14	35	62	45	12
Interval_3327	chr18	84804511	84804876	+	366	21	21	12	37	29	20	34	44
Interval_3328	chr18	84808837	84809146	+	310	9	8	9	7	7	10	9	35
Interval_3329	chr18	84818515	84819685	+	1171	41	42	20	72	13	11	16	102
Interval_3330	chr18	84838477	84839294	+	818	25	17	24	33	16	16	35	57
Interval_3331	chr18	84848642	84849609	+	968	257	282	14	489	32	35	41	990
Interval_3332	chr18	84850783	84851935	+	1153	902	961	264	1558	551	681	621	2483
Interval_3333	chr18	84858449	84858677	+	229	9	8	2	20	17	11	19	24
Interval_3334	chr18	84867275	84867725	+	451	29	15	6	19	10	14	12	56
Interval_3335	chr18	84868252	84868485	+	234	4	7	6	16	19	12	14	15
Interval_3336	chr18	84868730	84869675	+	946	19	20	21	22	70	62	82	38
Interval_3337	chr18	84872065	84872485	+	421	23	22	9	37	6	6	6	47
Interval_3338	chr18	84874477	84874903	+	427	25	22	8	47	2	8	15	42
Interval_3339	chr18	84884434	84885688	+	1255	929	1009	27	1767	68	30	105	2822
Interval_3340	chr18	84888922	84889289	+	368	63	52	11	104	34	34	26	284
Interval_3341	chr18	84895281	84895635	+	355	26	31	5	57	8	10	11	112
Interval_3342	chr18	84903323	84903824	+	502	26	35	7	30	13	7	8	72
Interval_3343	chr18	84909671	84910222	+	552	13	25	5	59	5	11	11	61
Interval_3344	chr18	84916187	84916471	+	285	10	12	5	13	4	3	4	37
Interval_3345	chr18	84922611	84923205	+	595	16	26	22	32	24	26	21	69
Interval_3346	chr18	84950937	84952502	+	1566	682	708	294	1161	530	695	593	2174
Interval_3347	chr18	84966907	84967815	+	909	43	31	13	53	25	24	23	131
Interval_3348	chr18	84970199	84970942	+	744	5	4	31	8	38	41	40	16
Interval_3349	chr18	85000248	85000527	+	280	4	4	5	4	4	19	13	6
Interval_3350	chr18	85089785	85090049	+	265	4	4	5	10	10	1	8	21
Interval_3351	chr18	85205173	85205453	+	281	7	4	11	3	14	23	17	8
Interval_3352	chr18	85399934	85400189	+	256	4	3	5	6	15	10	11	11
Interval_3353	chr18	85427899	85428734	+	836	3	1	24	10	46	73	37	16
Interval_3354	chr18	85462902	85463168	+	267	3	2	4	3	12	4	9	8
Interval_3355	chr18	85465116	85465423	+	308	1	2	3	4	12	4	12	5
Interval_3356	chr18	85469929	85470151	+	223	0	0	4	1	15	9	13	2
Interval_3357	chr18	85473697	85474258	+	562	9	22	5	29	9	7	4	34
Interval_3358	chr18	85633251	85633603	+	353	4	2	8	7	12	26	16	4
Interval_3359	chr18	85660473	85661405	+	933	9	7	35	6	73	98	70	9
Interval_3360	chr18	85762864	85763104	+	241	6	8	9	7	15	6	13	11
Interval_3361	chr18	85832726	85832941	+	216	1	3	3	11	9	12	13	9
Interval_3362	chr18	85847947	85848220	+	274	13	9	4	9	4	10	10	14
Interval_3363	chr18	85956341	85956680	+	340	1	3	6	5	10	10	14	6
Interval_3364	chr18	85964986	85965431	+	446	6	4	3	8	21	12	12	14
Interval_3365	chr18	85980939	85981510	+	572	5	5	8	5	29	25	28	5
Interval_3366	chr18	86101317	86101929	+	613	5	3	7	6	30	19	25	4
Interval_3367	chr18	86199733	86200065	+	333	2	1	17	5	6	3	15	3
Interval_3368	chr18	86394078	86394461	+	384	4	1	15	3	22	50	23	13
Interval_3369	chr18	86394665	86396159	+	1495	15	13	71	24	108	143	134	32
