"X.1","Chromosome","Start","End","X","mean.mean.g1","mean.mean.g2","mean.mean.diff","mean.mean.quot.log2","comb.p.val","comb.p.adj.fdr","num.sites","mean.num.na.g1","mean.num.na.g2","mean.mean.covg.g1","mean.mean.covg.g2","mean.nsamples.covg.thresh.g1","mean.nsamples.covg.thresh.g2","combinedRank","Strand","name","value","overlap_kidney_Het","overlap_liver_Het","overlap_any_Het","overlap_both_Het","overlap_kidney_specific_ATAC","overlap_liver_specific_ATAC","overlap_any_differential_ATAC","DMR_direction"
3798,"chr19",8679198,8679837,3948,0.297792389342516,0.538886417015085,-0.241094027672568,-1.09467000022531,0.0104201951631459,0.0243468058089473,14,0,0,19.8214285714286,20.4821428571429,3.92857142857143,4,2630,"+","Interval_3948",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3800,"chr19",8695315,8696159,3950,0.602249293991705,0.321773200642058,0.280476093349648,0.974051629175242,0.00749690008971293,0.0190129802110136,9,0,0,17.0555555555556,18.3055555555556,3.33333333333333,3.55555555555556,2423,"+","Interval_3950",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3801,"chr19",8706744,8707223,3951,0.863098107280056,0.738070717945808,0.125027389334248,0.382319961026716,0.00920209068527478,0.0223328780651712,5,0,0,30.9,29.1,4,4,3633,"+","Interval_3951",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3803,"chr19",8714821,8715704,3953,0.913568024969737,0.433621212682146,0.479946812287591,1.19876080383189,0.000184013065134412,0.00135745532443093,13,0,0,24.4230769230769,27.0576923076923,3.69230769230769,4,1374,"+","Interval_3953",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3809,"chr19",8772895,8773611,3959,0.703779073451127,0.219697217212191,0.484081856238936,1.81229718790175,0.000737530285764387,0.0035024139150094,10,0,0,23.75,25.825,4,4,1294,"+","Interval_3959",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3816,"chr19",8839126,8839456,3966,0.446083361083361,0.652817221949802,-0.206733860866441,-0.57452464341953,0.0111034434336345,0.0255371361154647,2,0,0,18,20.875,4,4,2842,"+","Interval_3966",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3819,"chr19",8857527,8857949,3969,0.566129560782864,0.365754131745953,0.200375429036912,0.721505804410843,0.0022922993182797,0.00783871970552517,5,0,0,37.5,37.8,4,4,2400,"+","Interval_3969",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3827,"chr19",8928144,8928553,3977,0.874753235952448,0.170801960729069,0.703951275223379,2.31053599486971,3.84615224052671e-05,0.00055092320554864,9,0,0,24.3611111111111,26.7222222222222,4,4,429,"+","Interval_3977",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3830,"chr19",8944104,8944380,3980,0.461534380942646,0.0811023600081263,0.380432020934519,2.60845448931631,4.41870038275402e-05,0.000591566750588746,4,0,0,27.5625,26.9375,4,4,859,"+","Interval_3980",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3833,"chr19",8976356,8976855,3983,0.412359229077995,0.685755049119002,-0.273395820041007,-1.1064201467573,0.00366885780497233,0.0109708667696131,4,0,0,26.9375,27.3125,4,4,2055,"+","Interval_3983",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3834,"chr19",8980588,8980949,3984,0.543183477150868,0.294430136045203,0.248753341105665,0.854396699265886,0.00386685961574021,0.0114294624043884,3,0,0,20.5,23.6666666666667,4,4,2079,"+","Interval_3984",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3835,"chr19",8982932,8983433,3986,0.312567007025855,0.118202817969516,0.194364189056339,1.48307876409128,0.0171227418869432,0.0355010656994039,5,0,0,25.75,29,4,4,2963,"+","Interval_3986",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3838,"chr19",8997637,8998221,3989,0.392616545606097,0.0912920895702942,0.301324456035802,2.13043846885878,0.0110532314079634,0.0254676066748912,2,0,0,22.125,20.125,4,4,2667,"+","Interval_3989",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3842,"chr19",9050244,9050912,3993,0.803663579687885,0.15833565872013,0.645327920967754,2.60423045335362,9.78852046151715e-06,0.000282396517540013,10,0,0,31.6,33.875,4,4,213,"+","Interval_3993",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3845,"chr19",9106780,9107619,3996,0.37556493862082,0.266297920134237,0.109267018486583,0.435692861223297,0.00150305548237825,0.00574395269851638,3,0,0,26.9166666666667,25.6666666666667,4,4,3400,"+","Interval_3996",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3846,"chr19",9110234,9110692,3997,0.496333810612748,0.384887521379457,0.111446289233291,0.58572161701242,0.0160623480055245,0.033877673931608,2,0,0,28.625,33.875,4,4,3364,"+","Interval_3997",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3848,"chr19",9455333,9456208,3999,0.497352874808487,0.575074282300821,-0.0777214074923338,-0.257144529595032,0.0155740933149053,0.0330886527161924,6,0,0,30.625,34.375,4,4,4319,"+","Interval_3999",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3850,"chr19",9753966,9754203,4001,0.924156829490476,0.777837747861382,0.146319081629094,0.250572756573152,0.00345335200413174,0.010495488851502,14,0,0,11.7857142857143,13.125,3.14285714285714,3.78571428571429,4354,"+","Interval_4001",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3853,"chr19",9886873,9887241,4005,0.942584926153957,0.830023810375344,0.112561115778612,0.181276404580244,0.0130997711472478,0.0290711786564962,5,0,0,34.95,37.75,4,4,4787,"+","Interval_4005",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3857,"chr19",9924348,9924786,4009,0.363076772086073,0.56240459939965,-0.199327827313577,-1.03595701116378,0.000696822990979677,0.0033722624472486,8,0,0,25.9375,29.125,3.875,4,2252,"+","Interval_4009",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3858,"chr19",9931200,9931600,4010,0.691591303707121,0.332744096802601,0.35884720690452,1.0476680284124,0.000270360341878963,0.0017748001767677,2,0,0,20.875,24.875,3.5,3.5,1633,"+","Interval_4010",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3859,"chr19",9935949,9936300,4011,0.807961521253107,0.754203162391347,0.0537583588617602,0.0842596005190363,0.0225981981766654,0.044112429414107,5,0,0,29.8,37.2,4,4,5452,"+","Interval_4011",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3860,"chr19",9938564,9939500,4012,0.746259145073667,0.126601264914636,0.619657880159031,2.67059788959087,2.32849062486652e-06,0.000164924918767871,18,0,0,27.2777777777778,28.6805555555556,4,4,147,"+","Interval_4012",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3861,"chr19",9941886,9942398,4013,0.622775643614321,0.687595306876204,-0.0648196632618826,-0.318897754581779,0.0179584010296933,0.0369325215286028,3,0,0,29.8333333333333,31.25,4,4,4026,"+","Interval_4013",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3863,"chr19",9978395,9978924,4015,0.511375142972969,0.0574004357711254,0.453974707201844,3.13176030243583,0.000546972690563436,0.00285535408292319,5,0,0,18.3,20.2,3.8,4,1172,"+","Interval_4015",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3865,"chr19",9989571,9990315,4017,0.469478729162245,0.0938448562247823,0.375633872937463,2.25171389768945,0.00303243231676664,0.00954787007643857,7,0,0,20.0714285714286,23,3.57142857142857,4,1951,"+","Interval_4017",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3869,"chr19",10012696,10013526,4021,0.144665163779988,0.537157721695529,-0.392492557915541,-1.96066257379424,0.00174322259808404,0.00640293058292077,9,0,0,20.3888888888889,22.7777777777778,4,4,1673,"+","Interval_4021",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3870,"chr19",10014093,10015601,4022,0.689521381451937,0.145929999819884,0.543591381632053,2.22862122369637,8.48450689866125e-05,0.000866071772561719,19,0,0,22.8947368421053,23.0657894736842,4,4,601,"+","Interval_4022",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3871,"chr19",10015924,10016439,4023,0.813802796469392,0.239316245724252,0.57448655074514,1.7300675992001,1.13167451494364e-05,0.000301699037480631,3,0,0,25.75,30.0833333333333,4,4,720,"+","Interval_4023",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3875,"chr19",10034677,10035285,4027,0.720874580342187,0.688968002625628,0.0319065777165592,0.29576010752244,0.0188864259842459,0.038302669199073,4,0,0,21.8125,22.4375,3.75,4,4630,"+","Interval_4027",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3879,"chr19",10059868,10061110,4031,0.521947273455261,0.0786242835911413,0.44332298986412,2.80499211757737,0.000269661276541414,0.0017748001767677,16,0,0,26.96875,28.953125,4,4,932,"+","Interval_4031",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3881,"chr19",10105036,10105517,4033,0.760900263868761,0.128575114851744,0.632325149017018,2.57044534870863,0.00019933568952347,0.00143432999077485,10,0,0,28.425,28.225,4,4,854,"+","Interval_4033",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3883,"chr19",10172741,10174064,4036,0.840609825792748,0.257183010749084,0.583426815043664,2.05090400002352,1.48192419047484e-05,0.000337716273686725,12,0,0,37.125,37.3333333333333,4,4,424,"+","Interval_4036",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3885,"chr19",10191225,10191528,4038,0.598198549730284,0.322425020450103,0.275773529280181,1.2021915717612,0.00122463239720129,0.00492664634826465,5,0,0,19.95,19.55,3.8,4,1527,"+","Interval_4038",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3887,"chr19",10211006,10211555,4040,0.666503916563985,0.382887059387667,0.283616857176318,0.728507426692465,0.00322341089953027,0.00999891972620571,2,0,0,20.25,23,4,4,2382,"+","Interval_4040",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3889,"chr19",10221657,10222015,4042,0.276762491894071,0.47435214639162,-0.197589654497549,-0.8996445068832,0.0123108208826893,0.0277716572408686,3,0,0,17.4166666666667,15.0833333333333,4,3.66666666666667,2724,"+","Interval_4042",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3892,"chr19",10235600,10236483,4045,0.766559075986289,0.375192799502074,0.391366276484215,1.04181363797776,0.000113229597706641,0.00100773250649645,9,0,0,20.9166666666667,22.0555555555556,4,4,1643,"+","Interval_4045",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3894,"chr19",10247362,10248542,4047,0.323026879823485,0.544705334322644,-0.221678454499159,-1.16914410241771,0.0105877921230857,0.0246633747522221,36,0,0,16.9166666666667,17.4375,3.97222222222222,3.80555555555556,2638,"+","Interval_4047",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3895,"chr19",10258223,10258930,4048,0.240899462606359,0.16060063288194,0.0802988297244196,1.52386493342229,0.00075874514666979,0.00358102068071111,5,0,0,26.95,27.45,4,4,3794,"+","Interval_4048",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3905,"chr19",10316914,10317883,4058,0.275916509746661,0.548730768038538,-0.272814258291877,-1.1177822750609,0.00198224713717368,0.00706959295294964,7,0,0,30.5357142857143,31.7857142857143,4,4,1723,"+","Interval_4058",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3909,"chr19",10362625,10363160,4062,0.278383106939753,0.501338259848856,-0.222955152909103,-0.899249175716581,0.00954047550823387,0.0228816930156414,7,0,0,21.1785714285714,23.0714285714286,4,4,2562,"+","Interval_4062",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3910,"chr19",10363600,10364402,4063,0.143218219488517,0.366444119502813,-0.223225900014296,-2.2167605609385,0.000444795791485919,0.00247803276399,10,0,0,17.35,19.05,3.6,3.4,2002,"+","Interval_4063",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3917,"chr19",10425587,10426541,4070,0.148862109143821,0.412580382109904,-0.263718272966083,-1.76875163379056,0.00287887335894798,0.00920207997479272,28,0,0,12.3392857142857,12.2321428571429,2.5,2.82142857142857,1922,"+","Interval_4070",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3918,"chr19",10431321,10431956,4071,0.510096403179927,0.24702774696227,0.263068656217657,1.27579281403022,0.00127466728643121,0.00507636453345419,6,0,0,23.9166666666667,23.3333333333333,4,4,1631,"+","Interval_4071",0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3919,"chr19",10444418,10445303,4072,0.91204438094999,0.487416138485751,0.424628242464239,0.964712371876016,0.00135144786563522,0.00531981702471108,18,0,0,26.6805555555556,29.9305555555556,4,4,1791,"+","Interval_4072",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3928,"chr19",10539276,10539889,4081,0.927169341833244,0.395062643303339,0.532106698529904,1.30364751735332,0.000385916168320929,0.00227033063804442,7,0,0,36.8928571428571,38.5714285714286,4,4,1224,"+","Interval_4081",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3932,"chr19",10591762,10592321,4085,0.925315062367109,0.735689356206989,0.18962570616012,0.334367428131584,0.0206257994336837,0.0409649442533892,5,0,0,32.1,33.05,4,4,3872,"+","Interval_4085",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3938,"chr19",10661162,10662273,4091,0.829032352616708,0.20339985794031,0.625632494676398,2.10217859322721,3.05342944389727e-05,0.000497700900072911,10,0,0,29,29.95,4,4,377,"+","Interval_4091",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3939,"chr19",10665228,10665668,4092,0.494318310914934,0.365052926312223,0.129265384602711,0.903123191727299,0.00904241407229332,0.0220761360644587,4,0,0,24.9375,23.9375,4,4,3126,"+","Interval_4092",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3941,"chr19",10678421,10678813,4094,0.43135541550283,0.249522611549248,0.181832803953582,0.76531382086382,0.011419975416775,0.0260779446064967,2,0,0,35.625,39.375,4,4,2691,"+","Interval_4094",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3943,"chr19",10691805,10692104,4096,0.58271991166728,0.335215414430531,0.247504497236749,0.779853639175644,0.00284457123898599,0.00912311600395037,1,0,0,29,33,4,4,2242,"+","Interval_4096",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3944,"chr19",10698424,10699037,4097,0.734098986878941,0.229760623367171,0.504338363511771,1.78919460328175,2.66027908340657e-05,0.000457676312437458,6,0,0,27.25,27.125,4,4,670,"+","Interval_4097",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3945,"chr19",10699913,10700197,4098,0.696985913414853,0.127636118461862,0.569349794952991,2.39256157270678,1.28251726147079e-06,0.000135880492616173,6,0,0,30.4583333333333,31.5,4,4,251,"+","Interval_4098",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3948,"chr19",10723161,10723687,4101,0.211138945071849,0.324998128493797,-0.113859183421948,-1.5068472121498,0.0151906198258629,0.0324909010894284,14,0,0,17.5714285714286,20.4821428571429,3.71428571428571,3.78571428571429,3327,"+","Interval_4101",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3949,"chr19",10739020,10739303,4102,0.571165230051652,0.297856112322191,0.273309117729462,1.00374567394848,0.00244258448428554,0.00818858791922241,6,0,0,24.8333333333333,23.8333333333333,4,4,1833,"+","Interval_4102",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3950,"chr19",10740647,10741437,4103,0.40433224593041,0.164531254484914,0.239800991445495,1.55734076983675,0.009931928090032,0.023482293883933,11,0,0,19.8636363636364,20.2954545454545,4,4,2599,"+","Interval_4103",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3951,"chr19",10768924,10770153,4104,0.31980900066238,0.500758788312017,-0.180949787649637,-0.996770611400404,0.00469636634769482,0.0132624867677319,17,0,0,28.8970588235294,30.4117647058824,4,4,2453,"+","Interval_4104",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3952,"chr19",10818432,10819051,4105,0.220796876733857,0.347461459494423,-0.126664582760566,-0.987715936391461,0.0232145796163368,0.0450011330417633,16,0,0,24.859375,26.265625,4,4,3170,"+","Interval_4105",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3954,"chr19",10841722,10842507,4107,0.430792990926294,0.162194793708109,0.268598197218186,1.46477363074533,0.00441610121913263,0.012674891168412,15,0,0,21.85,24.15,4,4,2141,"+","Interval_4107",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3956,"chr19",10856429,10856668,4109,0.786685455789412,0.495286317888689,0.291399137900723,0.656155887938083,0.00295960777480902,0.00936497928743637,2,0,0,28.25,28.875,4,4,2558,"+","Interval_4109",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3960,"chr19",10905030,10905925,4113,0.404173408361088,0.728220732313774,-0.324047323952687,-1.0523203333557,0.000447118361147945,0.00248871587794757,9,0,0,20.5,23.4444444444444,3.88888888888889,4,1626,"+","Interval_4113",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3961,"chr19",10907675,10908074,4114,0.7865841263667,0.630488356958945,0.156095769407755,0.315808564990916,0.0224653139774711,0.0439131021767411,2,0,0,34.25,33.875,4,4,3986,"+","Interval_4114",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3962,"chr19",10909212,10909775,4115,0.668099267727755,0.773758225789609,-0.105658958061853,-0.210165154829894,0.023095772679293,0.0448557279122173,4,0,0,34.625,36.5,4,4,4596,"+","Interval_4115",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3963,"chr19",10926013,10926837,4116,0.190946530508714,0.546745017896334,-0.35579848738762,-2.07567457810056,0.000283377080032873,0.00182531672620755,6,0,0,29.2916666666667,25.7916666666667,4,4,984,"+","Interval_4116",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3965,"chr19",10940133,10941403,4118,0.0900334954571459,0.146423868387587,-0.0563903729304412,-1.29519122046625,0.004479489582921,0.0127911075683316,68,0,0,16.9632352941176,18.7977941176471,3.73529411764706,3.97058823529412,4171,"+","Interval_4118",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3970,"chr19",10973200,10973758,4123,0.0891875367236951,0.39397373380132,-0.304786197077625,-1.89309842831503,0.001069858819781,0.00451840718044964,3,0,0,25.5833333333333,28.3333333333333,4,4,1455,"+","Interval_4123",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3972,"chr19",10979366,10980234,4125,0.17925375762913,0.0666499618174136,0.112603795811716,1.18898645549983,0.00198633506106095,0.00707595881172148,17,0,0,23.9558823529412,24.75,4,4,3347,"+","Interval_4125",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3973,"chr19",11018295,11018768,4126,0.714027898562613,0.335277898202034,0.378750000360578,1.14608972552511,0.000439057122161087,0.00245496452746122,2,0,0,33.125,32.375,4,4,1453,"+","Interval_4126",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3975,"chr19",11052924,11053272,4128,0.630140172677995,0.303779283019746,0.326360889658249,1.18796224867785,0.000252492912285936,0.00169755902187864,5,0,0,43.8,39.75,4,4,1393,"+","Interval_4128",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3979,"chr19",11611520,11612455,4132,0.217117422809965,0.0553689687186207,0.161748454091344,1.70128554431542,0.0105483239377735,0.024599411991506,6,0,0,26.875,29.75,4,4,2707,"+","Interval_4132",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3981,"chr19",11624870,11625971,4134,0.520591492247943,0.282022789918858,0.238568702329086,0.767963675056811,0.000364085180702212,0.00219128642058285,6,0.5,0.333333333333333,28.375,27.25,3.33333333333333,3.33333333333333,2275,"+","Interval_4134",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3982,"chr19",11661299,11662051,4135,0.937386607622115,0.758523455180156,0.178863152441959,0.303918067358486,0.00284902185975429,0.00913262354104857,3,0,0,21.5833333333333,21.5833333333333,4,4,4053,"+","Interval_4135",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3983,"chr19",11725601,11726482,4136,0.838507708883936,0.379060892086819,0.459446816797117,1.55838365912155,3.22178618817507e-05,0.000516915825752894,4,0,0,34.3125,34.8125,4,4,905,"+","Interval_4136",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3984,"chr19",11727358,11727736,4137,0.917618933088887,0.261828213422888,0.655790719665999,1.794170990558,6.32038114793264e-07,0.000124617339437297,5,0,0,43.35,42.35,4,4,661,"+","Interval_4137",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3985,"chr19",11736081,11736752,4138,0.671195237431651,0.382925325992884,0.288269911438766,1.0815574607642,0.000606283865480639,0.00306382759323892,2,0,0,33,34.375,4,4,1580,"+","Interval_4138",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3987,"chr19",11745482,11746161,4140,0.900279298387245,0.772442919691342,0.127836378695903,0.218327774080125,0.0169168115771524,0.0352147043162607,2,0,0,34.25,29.5,4,4,4553,"+","Interval_4140",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
3988,"chr19",11769485,11769837,4141,0.906380107608355,0.694591897448357,0.211788210159998,0.413175196385645,0.000459130592100733,0.00253263688371544,3,0,0,36.5833333333333,40.75,4,4,3497,"+","Interval_4141",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3990,"chr19",11776643,11777001,4143,0.761759684659794,0.816804894637208,-0.0550452099774144,-0.114558320140787,0.0185305016223111,0.0377678051307137,5,0,0,26.75,28.85,4,4,5242,"+","Interval_4143",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3991,"chr19",11777255,11777651,4144,0.393900489844185,0.227873836416423,0.166026653427761,0.80698180677968,0.0155102277875061,0.0330365163792807,4,0,0,28.125,27.375,4,4,2885,"+","Interval_4144",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3993,"chr19",11788999,11789540,4146,0.394233951021357,0.756363296900624,-0.362129345879267,-0.911233255861654,0.000131596087306927,0.00110021490680417,9,0,0,25.5277777777778,29.4722222222222,4,4,1910,"+","Interval_4146",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
3995,"chr19",11800617,11801005,4148,0.866855194556807,0.6794515533886,0.187403641168207,0.354413148844907,0.0209427992704341,0.0414035909257811,4,0,0,25.6875,28,4,4,3772,"+","Interval_4148",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
3999,"chr19",11837042,11837425,4152,0.549839744622492,0.593960910605469,-0.044121165982977,-0.293266110921086,0.0145637845973956,0.0315677094712508,4,0,0,26.8125,30.5625,4,4,4401,"+","Interval_4152",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Liver_hypermethylated"
4001,"chr19",11927855,11928706,4154,0.907745094602454,0.462581755483542,0.445163339118912,1.33274202575939,0.000160961141290113,0.00124887148134816,6,0,0,27.6666666666667,28.5,4,4,1182,"+","Interval_4154",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
4002,"chr19",11946342,11946611,4155,0.932771300050712,0.851954639081125,0.0808166609695869,0.131730695334534,0.0076170203504919,0.0192778377486708,9,0,0,19.1944444444444,20.3888888888889,4,4,5097,"+","Interval_4155",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
4004,"chr19",11973543,11974113,4157,0.880298745035632,0.564146095991626,0.316152649044006,0.673084006723948,0.00104492150949183,0.00444447565853204,11,0,0,26.5909090909091,28.3181818181818,4,4,2511,"+","Interval_4157",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
4005,"chr19",11975618,11975944,4158,0.771015662715079,0.368464837133728,0.402550825581351,1.17366679752804,4.21281854223471e-05,0.000576565032116532,3,0,0,35.75,31.5,4,4,1412,"+","Interval_4158",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Kidney_hypermethylated"
4013,"chr19",12435029,12435551,4167,0.77158586956071,0.469862160087801,0.301723709472909,0.724994350869555,0.00178683196512566,0.00653965600101083,2,0,0,26.75,28.25,4,4,2390,"+","Interval_4167",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
4015,"chr19",12463877,12464310,4169,0.421687796128544,0.259699527871297,0.161988268257247,0.828499456762435,0.0141002545928027,0.0308129674511994,4,0,0,25.25,26.875,4,4,2812,"+","Interval_4169",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kidney_hypermethylated"
